Topic,Count,Name,Representation,Representative_Docs
-1,10222,-1_机器人_机器人马拉松_人形机器人_机器,"['机器人', '机器人马拉松', '人形机器人', '机器', '小机器人', '机械', '轮子', '玩意', '人家', '人类']","['轮子现在已经发展很好了 你不知道吧[偷笑R]', '机器人有医保吗', '机器人遛人？']"
0,1052,0_遥控_遥控器_遥控车_遙控,"['遥控', '遥控器', '遥控车', '遙控', '监控', '自主', '操控', '跟不上', '有人', '自动']","['这不是遥控的，这是自主跑的', '这是遥控的还是自主的呀', '说是自主跑，没有遥控']"
1,491,1_人形_人形机器人_机器人_人型,"['人形', '人形机器人', '机器人', '人型', '人体', '外形', '人用', '人类', '形状', '非人']","['人是万物之灵。妖也要化人形。机器人也要做人形。', '人形就不是机器人啦', '人形设计出来是为了代替人类的，整个世界的各种工具都是人类可以用的，设计成人形是为了造通用型机器人，因为人能很好的让这个世界运转，人形一样能，可以不用改造环境和工具，就可以适配所有人类适应的环境。人形不是为了满足特定场景而设计出来的机器人，而是这个世界的所有场景的通用机器人。特殊场景的机器人，人形也能去控制它，人形机器人算是高纬度的机器人了']"
2,457,2_战场_打仗_作战_干仗,"['战场', '打仗', '作战', '干仗', '战士', '背着', '牺牲', '战时', '干掉', '冲过来']","['战场上背炸弹', '对啊，让他跑这么快的意义是？上战场吗', '放战场上你就知道了[笑哭R]']"
3,410,3_摔倒_跌倒_摔了一跤_摔到,"['摔倒', '跌倒', '摔了一跤', '摔到', '摔下去', '摔得', '摔成', '摔碎', '摔死', '绊倒']","['我每看云个视频就在等他摔倒', '摔倒的猝不及防', '真不是故意摔倒的？']"
4,385,4_程序员_跑啦_跟着_跑不过,"['程序员', '跑啦', '跟着', '跑不过', '跑不动', 'run', '跑的快', '编程', '跟随', '跟不上']","['程序员咋不跟着跑', '程序员马拉松', '程序员也要跟着跑步，可能是救程序员的']"
5,362,5_跑得慢_跑动_跑步_姿势,"['跑得慢', '跑动', '跑步', '姿势', '跑法', '奔跑', '步伐', '个步', '几步', '姿态']","['跑步姿势很贼', '哈哈哈哈，章跑步就这个姿势', '和田曦薇的跑步姿势很像']"
6,359,6_冰块_冰塊_降温_放冰,"['冰块', '冰塊', '降温', '放冰', '加冰', '补冰', '冰冷', '倒冰', '干冰', '冷却']","['冰块降温？', '冰块降温', '好像不是冰块 是干冰[笑哭R]']"
7,321,7_比赛_参赛_这比_大赛,"['比赛', '参赛', '这比', '大赛', '观赛', '赛制', '参赛选手', '竞赛', '有意义', '有意思']","['这是比谁的尸块多比赛[笑哭R]', '哈哈哈，不专心比赛哦[偷笑R][偷笑R]', '比不比赛了还[笑哭R]哈哈哈哈光饭撒了']"
8,318,8_科技进步_高科技_科技_技术,"['科技进步', '高科技', '科技', '技术', '科学', '科研', '创新', '科研人员', '先进', '进步']","['科技在进步，晚点它就会干很多事了', '科技在进步[飞吻R]', '科技科技']"
