Topic,ctfidf_top_terms
-1,"机器人,马拉松,机器,比赛,人类,发展,这些,速度,一样,跑步,公司,知道,视频,轮子,为什么"
0,"遥控,遥控器,自主,玩具,导航,遥控车,控制,跟着,1.2,操控,组和,后面,区别,自动,智能"
1,"人形,人形机器人,工具,设计,做成,适配,社会,人类,机器狗,形态,设施,机器,人型,适应,所有"
2,"战场,炸药包,打仗,炸弹,战争,巷战,火场,玩意,武器,要是,救援,对面,冲锋,背个,敌人"
3,"摔倒,一块,一地,随时,一秒,绊倒,稀碎,粉身碎骨,假摔,碎成,好怕,摔得,跪下,倒地,一跤"
4,"程序员,代码,程序,跟着,久坐,没想到,解决,运动,好消息,bug,体力,体能,招聘,坏消息,体力活"
5,"姿势,跑步,最后,起来,最像,两个,样子,好看,奔跑,最好,几个,姿态,优美,瘦子,不错"
6,"冰块,干冰,加冰,降温,散热,背包,背后,后背,水冷,液冷,后面,背上,冷却液,制冷,冷却"
7,"比赛,参赛,冠军,选手,第一,参加,夺冠,第一名,重要,名次,成绩,参赛选手,非洲,完赛,水平"
8,"科技,技术,科技进步,发展,进步,展示,科研,研发,高科技,不断,越来越,一蹴而就,先进,时代,研究"
9,"电池,没电,充电,续航,换电池,断电,换电,电力,电量,费电,一会,比拼,中途,有电,青海湖"
10,"好笑,搞笑,好好笑,真的,哎哟,发财,哈哈笑,招笑,救命,源泉,笑点,欢乐,各有,我要,快乐"
11,"轮子,更快,四个,轱辘,换成,四条,螺旋桨,翅膀,楼梯,装上,装个,路面,更好,履带,不用"
12,"理解,阅读,认知,回答,看不懂,问题,思维,提问,谢谢,回复,这样,张嘴,眼界,不了,问出"
13,"马拉松,跑步,测试,参加,为了,半马,意义,比赛,目的,只是,协调,耐力,大赛,锻炼,情况"
14,"ai,是否,人工智能,害怕,智能,具身智能,冲击,底层,文字,视频,行业,担心,替代,大人,模型"
15,"鞋子,跑鞋,穿鞋,太大,孩子,穿着,双鞋,穿个,扁平足,耐克,声音,运动鞋,一双,噪音,挺大"
16,"外卖,快递,小哥,失业,超时,满大街,配送,送餐,取代,这送,驿站,饭碗,迟早,用来,餐品"
17,"可爱,小小的,果然,好萌,小玩意,东西,喜欢,蠢萌,小不点,萌萌,小可爱,眼睛,小玩意儿,太小,小家伙"
18,"三个,伺候,就业,个人,服务,岗位,服侍,活人,侍候,一台,需要,机器人,好几个,维护,真人"
19,"五年,发展,几年,年后,过程,时代,再过,时间,事物,十年,很快,实现,慢慢来,世界,不出"
20,"奶瓶,还拿个,手上,奶嘴,可爱,手里,牛奶,宝宝,两箱,拿个,喝奶,断奶,小孩,宣布,幼儿园"
21,"养老,照顾,买个,保姆,希望,家务,养老院,期待,护理,家庭,老人,指望,攒钱,护工,伺候"
22,"轮子,两条腿,明明,做成,更快,四个,非得,为什么,一定,非要,更好,履带,奔跑,双腿,移动"
23,"低血糖,晕倒,头晕,缺氧,两下,停下,停下来,站不稳,缓缓,太像,赶紧,066,不足,低电压,往后"
24,"去年,进步,一年,今年,昨年,好多,太多,比起,强多,前年,很大,时间,神速,很多,太大"
25,"荣耀,华为,撞线,手机,闪电,六名,包揽,第一个,宇树,冠亚,厉害,红色,那家,季军,听说"
26,"人类,代替,取代,替代,造物主,星球,地球,人类文明,替换,进化,智商,全人类,食物链,一败涂地,灭亡"
27,"液氮,喷雾,降温,丁烷,关节,二氧化碳,打火机,可燃,液化,气体,压缩空气,摩擦,喷出来,清凉,快速"
28,"小孩,孩子,长大,小朋友,爸爸,可爱,三口,小孩儿,宝宝,妈妈,一家,谁家,家长,小宝宝,没人管"
29,"跟着,三个,人要,一起,全程,还跟着,个人,伺候,几个,一直,乔格,基普,还要,后面,一群"
30,"短腿,腿短,倒腾,这小,小腿,太短,吃亏,挺快,出溜,跑得慢,输在,以下,个子,别看,脖子"
31,"f1,进站,赛车,换胎,轮胎,法拉利,方程式,既视感,方程式赛车,维修站,有种,量产,那样,等于,方程"
32,"诡异,吓人,恐怖,晚上,吓死,大半夜,半夜,没头,遇到,画面,玩意儿,玩意,梅根,脑袋,吓到"
33,"降温,放屁,制冷剂,过热,中暑,喝水,高温,热量,散热,喷雾,导致,运动,裆部,电机,关节"
34,"降温,发热,物理,过热,太热,降降温,方式,朴素,温度,人工,爷爷,解决,朴实无华,这儿,凉快"
35,"战场,铁甲,打仗,敌人,钢拳,战争,星球大战,小宝,钢铁,自爆,机甲,想想,未来,废墟,填线"
36,"解说,幽默,有趣,主播,鸟鸟,太逗,有意思,搞笑,配乐,拆解,声音,解说词,超级,美女,精彩"
37,"机器人马拉松,马拉松,半马,创意,就是说,机器人,事实证明,成绩,代替,比赛,想去,真人,最近,搞个,几天"
38,"wd40,香水,男人,wd,润滑,40,润滑剂,万能,除锈,干燥,w40,关节,制冷,默认,降温"
39,"云南白药,气雾剂,喷点,抽筋,喷雾剂,云南,喷剂,跌打损伤,腿抽筋,防止,酸痛,白藥,消肿,神药,红药"
40,"意义,何在,这有,存在,明白,哪里,活着,有意义,哪儿,问有,登月,到底,费电,多人,真不"
41,"小黑,黑色,黑人,小黑子,可爱,吸热,黑皮,黑黑,皮肤,黑哥,娃儿,小子,不错,努力,山东"
42,"散热,问题,系统,cpu,解决,主板,人体,淳朴,工业产品,散热器,方式,水冷,优化,过热,不行"
43,"担架,抬担架,抬走,扫把,单架,扫帚,拿个,垃圾桶,塑料袋,收拾,多余,还用,簸箕,绷住,双手"
44,"心酸,命苦,看着,感动,热泪盈眶,看得,回报,力竭,泪目,激动,得不到,有种,竟然,努力,心疼"
45,"120,救护车,抢救,急救,医生,急救车,最后,拉走,必要,愿意,美国,救护,当场,人工呼吸,活动"
