帖子id,post_category,帖子标题,帖子点赞数,帖子评论数,parent_comment_id,comment_id,user_id,content,comment_time,location,like_count,comment_level,reply_count
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4573a000000001401a417,69e4fd560000000014018c1a,6046e2aa000000000101cf66,您真是语言的艺术,2026.04.20,广西,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4573a000000001401a417,69e4ff80000000001401b80a,6461999e0000000029016e88,@想去冰岛 我也参与了这次盛会！在云端！[派对R],2026.04.20,广东,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4573a000000001401a417,69e5b153000000001401c816,59cf48356eea88064c6a44f4,哇 好会说话！[皱眉R],2026.04.20,福建,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4573a000000001401a417,69e5dde9000000001401e02b,58e050035e87e71ce9e7d86a,游心老师退出文坛我是不同意的,2026.04.20,河南,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4573a000000001401a417,69e5f31f000000002b0350aa,5a88c2a311be1042d24d137d,会说！,2026.04.20,荷兰,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4573a000000001401a417,69e6e4ec000000001401e02a,5e58a2f200000000010043f8,幸好有点赞的功能，要是让我自己留言，我只会说666,2026.04.21,北京,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4573a000000001401a417,69e6f45f000000001401bc1d,5f50a44e000000000101fe14,你撤回来，让我说[偷笑R],2026.04.21,河北,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4573a000000001401a417,69e70325000000001401a822,599fe7ce6a6a6917a03c4e09,😝,2026.04.21,北京,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4573a000000001401a417,69e480f3000000001401b00e,66a72661000000001d030890,llllllllllllll）了））llllllllll,2026.04.19,北京,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4573a000000001401a417,69e487e0000000001401c41b,62e49c8e000000001f00432f,@洋葱的小迷哥,2026.04.19,上海,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4573a000000001401a417,69e49844000000001401a008,64eb93420000000002010090,@小猫披萨仙人,2026.04.19,北京,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4573a000000001401a417,69e4a89e000000001401c029,5bfd4c64d3bbe500014b0501,@JJ,2026.04.19,北京,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4573a000000001401a417,69e4b6ed000000001401d82f,59a528785e87e74407a06f1c,@悲伤母螳螂,2026.04.19,陕西,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4573a000000001401a417,69e4cce5000000001401dc32,59aa297750c4b466af69aeae,@Hall of fame,2026.04.19,天津,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4573a000000001401a417,69e5b73c000000001401e408,5c54053e00000000120394f9,@叔叔叔,2026.04.20,江苏,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4573a000000001401a417,69e60202000000001401e413,5b141f3711be1066be2e66a0,@羊什么阳哦（减肥版) @灵霄,2026.04.20,浙江,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e47e180000000014019c1f,692d7928000000000300c525,拿的是个奶瓶🍼吗[笑哭R],2026.04.19,广东,90.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e47ec3000000001401a006,640eef5400000000290130ae,胸前还挂了一个奶嘴[捂脸R][捂脸R],2026.04.19,浙江,50.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e48233000000001401b826,55aa4ede62a60c168f533845,哈哈哈哈好可爱啊[笑哭R],2026.04.19,北京,11.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e48d54000000001401e814,65e3059e00000000050083b2,机宝可爱捏,2026.04.19,上海,10.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e48de5000000001401dc0d,602e26310000000001000fc0,@咔西兔兔兔兔 好可爱,2026.04.19,湖南,2.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e496ed000000001401940c,62ce82a20000000002003b78,@旺旺雪饼. @花甲大码女装 @摘星星. @哈哈123 @耶哦（三巡有票🎫版 @桃子在打嗝🍑 好可爱啊我靠,2026.04.19,湖南,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e49d4f0000000014018818,64adf97f000000001403876c,行，就跟这个比赛,2026.04.19,广东,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e4a57d000000001401d825,62a43a43000000001b029f0d,那是补给[doge],2026.04.19,广东,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e4af6f000000001401a402,5b6937a648b27d0001f96035,是，跑到后面奶瓶找不到了[偷笑R],2026.04.19,山东,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e4b085000000001401ac25,61af70b8000000001000c54f,几岁啦？这么小就参赛啦？有前途[点赞R],2026.04.19,四川,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e4b1e7000000001401a00b,604d8387000000000100a4db,幼儿组,2026.04.19,湖南,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e4bcb4000000001401c426,5c66cdce00000000110087ea,@Jackie 这还参赛呢,2026.04.19,陕西,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e4cb45000000001401c000,5ba06a1110553a0001808fc8,好可爱,2026.04.19,浙江,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e4dc28000000001401e400,5c65e016000000001002b234,敷面膜的我笑成鹅叫[捂脸R],2026.04.19,广东,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e4dc62000000001401e809,5c65e016000000001002b234,这孩子后面的码农就没想过赢，纯纯是来萌死我们的[笑哭R],2026.04.19,广东,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e4dd89000000001401b825,5e53839e00000000010074a6,这不魔丸么,2026.04.19,北京,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e4e90e000000001401e005,5ba61d7e7f0f560001afd67e,@六是最有趣的数字 好可爱的机器人,2026.04.19,青海,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e4ec190000000014019006,6420d8fd000000000d03e1d5,好可爱😍,2026.04.19,江苏,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e572060000000014019818,64603c6400000000290177ec,花儿对我笑，小鸟说早早早，你为什么背上小书包？我要去炸学校[笑哭R],2026.04.20,北京,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e57f49000000001401a80b,640eef5400000000290130ae,,2026.04.20,浙江,3.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e585840000000014019008,61a3251f0000000021025747,哈哈哈哈哈哈哈我昨天看到一个豆包机器人,2026.04.20,江苏,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e5ba5d000000001401981b,5df32bc70000000001005c81,哈哈哈哈哈哈好可爱,2026.04.20,广东,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e5d404000000001401a814,60e10d79000000002002b167,@管管 @柔柔 可爱捏哈哈哈哈,2026.04.20,广东,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e5feff000000001401e823,68668cd6000000001d017915,小短腿,2026.04.20,福建,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e5ff11000000001401e01e,68668cd6000000001d017915,拿着个奶瓶就出来上班了,2026.04.20,福建,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e712cf000000001401c013,60554deb0000000001006360,@呆呆陈 @微燃糖栗子 @prony. @蟹蟹特 @许愿一百昏 好可爱啊啊啊啊啊,2026.04.21,江西,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e72b81000000001401d833,6486e487000000002a034918,,2026.04.21,江西,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e74aaf0000000014019816,62c40cca000000001b02a8c3,太喜欢这个了[点赞R],2026.04.21,山东,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e78c6e000000001401e42b,62a7f7b0000000001b02b8f9,哈哈哈哈哈好小,2026.04.21,重庆,2.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69ea0aef000000001401882f,60a304e7000000000101d849,小哪吒,2026.04.23,黑龙江,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e48fd0000000001401d432,55bda3f6c2bdeb52c4626a76,@四十一,2026.04.19,北京,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e49137000000001401c809,5c12587344363b15c371a2d4,@Z🐵,2026.04.19,吉林,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e49aa3000000001401b81a,5ee11353000000000101cda8,@走路总是撞到云彩 哈哈哈哈哈哈哈,2026.04.19,上海,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e4a843000000001401bc1d,5e347c9e0000000001002a98,@小Y哥,2026.04.19,广西,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e4b9480000000014013401,62aa199c000000001b024bf1, @小红薯65223B0B ,2026.04.19,广东,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e4bb10000000001401cc35,59d237bdde5fb4634d29005d,@钱花花,2026.04.19,浙江,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e4ccbb000000001401900d,5dd7f1e200000000010074f5,@Lonely God @panpanpan,2026.04.19,四川,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e4e500000000001401a009,62ce438a000000000303d203,哈哈哈哈哈哈@✨星际小豹💜💛,2026.04.19,浙江,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e4e7b4000000001401e031,5c4085dc000000000700b3f6,@0624,2026.04.19,新疆,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e5c97d000000001401a81f,614d2300000000000201c0e9,@奋进中的美少女战士 ,2026.04.20,河南,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69e6413e000000001401dc30,5ab0aa4a4eacab3e8737cf57,@耳朵陳,2026.04.20,广东,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47b6f000000001401940b,69f001c30000000029013ee5,58366d6e7fc5b850f64e6373,@嘻嘻 [笑哭R],2026.04.28,上海,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e5bf73000000001401940a,69e5d6f6000000001401d421,648b28de0000000011003037,太性情了你也,2026.04.20,江苏,5.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e5bf73000000001401940a,69e64204000000001401c412,67c4545f000000000d00a71a,敏感是一个人的天赋[派对R],2026.04.20,河南,2.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e5bf73000000001401940a,69e64780000000001401dc05,648b28de0000000011003037,是呢，敏感是一个好词,2026.04.20,江苏,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e5bf73000000001401940a,69ea2128000000001401e011,56820fa9b8c8b41b0d724695,太性感了[哭惹R],2026.04.23,山西,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e5bf73000000001401940a,69f2c6a10000000027021a1d,67bfff1b000000000e01e272,说得好感动啊[赞R],2026.04.30,吉林,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e5bf73000000001401940a,69f2c6eb000000002a0276e8,5af417c911be10381999484b,博主语气渲染得好[哭惹R],2026.04.30,江西,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47886000000001401b01e,69e4abb1000000001401ac2c,64e465fb000000000101306b,[笑哭R]它的头是镂空的，所以从哪个面看都像在看你,2026.04.19,广西,65.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47886000000001401b01e,69e48932000000001401e022,614d51570000000002027677,白色毫毛，添福添寿。,2026.04.19,宁夏,3.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47886000000001401b01e,69e4b3a8000000001401dc38,558580cd3397db232de1d0e6,你这么说我开心好多，我脸上有两根，好困扰，还很长,2026.04.19,北京,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47886000000001401b01e,69e4dacd0000000014019413,65324747000000002a02a705,你看视频后半段头转回去了,2026.04.19,广东,2.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47886000000001401b01e,69e4dc8e000000001401d80b,5c65e016000000001002b234,人里人气的[笑哭R],2026.04.19,广东,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47886000000001401b01e,69e5949e000000001401cc03,5c9f2245000000001102569e,蔑视[偷笑R],2026.04.20,广东,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47886000000001401b01e,69e58daa000000001401e001,5f8af6520000000001003940,@Chris,2026.04.20,广东,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e88206000000001401e421,69e88272000000001401e00c,66ee4eb9000000001d032cd4,谢谢您的鼓励,2026.04.22,北京,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e73a840000000014019012,69e80a300000000014018c0b,5a9f6953e8ac2b29ec03cf81,嗯嗯能听出来一点 特别熟悉的感觉[偷笑R],2026.04.22,美国,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e73a840000000014019012,69e81dff000000001401dc11,66ee4eb9000000001d032cd4,你也是浙江人了,2026.04.22,北京,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e73a840000000014019012,69e73c75000000001401e029,66ee4eb9000000001d032cd4,您太聪明了，这能听出来吗,2026.04.21,北京,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4e3310000000014018809,69e4e58f000000001401a80a,65fad636000000000600e8cb,这是珍贵录像[偷笑R],2026.04.19,广东,2.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4e3310000000014018809,69e4f0f2000000001401c80f,5c0a88f7000000000601edee,马孔多,2026.04.19,广东,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e596ed000000001401a41e,69e59871000000001401e40d,66ee4eb9000000001d032cd4,跑太快了，我掏出手机，他就跑走了[偷笑R],2026.04.20,北京,29.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e596ed000000001401a41e,69e855bd000000002b031349,601525bd000000000101ff67,閃電真的太快了……從別人的視角看不明顯，從跑者的腳步一看簡直是絕望[石化R],2026.04.22,中国台湾,2.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e596ed000000001401a41e,69e62119000000001401b02f,5d2c9d22000000001002e276,哈哈[大笑R],2026.04.20,北京,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e6f0dc000000001401d819,69e6f6f7000000001401dc20,66ee4eb9000000001d032cd4,谢谢您的鼓励,2026.04.21,北京,2.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4dd73000000001401c807,69e5023b000000001401a017,6676bfb6000000000d02690f,哈哈，铲它[笑哭了R]不过它应该有什么遇到障碍物跌倒后的代码，不会完全起不来,2026.04.20,江苏,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4dd73000000001401c807,69e59ba3000000001401dc04,65d040130000000005032c81,啊哈？哈哈哈哈哈哈哈哈[笑哭R],2026.04.20,四川,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4dd73000000001401c807,69e5db190000000014019429,5be50393954c810001d2fad1,被踩一脚你自己骨折了[doge]挺重的,2026.04.20,福建,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e499d3000000001401dc0b,69e4a13a000000001401c002,686fb911000000000d02ceda,早晚的事情[笑哭R] 机器人只需要有一个学会了 所有的都会,2026.04.19,北京,38.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e499d3000000001401dc0b,69e49bbb000000001401d424,56585a5a9eb5783fe89f9d84,会的，放心,2026.04.19,江苏,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e499d3000000001401dc0b,69e49d28000000001401dc36,62aaee2c000000001b02a842,那个更难些,2026.04.19,广东,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e499d3000000001401dc0b,69e4b6f3000000001401e42f,625927ad0000000010007489,蒸汽机诞生时还不如马车呢[偷笑R],2026.04.19,湖北,7.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e499d3000000001401dc0b,69e7f3b7000000001401d406,5b56599a6b58b751f9c0a981,这才第二年，都会有的,2026.04.22,新西兰,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e499d3000000001401dc0b,69e4af1a000000001401e818,5a215dec4eacab7fc9ebb472,它马拉松都跑了以后7*24看护比你做的好[笑哭R],2026.04.19,北京,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e499d3000000001401dc0b,69e4cffd000000001401e00b,65f8ef5f000000000600cedc,人形机器人技术爆发才第2年。所以你急什么？,2026.04.19,福建,5.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e46287000000001401cc26,69e4698b0000000014019809,54ec187fd39ea23226504c59,白天工，红荣耀，黑宇树。,2026.04.19,湖南,37.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e46287000000001401cc26,69e4701f000000001401d428,5a2e98b0b1da1443773fa762,就这三家跑的正常一点吧，其他的机器人感觉都是来整活的[doge],2026.04.19,江苏,18.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e46287000000001401cc26,69e5b1bf000000001401b800,59cf48356eea88064c6a44f4,增添乐趣啊[笑哭R] 我看的很开心[笑哭R][笑哭R][笑哭R],2026.04.20,福建,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4c709000000001401ac19,69e6062f0000000014019c16,5a25445311be1046d96b3d85,謝謝好專業啊[大笑R],2026.04.20,中国香港,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4c709000000001401ac19,69e6025e000000001401a80a,584d1de450c4b449046eeb2e,这是天工，去年的冠军,2026.04.20,广西,1.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e47960000000001401e42c,69e48904000000001401a809,5ecfe82c0000000001003456,机器人才不会追你，直接远程把你秒了[偷笑R],2026.04.19,天津,8.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e62ee1000000001401e839,69e670ae000000001401dc06,66ee4eb9000000001d032cd4,谢谢鼓励,2026.04.21,北京,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4647a000000001401bc13,69e46f79000000001401d42c,66ee4eb9000000001d032cd4,不是这个,2026.04.19,北京,4.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4647a000000001401bc13,69e46d05000000001401e030,64a4d3c4000000001001ecae,人跑崩的更多,2026.04.19,浙江,0.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4647a000000001401bc13,69e47619000000001401dc10,63f87b01000000001801bf8e,有好几队用的是同一款，不是这台,2026.04.19,广东,5.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e4647a000000001401bc13,69e49c77000000001401c00c,6122783a000000002002d11d,这个跑得最快，其他的都是慢动作。这台是自导航组，怼护栏的原因可能是北斗运动大厦和下穿地铁信号的干扰。应该是车上的备份机继续比赛去了，故障机在放路边躺了很久,2026.04.19,北京,2.0,2,
69e44278000000001a0217bb,"strong,human","机器人超过我的瞬间

",6019.0,372.0,69e455a90000000014019419,69e46cb90000000014019428,5b49b1fef7e8b916796a619d,他身后得加个火箭[笑哭R],2026.04.19,北京,3.0,2,
