Topic,Count,Name,Representation,Representative_Docs
-1,6888,-1_doge_哭惹r_偷笑r_笑哭r,"['doge', '哭惹r', '偷笑r', '笑哭r', '捂脸r', '合十r', '微笑r', '点赞r', '大笑r', '失望r']","['你讲解真可爱[doge]', '建议把广州路上所有电鸡都换成机器人驾驶[doge]', '下一步是不是该降低噪音了[doge]']"
0,1119,0_笑哭r_这小短腿_粉碎性骨折_累了,"['笑哭r', '这小短腿', '粉碎性骨折', '累了', '偷笑r', '捂脸r', '暗中观察r', '大笑r', '嘻嘻r', 'doge']","['它们跑多久才出汗[笑哭R]', '粉碎性骨折[doge][捂脸R]', '只有一个跑姿尚可[偷笑R][笑哭R]']"
1,1102,1_机器人_机器人跑马拉松_呃r_不懂就问,"['机器人', '机器人跑马拉松', '呃r', '不懂就问', '捂脸r', '汗颜r', '笑哭r', '机器人马拉松', 'doge', '暗中观察r']","['机器人：我怎么感觉裤裆凉飕飕的', '机器人[doge]我明明可以装轮子跑的更快，非得让我俩棍撑着', '机器人：先别忙活了，让我歇歇[doge]']"
2,729,2_遥控机器人_遥控玩具_遥控的_遥控,"['遥控机器人', '遥控玩具', '遥控的', '遥控', '自主', '还拿个遥控器', '还要遥控器', '拿个遥控器', '呵呵', '笑哭r']","['遥控玩具[捂脸R][捂脸R][捂脸R]', '遥控机器人[笑哭R]', '以后叫“遥控机器人”，准确一点[笑哭R][笑哭R][笑哭R]']"
3,312,3_换电池_换电_润滑_降温,"['换电池', '换电', '润滑', '降温', '冰块', '喷润滑剂', '电池', '加冰降温', '加冰', '电机过热了']","['换电池 喷液氮降温啊', '加冰润滑，换电池[笑哭R]', '换电池，换干冰，喷液冷降温的，发热喝虚汗的瓶颈曝光了']"
4,297,4_程序员_好消息_坏消息_能跑马拉松,"['程序员', '好消息', '坏消息', '能跑马拉松', '招程序员', '雾草', '代码能跑了', '程序员缺乏运动', '没想到', '黑薯问号r']","['程序员：到底谁在跑马拉松啊？', '程序员:我谢谢你', '好消息：程序员：我的代码能跑了\n坏消息：程序员：我跑不过我的代码\n网友：没想到有一天码农是个体力活😂']"
5,294,5_点赞r_大笑r_真的很好笑_笑哭r,"['点赞r', '大笑r', '真的很好笑', '笑哭r', '笑哭了r', '救命', '拔草r', '不行了', '哎哟哟', '肚子疼']","['这样才显得更贴近生活[大笑R]', '情绪价值给满了。[大笑R]', '世界名画[大笑R]']"
6,249,6_小鸟说早早早_太阳当空照_花儿对我笑_得意r,"['小鸟说早早早', '太阳当空照', '花儿对我笑', '得意r', '斜眼r', '逮小偷', '老师不知道', '你为什么背着炸药包', '我去炸学校', 'in']","['太阳当空照，花儿对我笑，小鸟说早早早，你为什么要去炸学校[笑哭R]', '太阳当空照，花儿对我笑。                                    小鸟说早早早，你为什么背着炸药包。                 我要炸学校，老师不知道。                                     一点火我就跑，老师学校全都不见了。                  [害羞R][害羞R][害羞R]', '太阳当空照，花儿对我笑，小鸟说早早早，你为什么背上炸药包~我去炸学校，老师不知道，砰的一声，学校没有了~[捂脸R][捂脸R][捂脸R]']"
7,248,7_进步太快了_赞r_点赞r_进步神速啊,"['进步太快了', '赞r', '点赞r', '进步神速啊', '进步真快', '我去', '今年就健步如飞了', '太厉害了', '和去年比', '比去年进步很多']","['进步太快了 去年还得跟着三个人呢[笑哭R]', '进步太快了，去年还摔掉脑袋[笑哭R]', '进步太快了[派对R]']"
8,238,8_冠亚季军_冠军_比赛第二_完啦r,"['冠亚季军', '冠军', '比赛第二', '完啦r', '哈哈哈', '吧唧r', '笑哭r', '棒r', '来参加了嘛', '比赛中跳舞撒意思']","['这是急着搞投！没弄好硬上赌一把！[汗颜R][汗颜R][吧唧R][吧唧R]', '你（哈哈哈）不是（哈哈哈哈）在（哈哈哈哈哈）比赛（哈哈哈哈哈哈哈）吗hhhhhhh?', '哇哦，好帅，乍一眼看去，真像奥运赛场里，运动员在做准备，教练在旁边指导']"
