Topic,Count,Name,Representation,Representative_Docs
-1,6888,-1_doge_偷笑r_笑哭r_哭惹r,"['doge', '偷笑r', '笑哭r', '哭惹r', '捂脸r', '合十r', '微笑r', '点赞r', '大笑r', '失望r']","['建议把广州路上所有电鸡都换成机器人驾驶[doge]', '[doge]后来没跑多久就不行了，我在后面看它是坐车的', '下一步是不是该降低噪音了[doge]']"
0,1320,0_笑哭r_捂脸r_偷笑r_这小短腿,"['笑哭r', '捂脸r', '偷笑r', '这小短腿', '粉碎性骨折', 'doge', '暗中观察r', '大笑r', '累了', '嘻嘻r']","['关键是摔倒了爬起来继续跑[笑哭R]', '长得奇形怪状，跑的乱七八糟[笑哭R]', '这玩意你踢它一脚，它没事你疼半天[笑哭R]']"
1,1217,1_机器人_捂脸r_笑哭r_呃r,"['机器人', '捂脸r', '笑哭r', '呃r', '机器人跑马拉松', 'doge', '汗颜r', '不懂就问', '暗中观察r', '机器人马拉松']","['机器人：我怎么感觉裤裆凉飕飕的', '机器人：我大腿根磨破了[捂脸R]', '机器人：怪害羞的[汗颜R]']"
2,729,2_遥控机器人_遥控玩具_遥控的_遥控,"['遥控机器人', '遥控玩具', '遥控的', '遥控', '还要遥控器', '自主', '拿个遥控器', '还拿个遥控器', '呵呵', '笑哭r']","['遥控玩具[捂脸R][捂脸R][捂脸R]', '遥控机器人[笑哭R]', '以后叫“遥控机器人”，准确一点[笑哭R][笑哭R][笑哭R]']"
3,495,3_程序员_好消息_人要跟着跑_微笑r,"['程序员', '好消息', '人要跟着跑', '微笑r', '笑哭r', '人也跟着跑', '坏消息', '这下好了', '捂脸r', '操作的那个人']","['好消息，程序跑通了，坏消息，我也得跑[偷笑R][偷笑R][偷笑R]', '好消息：程序员：我的代码能跑了\n坏消息：程序员：我跑不过我的代码\n网友：没想到有一天码农是个体力活😂', '程序员:我谢谢你']"
4,462,4_点赞r_大笑r_笑哭了r_笑哭r,"['点赞r', '大笑r', '笑哭了r', '笑哭r', '不行了', '真的很好笑', '偷笑r', '拔草r', '救命', '捂脸r']","['快乐源泉[大笑R][大笑R]', '好欢乐呀[偷笑R][笑哭R]太爱了', '音乐适配度[点赞R][点赞R][点赞R][大笑R][大笑R][大笑R]']"
5,399,5_换电池_换电_润滑_降温,"['换电池', '换电', '润滑', '降温', '电池', '冰块', '喷润滑剂', '加冰降温', '加冰', '电机过热了']","['一个干冰降温，一个关节润滑，换电池', '换电池，换干冰，喷液冷降温的，发热喝虚汗的瓶颈曝光了', '加冰润滑，换电池[笑哭R]']"
6,331,6_哈哈哈_笑哭r_完啦r_比赛第二,"['哈哈哈', '笑哭r', '完啦r', '比赛第二', '这是马拉松吗', '冠军', '冠亚季军', '吧唧r', '棒r', '哈哈哈哈']","['哈哈哈，不专心比赛哦[偷笑R][偷笑R]', '哈哈哈，冠亚季军[笑哭R]', '你（哈哈哈）不是（哈哈哈哈）在（哈哈哈哈哈）比赛（哈哈哈哈哈哈哈）吗hhhhhhh?']"
7,315,7_好好发展_送外卖_加油啊_让机器人送外卖,"['好好发展', '送外卖', '加油啊', '让机器人送外卖', '能实现从锅边儿到桌边儿的最短时间', '家里没有老人的', '外卖小哥要失业了', '机器人护工', '加油', '完了']","['让机器人送外卖  能实现从锅边儿到桌边儿的最短时间  我可太期待了', '让机器人送外卖  能实现从锅边儿到桌边儿的最短时间', '好好发展，我爸就不愁没孙子带了…或者一边照顾孙子一边照顾机器人…[doge][doge]']"
8,305,8_好可爱_太可爱了_喝奶茶r_大笑r,"['好可爱', '太可爱了', '喝奶茶r', '大笑r', '什么东西小小的都很可爱', '小的太可爱了', '家长呢', '好可爱啊', '实在是太可爱了', '好萌']","['好可爱，跟个鬼一样', '这三个小朋友在干嘛[笑哭R]好可爱', '[喝奶茶R]好可爱，好想抱抱']"
9,249,9_小鸟说早早早_得意r_太阳当空照_花儿对我笑,"['小鸟说早早早', '得意r', '太阳当空照', '花儿对我笑', '斜眼r', '老师不知道', '你为什么背着炸药包', '我去炸学校', '逮小偷', '汗颜r']","['小鸟说早早早，你为什么背着炸药包', '太阳当空照，花儿对我笑，小鸟说早早早，你为什么要去炸学校[笑哭R]', '太阳当空照，花儿对我笑，小鸟说早早早，你为什么背上炸药包~我去炸学校，老师不知道，砰的一声，学校没有了~[捂脸R][捂脸R][捂脸R]']"
10,248,10_进步太快了_赞r_点赞r_进步神速啊,"['进步太快了', '赞r', '点赞r', '进步神速啊', '进步真快', '我去', '今年就健步如飞了', '太厉害了', '进步太大了', '进步好大']","['进步太快了', '进步太快了，去年还摔掉脑袋[笑哭R]', '进步太快了 去年还得跟着三个人呢[笑哭R]']"
11,226,11_还有担架_为啥不用轮子_能不能做成四个轮子的_没苦硬吃,"['还有担架', '为啥不用轮子', '能不能做成四个轮子的', '没苦硬吃', '更稳', '我有个想法', '标配的吗', '橡胶轱辘', '直接上扫把垃圾铲吧', '直接用轮子不好吗']","['还有担架…不应该是塑料袋么', '还有担架，我绷不住了[笑哭R]', '太人性化了，还有担架[笑哭R][笑哭R]']"
12,216,12_点赞r_科技的进步_人类一败涂地_进化的真快啊,"['点赞r', '科技的进步', '人类一败涂地', '进化的真快啊', '进化的太快了', '赞r', '繁荣昌盛', '很快', '真好', '派对r']","['现在看是笑话，以后呢，疯狂的，盲目的，无底线的发展最后一定反噬人类。', '进化的真快啊[赞R]，前两年还摔的跟孙子似的', '感叹，科技的进步[点赞R][点赞R][点赞R]']"
13,202,13_冰块降温_物理降温_干冰降温_太热了,"['冰块降温', '物理降温', '干冰降温', '太热了', '还要降温', '加冰块降温', '降温', '加冰降温', '高科技', '快降温']","['冰块降温 怕烧了', '冰块降温？！这和破铜烂铁有啥区别？', '冰块降温[笑哭R]']"
14,169,14_黑薯问号r_意义在哪里_这有什么意义啊_意义何在,"['黑薯问号r', '意义在哪里', '这有什么意义啊', '意义何在', '浪费钱', '浪费时间', '有什么意义', '意义在哪', '浪费人力物力', '没边']","['意义在哪里？', '意义在哪里？[笑哭R]', '意义在哪？？？？？？？？我请问？？？？？？？？？？？？[黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R]']"
15,165,15_一个机器人_三个人服务一个机器人_一个机器人三个人伺候_一个机器人要3个人伺候,"['一个机器人', '三个人服务一个机器人', '一个机器人三个人伺候', '一个机器人要3个人伺候', '三个人伺候一个', 'the', 'it', '吃瓜r', '意义何在', '害羞r']","['一个机器人🤖3个人类伺候[doge]', '一个机器人，三个人服侍它，以后不怕没岗位啦[偷笑R]', '一个机器人，三个真人照顾[点赞R]']"
16,136,16_f1_大湾鸡加油_好像f1_法拉利,"['f1', '大湾鸡加油', '好像f1', '法拉利', '太慢了', '法拉利的', '有点f1换胎的感觉', '浪费太多时间了', '法拉利进站了这是', '有种f1进站的感觉']","['好像 F1 进站一样[捂脸R]', 'F1 赛机手[汗颜R][汗颜R]', 'F1 机器人']"
17,104,17_低电压_低血糖_有点低血糖_都低血糖了,"['低电压', '低血糖', '有点低血糖', '都低血糖了', '缺氧了', '低血糖了', '第一个是低血糖了吗哈哈哈哈哈', '电学糖低了点', '早上充了亦庄劣质电', '老子缺氧']","['是不是快往后倒下了，低血糖？', '低血糖（低电压）了', '低血糖，不！低电压[偷笑R]']"
18,98,18_大笑r_解说太有趣了_解说_解说太逗了,"['大笑r', '解说太有趣了', '解说', '解说太逗了', '解说有意思', '哈哈哈哈哈哈哈', '赞r', '派对r', '每个都有解说哈哈哈哈', '最棒的解说']","['你不要解说呀[大笑R][大笑R][大笑R][大笑R]', '您的解说和配乐丰富了整场[大笑R]', '解說員真幽默[大笑R][大笑R][大笑R][大笑R][大笑R][大笑R]']"
19,94,19_加油_对着机器人喊加油_加电_还有人叫加油,"['加油', '对着机器人喊加油', '加电', '还有人叫加油', '冲着机器人喊加油', '失望r', '给机器人加油', '给tm机器人加油', '稳了', '有朝一日竟然能看到人类给机器人']","['加油！加油', '加油 具象化了', '加油！你们很棒！']"
20,93,20_降温吗_喷的啥_止汗露_猛而刚,"['降温吗', '喷的啥', '止汗露', '猛而刚', '特别爽', '水嘛', '朝人家裤裆一顿喷', '有炎症了吗', '有奇效', '是需要备皮么']","['喷的那个是什么？什么作用啊？降温吗？', '喷的啥？止汗露[汗颜R]除臭的[微笑R]', '喷的啥？水嘛？降温吗？[笑哭R]']"
21,90,21_荣耀_正在用荣耀手机看这个视频_此刻用着荣耀手机的我_无情的参赛机器,"['荣耀', '正在用荣耀手机看这个视频', '此刻用着荣耀手机的我', '无情的参赛机器', '有点自豪', '是那个做手机的荣耀吗', '是因为它的底盘低吗', '是因为它家跑的太快了', '是做手机的那家荣耀公司吗', '无需质疑的职业拳击手获胜']","['[暗中观察R]荣耀，橘色小闪电', '荣耀：我是来参赛的！无情的参赛机器[笑哭R][笑哭R][笑哭R][笑哭R][笑哭R]谁倒地上他都不带看一眼的[笑哭R]', '荣耀，冠亚季军啥意思？']"
22,88,22_评论区比视频更搞笑_can_评论区_no,"['评论区比视频更搞笑', 'can', '评论区', 'no', 'you', '尬住r', '失望r', '这被外国人看到不笑掉大牙', '给外国人看看去', '点开评论区是一个错误的选择']","['评论区，确实学历参差不齐', '评论区“牛人”真多！质疑声一片！', '为啥那么多人说风凉话？you can you do ,no can no BB']"
