Topic,Count,Name,Representation,Representative_Docs
-1,6888,-1_doge_偷笑r_笑哭r_捂脸r,"['doge', '偷笑r', '笑哭r', '捂脸r', '哭惹r', '合十r', '微笑r', '点赞r', '大笑r', '失望r']","['建议把广州路上所有电鸡都换成机器人驾驶[doge]', '[doge]后来没跑多久就不行了，我在后面看它是坐车的', '下一步是不是该降低噪音了[doge]']"
0,2770,0_笑哭r_捂脸r_偷笑r_doge,"['笑哭r', '捂脸r', '偷笑r', 'doge', '失望r', '遥控机器人', '遥控玩具', '大笑r', '石化r', '暗中观察r']","['怎么不加几个轮子[偷笑R][doge]', '他们的鞋子是统一赞助的吗[偷笑R]会不会跑的快的穿碳板，慢的穿缓震[笑哭R]', '后面拿遥控器的那个累到死了吧[捂脸R][偷笑R]']"
1,1978,1_捂脸r_本人将严肃的在此评论_doge_笑哭r,"['捂脸r', '本人将严肃的在此评论', 'doge', '笑哭r', '机器人', '并在机器人统治地球之后当做投名状', '汗颜r', '偷笑r', '呃r', '哭惹r']","['本人将严肃的在此评论，并在机器人统治地球之后当做投名状\U0001fae1', '本人将严肃的在此评论，并在机器人统治地球之后当做投名状。', '本人将严肃的在此评论，并在机器人统治地球之后当做投名状，将来请勿清理本人']"
2,708,2_大笑r_笑哭r_点赞r_捂脸r,"['大笑r', '笑哭r', '点赞r', '捂脸r', '偷笑r', '笑哭了r', '还没开始就结束了', '不行了', 'doge', '真的很好笑']","['喝醉了还没醒[大笑R][大笑R]', '警察叔叔也很樂[大笑R][大笑R][大笑R]', '为什么看得我想笑[捂脸R][捂脸R][捂脸R][笑哭R][笑哭R][笑哭R][偷笑R][偷笑R][偷笑R]']"
3,525,3_笑哭r_偷笑r_doge_哈哈哈,"['笑哭r', '偷笑r', 'doge', '哈哈哈', '吧唧r', 'f1', '捂脸r', '哈哈哈哈', '不是', '完啦r']","['这仨小伙子的马拉松成绩应该也不差[笑哭R]', '大湾鸡机器人[笑哭R]', '感觉这三个助手应该可以拿冠军～[笑哭R]']"
4,464,4_点赞r_赞r_进步太快了_进步神速啊,"['点赞r', '赞r', '进步太快了', '进步神速啊', '进步真快', '我去', '太厉害了', '派对r', '今年就健步如飞了', '跟去年比']","['又比之前进步了[点赞R]', '去年一扑一碌的，今年已經跑到快穩准[点赞R][点赞R][点赞R]', '今非昔比，只是短短一年[点赞R]']"
5,445,5_好可爱_大笑r_太可爱了_偷笑r,"['好可爱', '大笑r', '太可爱了', '偷笑r', '飞吻r', '笑哭r', '喝奶茶r', '小的太可爱了', '家长呢', '嘎子偷狗']","['好可爱，跟个鬼一样', '[喝奶茶R]好可爱，好想抱抱', '太可爱了[大笑R]它还拿着奶瓶的年纪，很努力了[大笑R][偷笑R][偷笑R][偷笑R]']"
6,399,6_换电池_换电_润滑_降温,"['换电池', '换电', '润滑', '降温', '电池', '冰块', '喷润滑剂', '加冰降温', '加冰', '换电瓶']","['换电池，到冰降温，喷软化剂', '换电池，加满冰', '换电池，换干冰，喷液冷降温的，发热喝虚汗的瓶颈曝光了']"
7,266,7_冰块降温_物理降温_干冰降温_降温,"['冰块降温', '物理降温', '干冰降温', '降温', '太热了', '加冰块降温', '还要降温', '加冰降温', 'the', 'is']","['冰块降温？[捂脸R]', '冰块降温[笑哭R]', 'what is the thing inside the backpack? is it cold water or fuel? what is it, the man pour into the backpack?']"
8,216,8_医生_低电压_低血糖_加油r,"['医生', '低电压', '低血糖', '加油r', '缺氧了', '补给太慢了', '有点低血糖', '都低血糖了', '低血糖了', '偷笑r']","['医生，医生', '低血糖（低电压）了', '医生，医生，快来救人～[大笑R]']"
9,169,9_黑薯问号r_意义在哪里_这有什么意义啊_意义何在,"['黑薯问号r', '意义在哪里', '这有什么意义啊', '意义何在', '浪费钱', '浪费时间', '有什么意义', '意义在哪', 'doge', '真是没事找事']","['意义在哪里？[笑哭R]', '意义在哪里[doge]', '意义在哪？？？？？？？？我请问？？？？？？？？？？？？[黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R]']"
10,129,10_降温吗_云南白药喷雾剂_云南白药气雾剂_喷的啥,"['降温吗', '云南白药喷雾剂', '云南白药气雾剂', '喷的啥', 'doge', '来点云南白药', '水嘛', '毒品', '止汗露', '有奇效']","['云南白药气雾剂[偷笑R]', '喷的啥？止汗露[汗颜R]除臭的[微笑R]', '喷的啥？水嘛？降温吗？[笑哭R]']"
11,98,11_大笑r_解说太有趣了_解说_解说太逗了,"['大笑r', '解说太有趣了', '解说', '解说太逗了', '解说有意思', '哈哈哈哈哈哈哈', '赞r', '派对r', '点赞r', '浑身肌无力的时候我笑出了声']","['解說員真幽默[大笑R][大笑R][大笑R][大笑R][大笑R][大笑R]', '你不要解说呀[大笑R][大笑R][大笑R][大笑R]', '您的解说和配乐丰富了整场[大笑R]']"
12,94,12_加油_对着机器人喊加油_加电_失望r,"['加油', '对着机器人喊加油', '加电', '失望r', '还有人叫加油', '冲着机器人喊加油', '给机器人加油', '给tm机器人加油', '稳了', '有朝一日竟然能看到人类给机器人']","['加油！加油', '加油 具象化了', '加油！你们很棒！']"
13,90,13_荣耀_正在用荣耀手机看这个视频_此刻用着荣耀手机的我_无情的参赛机器,"['荣耀', '正在用荣耀手机看这个视频', '此刻用着荣耀手机的我', '无情的参赛机器', '有点自豪', '是那个做手机的荣耀吗', '是因为它的底盘低吗', '是因为它家跑的太快了', '是做手机的那家荣耀公司吗', '无需质疑的职业拳击手获胜']","['[暗中观察R]荣耀，橘色小闪电', '荣耀，冠亚季军啥意思？', '荣耀：我是来参赛的！无情的参赛机器[笑哭R][笑哭R][笑哭R][笑哭R][笑哭R]谁倒地上他都不带看一眼的[笑哭R]']"
14,64,14_扯脸h_亦庄_亦庄真是个神奇的地方_亦庄这个地方还是太复杂了,"['扯脸h', '亦庄', '亦庄真是个神奇的地方', '亦庄这个地方还是太复杂了', '是不是举办地方有点说法', '机器人马拉松的高科技园区了', '用来追逃跑的鸵鸟', '现在机器人', '现在已经是无人驾驶', '现在不是看见马路上跑鸵鸟']","['。。。亦庄真是个神奇的地方，啊哈哈哈[笑哭R]', '亦庄这个地方越来越神儿了……  [扯脸H][扯脸H][扯脸H][扯脸H][扯脸H][扯脸H]', '亦庄老有意思了[扯脸H]去一次啥乱七八糟的都有[doge]']"
15,62,15_这波贪了_比春晚好看_春晚那些会跳舞的机器人哪去了_春晚那波机器人不是很溜了吗,"['这波贪了', '比春晚好看', '春晚那些会跳舞的机器人哪去了', '春晚那波机器人不是很溜了吗', '春晚上打拳机器不是赢定了', '春晚的机器人都能后空翻了', '这种表现和春晚上的实在太割裂', '春晚能不能出各家机器人pk跳舞或整活的', '春晚还有现在几乎所有晚会都会有的那种让机器人表演广场舞才没意义', '春晚那个挺灵活的']","['这波贪了，应该留着春晚看的', '比春晚好看[大笑R]', '比春晚好看[笑哭R]']"
16,50,16_终结者_这进化速度_超能查派_很快,"['终结者', '这进化速度', '超能查派', '很快', '祈祷不伤害人类第一原则真的生效吧', '现在想想那是不是他们广告部拍的大片', '最终形态应该是厄加特的样子', '这手里端把步枪', '施瓦辛格抗击终结者时代即将到来', '最后一个成终结者了']","['《终结者》仅是一部美影', '去年还需要支架 今年就健步如飞，这进化速度，很快《终结者》就会实现。', '这进化速度，很快《终结者》就会出现']"
17,49,17_爆一地装备_爆了_爆了一地的装备_洒落一地装备,"['爆一地装备', '爆了', '爆了一地的装备', '洒落一地装备', '摔倒没爆装备挺厉害的', '摔一下直接满地装备', '握草', '未来战争的发展趋势', '这是爆了一地的装备', '纸糊的']","['哎呀，爆一地装备，笑死了', '爆一地装备，可怜的[偷笑R]', '这爆率太高了吧，爆一地装备[偷笑R]']"
18,46,18_捂嘴笑r_防晒喷雾_都晒黑了_还要喷防晒,"['捂嘴笑r', '防晒喷雾', '都晒黑了', '还要喷防晒', '晒黑了', '既然怕热回去给孩子改成浅色吧', '早干嘛', '是不是光线太暗了', '是不是换成白漆能少喷几下', '是怕晒黑了吗']","['你这个防晒喷雾效果不行啊，都晒黑了[doge][doge][doge][doge][doge][doge]', '这么黑了，还要喷防晒[偷笑R]', '是不是换成白漆能少喷几下[捂嘴笑R][捂嘴笑R][捂嘴笑R]']"
19,46,19_元气仔最像人_特别设立一些单项奖_没有双脚腾空_比如最像人的,"['元气仔最像人', '特别设立一些单项奖', '没有双脚腾空', '比如最像人的', '最像人在跑', '是在跑', '旺柴', '元气仔', '黄金薯r', '捂脸r']","['只有“元气”是在跑，其它的都是竞走，没有双脚腾空', '元气仔最像人[派对R]', '元气仔最像人[笑哭R]应该在竞速之外，特别设立一些单项奖，比如最像人的[笑哭R]']"
20,44,20_wd40_40_男人的香水_喷的wd40,"['wd40', '40', '男人的香水', '喷的wd40', 'wd', '男人的面膜', '每公里2瓶wd', '来点wd40润一润', '机器人的香水wd40', '机器人的杜蕾斯']","['男人的香水，wd40[偷笑R]', '多囤点 wd40 以后能涨价', 'WD40 你的马拉松补给站']"
21,43,21_机器人跑步也要摆臂吗_吧唧r_机器人扭胳膊干嘛_机器人就不用摆臂了吧,"['机器人跑步也要摆臂吗', '吧唧r', '机器人扭胳膊干嘛', '机器人就不用摆臂了吧', '机器人还用摆臂吗', '机器人跑步需要甩臂吗', '机器人跑步真的需要摆臂吗', '机器人跑步有必要摆手吗', '机器人跑步摆手是为了', '机器人跑步也需要摆臂']","['为什么非要摆臂？机器又不需要像人一样胳膊腿协调，撒开腿跑就好了，胳膊不用动呀', '机器人跑步也要摆臂吗？', '机器人跑步也要摆臂吗']"
22,43,22_八步赶蝉_机器人会八步赶蝉_这是开了八步赶蝉的功能_看着跟八步赶蝉似的,"['八步赶蝉', '机器人会八步赶蝉', '这是开了八步赶蝉的功能', '看着跟八步赶蝉似的', '看来是最经济', '看到个八步赶蚕', '用八步赶蝉跑啊', '来个八步赶蝉', '有咩有三步赶蝉还是啥的跑法', '最后一个是八步赶蝉吗']","['八步赶蝉？', '八步赶蝉？？？？？？？？', '八步赶蝉']"
23,42,23_鲁班七号_小鲁班_有点像王者的鲁班_是你吗鲁班,"['鲁班七号', '小鲁班', '有点像王者的鲁班', '是你吗鲁班', '有个像小鲁班', '智商250', '王者投一个鲁班七号呗', '机器人版', '小短腿好可爱', '迈着矫健的步伐']","['鲁班七号？', '鲁班七号………', '鲁班七号']"
24,40,24_整个帽子是怕它被晒黑吗_看把孩子晒的_有帽子叔叔在旁边是怕有人偷走选手吗_旁边小草帽,"['整个帽子是怕它被晒黑吗', '看把孩子晒的', '有帽子叔叔在旁边是怕有人偷走选手吗', '旁边小草帽', '竟然还带顶帽子', '这么黑了', '红色心形r', '有点可爱', '救命', '自拍r']","['有帽子叔叔在旁边是怕有人偷走选手吗[doge]', '救命 有点可爱！还戴个小帽子[笑哭R][笑哭R]', '整个帽子是怕它被晒黑吗[doge]']"
25,35,25_机器人马拉松的意义是啥_让机器人跑马拉松的意义是什么_机器人跑马拉松有啥意义_机器人跑马拉松有啥用,"['机器人马拉松的意义是啥', '让机器人跑马拉松的意义是什么', '机器人跑马拉松有啥意义', '机器人跑马拉松有啥用', '机器人跑马拉松的意义在哪里', '机器人跑马拉松的意义是什么', '机器人跑马拉松的意义是', '纯属好奇', '汽车意义是什么', '机器人马拉松有啥意义']","['所以，让机器人跑马拉松的意义是什么？', '让机器人跑马拉松的意义是什么？纯属好奇', '机器人跑马拉松的意义是什么？测试电机强度？测试耐用度？']"
26,35,26_突然想起来了那个豆脚_看个豆角的集合_笑死人了_okr,"['突然想起来了那个豆脚', '看个豆角的集合', '笑死人了', 'okr', '捂嘴笑r', '嘻嘻r', '不是', 'doge', '哈哈哈', '偷笑r']","['还有个顶着个豆包的两条腿   笑死人了', '突然想起来了那个豆脚', '看个豆角的集合。[doge][doge]']"
27,33,27_来搞笑的多_看脑袋就是宇树_这是宇树家的吗_有几个宇树,"['来搞笑的多', '看脑袋就是宇树', '这是宇树家的吗', '有几个宇树', '显眼包宇树', '杭州人民来了', '春晚的武bot', '短期内这么多品牌也搓出来了', '破案了', '第二个是宇树吗']","['所以，宇树上市是对的，短期内这么多品牌也搓出来了！', '破案了 这个就是宇树G1[doge]春晚的武BOT[doge]', '还。。。。是。。。。来搞笑的多。有几个宇树？']"
28,30,28_关节润滑剂吗_是不是润滑油_润滑的吗_涂点润滑油吗,"['关节润滑剂吗', '是不是润滑油', '润滑的吗', '涂点润滑油吗', '松锈灵', '有润滑作用', '清洗润滑剂喷喷', '是不是上的润滑油', '整点润滑油', '润滑剂吧']","['松锈灵，有润滑作用', '关节润滑剂吗', '关节润滑剂吗？[笑哭R]']"
