Topic,Count,Name,Representation,Representative_Docs
-1,6888,-1_笑哭r_偷笑r_doge_捂脸r,"['笑哭r', '偷笑r', 'doge', '捂脸r', '哭惹r', '点赞r', '微笑r', '大笑r', '合十r', '失望r']","['好像我在广场追我儿子的感觉。他永远在前面跑我永远在后面追。我永远也追不上，还不能停下跑………[笑哭R][笑哭R]', '它是不是故意秀性能[笑哭R]', '主包你太好玩了[笑哭R]']"
0,4747,0_笑哭r_捂脸r_偷笑r_doge,"['笑哭r', '捂脸r', '偷笑r', 'doge', '点赞r', '大笑r', '失望r', '赞r', '石化r', '暗中观察r']","['脖子上黄圈儿的走错赛场了呢应该去静走[笑哭R]', '这跑几个全马都莫得问题啊，还比个球啊[笑哭R]', '后面拿遥控器的那个累到死了吧[捂脸R][偷笑R]']"
1,2227,1_笑哭r_捂脸r_doge_偷笑r,"['笑哭r', '捂脸r', 'doge', '偷笑r', '汗颜r', '机器人', '本人将严肃的在此评论', '失望r', '并在机器人统治地球之后当做投名状', '呃r']","['我就觉得很神，干嘛用机器人去比赛马拉松[笑哭R][笑哭R]', '还是个社牛机器人[笑哭R]', '咱就说旁边真人跑不会笑场吗，这边跑的正起劲，那边机器人歪歪扭扭东倒西歪的，也太想笑了[笑哭R]']"
2,695,2_换电池_降温_换电_笑哭r,"['换电池', '降温', '换电', '笑哭r', '润滑', '冰块降温', '加冰降温', '偷笑r', '冰块', '电池']","['换电，润滑，降温', '换电池，加冰降温，裆部是在干嘛，润滑？', '加冰润滑，换电池[笑哭R]']"
3,485,3_好可爱_大笑r_笑哭r_偷笑r,"['好可爱', '大笑r', '笑哭r', '偷笑r', '太可爱了', '飞吻r', '捂脸r', '喝奶茶r', '有点可爱', 'doge']","['拿奶瓶🍼那个好可爱[偷笑R]为什么还在吃奶也要跑那么远[捂脸R]辛苦了宝宝', '好可爱，跟个鬼一样', '这三个小朋友在干嘛[笑哭R]好可爱']"
4,237,4_大笑r_荣耀_笑哭r_爆一地装备,"['大笑r', '荣耀', '笑哭r', '爆一地装备', '偷笑r', '赞r', '捂脸r', '解说太有趣了', '解说', '解说有意思']","['解說員真幽默[大笑R][大笑R][大笑R][大笑R][大笑R][大笑R]', '你不要解说呀[大笑R][大笑R][大笑R][大笑R]', '您的解说和配乐丰富了整场[大笑R]']"
5,175,5_doge_偷笑r_捂嘴笑r_还要喷防晒,"['doge', '偷笑r', '捂嘴笑r', '还要喷防晒', '降温吗', '喷的啥', '晒黑了', '都晒黑了', '云南白药气雾剂', '云南白药喷雾剂']","['裤裆喷的啥，我有一个想法[doge]', '喷的位子有点不雅[doge]', '你这个防晒喷雾效果不行啊，都晒黑了[doge][doge][doge][doge][doge][doge]']"
6,169,6_黑薯问号r_意义在哪里_这有什么意义啊_意义何在,"['黑薯问号r', '意义在哪里', '这有什么意义啊', '意义何在', '浪费钱', '浪费时间', 'doge', '有什么意义', '意义在哪', '派对r']","['意义在哪里？[笑哭R]', '意义在哪里[doge]', '意义在哪？？？？？？？？我请问？？？？？？？？？？？？[黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R]']"
7,46,7_元气仔最像人_特别设立一些单项奖_没有双脚腾空_比如最像人的,"['元气仔最像人', '特别设立一些单项奖', '没有双脚腾空', '比如最像人的', '最像人在跑', '是在跑', '旺柴', '元气仔', '捂脸r', '黄金薯r']","['只有“元气”是在跑，其它的都是竞走，没有双脚腾空', '元气仔最像人[派对R]', '元气仔最像人[笑哭R]应该在竞速之外，特别设立一些单项奖，比如最像人的[笑哭R]']"
8,44,8_wd40_40_男人的香水_喷的wd40,"['wd40', '40', '男人的香水', '喷的wd40', 'wd', '男人的面膜', '每公里2瓶wd', '来点wd40润一润', '机器人的香水wd40', '机器人的杜蕾斯']","['男人的香水，wd40[偷笑R]', '多囤点 wd40 以后能涨价', 'WD40 你的马拉松补给站']"
9,43,9_八步赶蝉_大笑r_机器人会八步赶蝉_这是开了八步赶蝉的功能,"['八步赶蝉', '大笑r', '机器人会八步赶蝉', '这是开了八步赶蝉的功能', '看着跟八步赶蝉似的', '看来是最经济', '看到个八步赶蚕', '用八步赶蝉跑啊', '来个八步赶蝉', '有咩有三步赶蝉还是啥的跑法']","['八步赶蝉？', '八步赶蝉？？？？？？？？', '八步赶蝉']"
