Topic,Count,Name,Representation,Representative_Docs
-1,6888,-1_笑哭r_偷笑r_doge_捂脸r,"['笑哭r', '偷笑r', 'doge', '捂脸r', '哭惹r', '点赞r', '大笑r', '微笑r', '合十r', '失望r']","['好像我在广场追我儿子的感觉。他永远在前面跑我永远在后面追。我永远也追不上，还不能停下跑………[笑哭R][笑哭R]', '它是不是故意秀性能[笑哭R]', '主包你太好玩了[笑哭R]']"
0,7380,0_笑哭r_捂脸r_偷笑r_doge,"['笑哭r', '捂脸r', '偷笑r', 'doge', '点赞r', '大笑r', '失望r', '汗颜r', '赞r', '暗中观察r']","['[笑哭R]还有个在路上跳起街舞的', '好想去看现场[笑哭R]怪有意思的 什么事故都有[笑哭R]', '一个个像前一天喝大了一样[笑哭R]那跳草丛的为啥要踹保安大叔一脚[捂脸R]']"
1,695,1_换电池_降温_换电_笑哭r,"['换电池', '降温', '换电', '笑哭r', '润滑', '偷笑r', '冰块降温', '加冰降温', 'doge', '冰块']","['换电，降温，润滑', '换电，润滑，降温', '换电池，加冰降温，裆部是在干嘛，润滑？']"
2,553,2_笑哭r_好可爱_偷笑r_大笑r,"['笑哭r', '好可爱', '偷笑r', '大笑r', '太可爱了', '捂脸r', 'doge', '飞吻r', '喝奶茶r', '有点可爱']","['拿奶瓶🍼那个好可爱[偷笑R]为什么还在吃奶也要跑那么远[捂脸R]辛苦了宝宝', '我才涂着黑色油漆的会赢[笑哭R][偷笑R]', '太可爱了[大笑R]它还拿着奶瓶的年纪，很努力了[大笑R][偷笑R][偷笑R][偷笑R]']"
3,175,3_doge_偷笑r_捂嘴笑r_还要喷防晒,"['doge', '偷笑r', '捂嘴笑r', '还要喷防晒', '降温吗', '喷的啥', '晒黑了', '都晒黑了', '云南白药气雾剂', '云南白药喷雾剂']","['[doge]裤裆里面喷冷却液', '六六六  还喷云南白药[doge]（抽）', '你这个防晒喷雾效果不行啊，都晒黑了[doge][doge][doge][doge][doge][doge]']"
4,46,4_元气仔最像人_特别设立一些单项奖_没有双脚腾空_比如最像人的,"['元气仔最像人', '特别设立一些单项奖', '没有双脚腾空', '比如最像人的', '最像人在跑', '是在跑', '旺柴', '元气仔', '捂脸r', '笑哭r']","['只有“元气”是在跑，其它的都是竞走，没有双脚腾空', '元气仔最像人[笑哭R]应该在竞速之外，特别设立一些单项奖，比如最像人的[笑哭R]', '元气仔最像人[派对R]']"
5,44,5_wd40_40_男人的香水_喷的wd40,"['wd40', '40', '男人的香水', '喷的wd40', 'wd', 'doge', '每公里2瓶wd', '来点wd40润一润', '机器人的香水wd40', '机器人的杜蕾斯']","['男人的香水，wd40[偷笑R]', 'WD40 你的马拉松补给站', '多囤点 wd40 以后能涨价']"
6,43,6_八步赶蝉_大笑r_汗颜r_斜眼r,"['八步赶蝉', '大笑r', '汗颜r', '斜眼r', '最后一个是八步赶蝉吗', '看着跟八步赶蝉似的', '看来是最经济', '看到个八步赶蚕', '用八步赶蝉跑啊', '来个八步赶蝉']","['八步赶蝉', '八步赶蝉？？？？？？？？', '八步赶蝉？']"
7,42,7_鲁班七号_小鲁班_doge_有点像王者的鲁班,"['鲁班七号', '小鲁班', 'doge', '有点像王者的鲁班', '是你吗鲁班', '有个像小鲁班', '智商250', '王者投一个鲁班七号呗', '哇r', '机器人版']","['鲁班七号………', '鲁班七号', '鲁班七号？']"
8,35,8_机器人马拉松的意义是啥_让机器人跑马拉松的意义是什么_机器人跑马拉松有啥意义_机器人跑马拉松有啥用,"['机器人马拉松的意义是啥', '让机器人跑马拉松的意义是什么', '机器人跑马拉松有啥意义', '机器人跑马拉松有啥用', '机器人跑马拉松的意义在哪里', '机器人跑马拉松的意义是什么', '机器人跑马拉松的意义是', '纯属好奇', '汽车意义是什么', '机器人马拉松有啥意义']","['所以，让机器人跑马拉松的意义是什么？', '让机器人跑马拉松的意义是什么？纯属好奇', '机器人跑马拉松的意义是什么？测试电机强度？测试耐用度？']"
