Topic,Count,Name,Representation,Representative_Docs
-1,6888,-1_doge_偷笑r_笑哭r_捂脸r,"['doge', '偷笑r', '笑哭r', '捂脸r', '哭惹r', '合十r', '微笑r', '点赞r', '大笑r', '失望r']","['建议把广州路上所有电鸡都换成机器人驾驶[doge]', '[doge]后来没跑多久就不行了，我在后面看它是坐车的', '下一步是不是该降低噪音了[doge]']"
0,1546,0_笑哭r_捂脸r_偷笑r_doge,"['笑哭r', '捂脸r', '偷笑r', 'doge', '失望r', '这小短腿', '粉碎性骨折', '大笑r', '暗中观察r', '嘻嘻r']","['腿太短了所以跑不快[笑哭R][笑哭R]', '[笑哭R]车轮不香吗？', '还弄单架干嘛呢[笑哭R]']"
1,1466,1_机器人_捂脸r_汗颜r_笑哭r,"['机器人', '捂脸r', '汗颜r', '笑哭r', 'doge', '呃r', '哭惹r', '机器人跑马拉松', '偷笑r', '微笑r']","['机器人：你不要对着人家裆部一直喷好吗？怪不好意思的', '机器人[doge]我明明可以装轮子跑的更快，非得让我俩棍撑着', '机器人：先别忙活了，让我歇歇[doge]']"
2,729,2_遥控机器人_遥控玩具_遥控的_遥控,"['遥控机器人', '遥控玩具', '遥控的', '遥控', '自主', '还拿个遥控器', '还要遥控器', '拿个遥控器', '笑哭r', '呵呵']","['遥控机器人 大玩具', '遥控机器人[偷笑R]', '以后叫“遥控机器人”，准确一点[笑哭R][笑哭R][笑哭R]']"
3,495,3_程序员_好消息_人要跟着跑_笑哭r,"['程序员', '好消息', '人要跟着跑', '笑哭r', '微笑r', '人也跟着跑', '坏消息', '这下好了', '捂脸r', '石化r']","['好消息，程序跑通了，坏消息，我也得跑[偷笑R][偷笑R][偷笑R]', '好消息：程序员：我的代码能跑了\n坏消息：程序员：我跑不过我的代码\n网友：没想到有一天码农是个体力活😂', '程序员:我谢谢你']"
4,462,4_点赞r_大笑r_笑哭r_笑哭了r,"['点赞r', '大笑r', '笑哭r', '笑哭了r', '不行了', '偷笑r', '真的很好笑', '救命', '拔草r', '捂脸r']","['好欢乐呀[偷笑R][笑哭R]太爱了', '音乐适配度[点赞R][点赞R][点赞R][大笑R][大笑R][大笑R]', '喜悦，兴奋，感动，蒸蚌[点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R]']"
5,399,5_换电池_换电_润滑_降温,"['换电池', '换电', '润滑', '降温', '电池', '冰块', '喷润滑剂', '加冰降温', '加冰', '电机过热了']","['换电池，到冰降温，喷软化剂', '换电池 喷液氮降温啊', '加冰润滑，换电池[笑哭R]']"
6,389,6_笑哭r_哈哈哈_哈哈哈哈_完啦r,"['笑哭r', '哈哈哈', '哈哈哈哈', '完啦r', '这是马拉松吗', '这是在哪儿拍的', '一起跑', '比赛第二', '想去看', '想去现场看看']","['这仨小伙子的马拉松成绩应该也不差[笑哭R]', '上幼儿园了吗就参赛了[笑哭R]', '哈哈哈，不专心比赛哦[偷笑R][偷笑R]']"
7,360,7_好可爱_太可爱了_大笑r_喝奶茶r,"['好可爱', '太可爱了', '大笑r', '喝奶茶r', '飞吻r', '偷笑r', '什么东西小小的都很可爱', '小的太可爱了', '家长呢', '小鼻嘎好可爱']","['小的还拿着奶嘴，好可爱', '好可爱，好努力的背影[偷笑R]', '[喝奶茶R]好可爱，好想抱抱']"
8,315,8_好好发展_送外卖_机器人护工_加油啊,"['好好发展', '送外卖', '机器人护工', '加油啊', '家里没有老人的', '能实现从锅边儿到桌边儿的最短时间', '外卖小哥要失业了', '让机器人送外卖', '加油', '完了']","['好好发展，以后养老靠他了[微笑R]', '让机器人送外卖  能实现从锅边儿到桌边儿的最短时间  我可太期待了', '让机器人送外卖  能实现从锅边儿到桌边儿的最短时间']"
