Topic,Count,Name,Representation,Representative_Docs
-1,6888,-1_doge_偷笑r_笑哭r_捂脸r,"['doge', '偷笑r', '笑哭r', '捂脸r', '哭惹r', '微笑r', '合十r', '点赞r', '大笑r', '失望r']","['建议把广州路上所有电鸡都换成机器人驾驶[doge]', '[doge]后来没跑多久就不行了，我在后面看它是坐车的', '下一步是不是该降低噪音了[doge]']"
0,4003,0_笑哭r_捂脸r_偷笑r_doge,"['笑哭r', '捂脸r', '偷笑r', 'doge', '大笑r', '点赞r', '失望r', '暗中观察r', '石化r', '哈哈哈']","['这次不会摔倒了吗[笑哭R]', '我忍不住学了学它们的跑步姿势[捂脸R][捂脸R]哈哈哈[偷笑R][偷笑R][笑哭R][笑哭R]', '人也得跟着跑一路啊[笑哭R]']"
1,1978,1_捂脸r_笑哭r_doge_本人将严肃的在此评论,"['捂脸r', '笑哭r', 'doge', '本人将严肃的在此评论', '机器人', '并在机器人统治地球之后当做投名状', '偷笑r', '汗颜r', '呃r', '哭惹r']","['本人将严肃的在此评论，并在机器人统治地球之后当做投名状，将来请勿清理本人', '本人将严肃的在此评论，并在机器人统治地球之后当做投名状[doge]', '本人将严肃的在此评论，并在机器人统治地球之后当做投名状[捂脸R]']"
2,485,2_好可爱_大笑r_太可爱了_偷笑r,"['好可爱', '大笑r', '太可爱了', '偷笑r', '笑哭r', '飞吻r', '喝奶茶r', '有点可爱', '捂脸r', '嘎子偷狗']","['我才涂着黑色油漆的会赢[笑哭R][偷笑R]', '好可爱，跟个鬼一样', '小的还拿着奶嘴，好可爱']"
3,464,3_点赞r_赞r_进步太快了_进步神速啊,"['点赞r', '赞r', '进步太快了', '进步神速啊', '进步真快', '派对r', '我去', '太厉害了', '今年就健步如飞了', '跟去年比']","['去年一扑一碌的，今年已經跑到快穩准[点赞R][点赞R][点赞R]', '为中国科技不断进步点赞[点赞R][点赞R][点赞R]', '去年还是东倒西倒的，今年就发展成这样了[点赞R]']"
4,429,4_换电池_换电_润滑_降温,"['换电池', '换电', '润滑', '降温', '电池', '冰块', '喷润滑剂', '加冰降温', '加冰', '没电了']","['一个干冰降温，一个关节润滑，换电池', '换电池 喷液氮降温啊', '加冰润滑，换电池[笑哭R]']"
5,266,5_冰块降温_物理降温_干冰降温_降温,"['冰块降温', '物理降温', '干冰降温', '降温', '太热了', '加冰块降温', '还要降温', '加冰降温', 'the', '笑哭r']","['冰块降温？[捂脸R]', '冰块降温[笑哭R]', 'what is the thing inside the backpack? is it cold water or fuel? what is it, the man pour into the backpack?']"
6,216,6_医生_低电压_低血糖_加油r,"['医生', '低电压', '低血糖', '加油r', '缺氧了', '都低血糖了', '有点低血糖', '补给太慢了', '偷笑r', 'doge']","['医生，医生，快来救人～[大笑R]', '低血糖（低电压）了', '低血糖，不！低电压[偷笑R]']"
7,175,7_doge_捂嘴笑r_降温吗_防晒喷雾,"['doge', '捂嘴笑r', '降温吗', '防晒喷雾', '云南白药喷雾剂', '云南白药气雾剂', '都晒黑了', '晒黑了', '还要喷防晒', '喷的啥']","['是不是换成白漆能少喷几下[捂嘴笑R][捂嘴笑R][捂嘴笑R]', '喷的啥？水嘛？降温吗？[笑哭R]', '你这个防晒喷雾效果不行啊，都晒黑了[doge][doge][doge][doge][doge][doge]']"
8,169,8_黑薯问号r_意义在哪里_这有什么意义啊_意义何在,"['黑薯问号r', '意义在哪里', '这有什么意义啊', '意义何在', '浪费钱', '浪费时间', '有什么意义', '意义在哪', 'doge', '真是没事找事']","['意义在哪里？', '意义在哪里？[笑哭R]', '意义在哪？？？？？？？？我请问？？？？？？？？？？？？[黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R]']"
9,98,9_大笑r_解说太有趣了_解说_解说太逗了,"['大笑r', '解说太有趣了', '解说', '解说太逗了', '解说有意思', '赞r', '哈哈哈哈哈哈哈', '派对r', '点赞r', '笑哭r']","['您的解说和配乐丰富了整场[大笑R]', '解說員真幽默[大笑R][大笑R][大笑R][大笑R][大笑R][大笑R]', '你不要解说呀[大笑R][大笑R][大笑R][大笑R]']"
10,94,10_加油_对着机器人喊加油_加电_失望r,"['加油', '对着机器人喊加油', '加电', '失望r', '还有人叫加油', '冲着机器人喊加油', '给机器人加油', '给tm机器人加油', '稳了', '有朝一日竟然能看到人类给机器人']","['加油 具象化了', '加油💪中国制造，作者的解读到位', '加油！加油']"
11,90,11_荣耀_正在用荣耀手机看这个视频_此刻用着荣耀手机的我_无情的参赛机器,"['荣耀', '正在用荣耀手机看这个视频', '此刻用着荣耀手机的我', '无情的参赛机器', '有点自豪', '是那个做手机的荣耀吗', '是因为它的底盘低吗', '是因为它家跑的太快了', '是做手机的那家荣耀公司吗', '无需质疑的职业拳击手获胜']","['[暗中观察R]荣耀，橘色小闪电', '荣耀：我是来参赛的！无情的参赛机器[笑哭R][笑哭R][笑哭R][笑哭R][笑哭R]谁倒地上他都不带看一眼的[笑哭R]', '荣耀，冠亚季军啥意思？']"
12,64,12_扯脸h_亦庄_亦庄真是个神奇的地方_亦庄这个地方还是太复杂了,"['扯脸h', '亦庄', '亦庄真是个神奇的地方', '亦庄这个地方还是太复杂了', '是不是举办地方有点说法', '机器人马拉松的高科技园区了', '用来追逃跑的鸵鸟', '现在机器人', '现在已经是无人驾驶', '现在不是看见马路上跑鸵鸟']","['。。。亦庄真是个神奇的地方，啊哈哈哈[笑哭R]', '亦庄这个地方越来越神儿了……  [扯脸H][扯脸H][扯脸H][扯脸H][扯脸H][扯脸H]', '亦庄老有意思了[扯脸H]去一次啥乱七八糟的都有[doge]']"
13,62,13_这波贪了_比春晚好看_春晚那些会跳舞的机器人哪去了_春晚那波机器人不是很溜了吗,"['这波贪了', '比春晚好看', '春晚那些会跳舞的机器人哪去了', '春晚那波机器人不是很溜了吗', '春晚上打拳机器不是赢定了', '春晚的机器人都能后空翻了', '这种表现和春晚上的实在太割裂', '春晚能不能出各家机器人pk跳舞或整活的', '春晚还有现在几乎所有晚会都会有的那种让机器人表演广场舞才没意义', '春晚那个挺灵活的']","['这波贪了，应该留到春晚看的', '比春晚好看[大笑R]', '比春晚好看[笑哭R]']"
14,50,14_终结者_这进化速度_超能查派_很快,"['终结者', '这进化速度', '超能查派', '很快', '祈祷不伤害人类第一原则真的生效吧', '现在想想那是不是他们广告部拍的大片', '最终形态应该是厄加特的样子', '这手里端把步枪', '施瓦辛格抗击终结者时代即将到来', '最后一个成终结者了']","['《终结者》仅是一部美影', '去年还需要支架 今年就健步如飞，这进化速度，很快《终结者》就会实现。', '这进化速度，很快《终结者》就会出现']"
15,49,15_爆一地装备_爆了_爆了一地的装备_洒落一地装备,"['爆一地装备', '爆了', '爆了一地的装备', '洒落一地装备', '摔倒没爆装备挺厉害的', '摔一下直接满地装备', '握草', '未来战争的发展趋势', '这是爆了一地的装备', '纸糊的']","['哎呀，爆一地装备，笑死了', '这爆率太高了吧，爆一地装备[偷笑R]', '爆一地装备，可怜的[偷笑R]']"
16,46,16_元气仔最像人_特别设立一些单项奖_没有双脚腾空_比如最像人的,"['元气仔最像人', '特别设立一些单项奖', '没有双脚腾空', '比如最像人的', '最像人在跑', '是在跑', '旺柴', '元气仔', '黄金薯r', '捂脸r']","['只有“元气”是在跑，其它的都是竞走，没有双脚腾空', '元气仔最像人[笑哭R]应该在竞速之外，特别设立一些单项奖，比如最像人的[笑哭R]', '元气仔最像人[派对R]']"
17,44,17_wd40_40_男人的香水_喷的wd40,"['wd40', '40', '男人的香水', '喷的wd40', 'wd', '男人的面膜', '每公里2瓶wd', '来点wd40润一润', '机器人的香水wd40', '机器人的杜蕾斯']","['男人的香水，wd40[偷笑R]', '多囤点 wd40 以后能涨价', 'WD40 你的马拉松补给站']"
18,43,18_机器人跑步也要摆臂吗_吧唧r_机器人扭胳膊干嘛_机器人就不用摆臂了吧,"['机器人跑步也要摆臂吗', '吧唧r', '机器人扭胳膊干嘛', '机器人就不用摆臂了吧', '机器人还用摆臂吗', '机器人跑步需要甩臂吗', '机器人跑步真的需要摆臂吗', '机器人跑步有必要摆手吗', '机器人跑步摆手是为了', '机器人跑步也需要摆臂']","['为什么非要摆臂？机器又不需要像人一样胳膊腿协调，撒开腿跑就好了，胳膊不用动呀', '机器人跑步也要摆臂吗', '机器人跑步也要摆臂吗？']"
19,43,19_八步赶蝉_机器人会八步赶蝉_这是开了八步赶蝉的功能_看着跟八步赶蝉似的,"['八步赶蝉', '机器人会八步赶蝉', '这是开了八步赶蝉的功能', '看着跟八步赶蝉似的', '看来是最经济', '看到个八步赶蚕', '用八步赶蝉跑啊', '来个八步赶蝉', '有咩有三步赶蝉还是啥的跑法', '最后一个是八步赶蝉吗']","['八步赶蝉', '八步赶蝉？？？？？？？？', '八步赶蝉？']"
20,42,20_鲁班七号_小鲁班_有点像王者的鲁班_是你吗鲁班,"['鲁班七号', '小鲁班', '有点像王者的鲁班', '是你吗鲁班', '有个像小鲁班', '智商250', '王者投一个鲁班七号呗', '机器人版', '哇r', '小短腿好可爱']","['鲁班七号', '鲁班七号？', '鲁班七号………']"
21,35,21_突然想起来了那个豆脚_看个豆角的集合_笑死人了_okr,"['突然想起来了那个豆脚', '看个豆角的集合', '笑死人了', 'okr', '捂嘴笑r', '嘻嘻r', '不是', 'doge', '哈哈哈', '偷笑r']","['还有个顶着个豆包的两条腿   笑死人了', '突然想起来了那个豆脚', '看个豆角的集合。[doge][doge]']"
22,35,22_机器人马拉松的意义是啥_让机器人跑马拉松的意义是什么_机器人跑马拉松有啥意义_机器人跑马拉松有啥用,"['机器人马拉松的意义是啥', '让机器人跑马拉松的意义是什么', '机器人跑马拉松有啥意义', '机器人跑马拉松有啥用', '机器人跑马拉松的意义在哪里', '机器人跑马拉松的意义是什么', '机器人跑马拉松的意义是', '纯属好奇', '汽车意义是什么', '机器人马拉松有啥意义']","['所以，让机器人跑马拉松的意义是什么？', '让机器人跑马拉松的意义是什么？纯属好奇', '机器人跑马拉松的意义是什么？测试电机强度？测试耐用度？']"
23,33,23_来搞笑的多_看脑袋就是宇树_这是宇树家的吗_有几个宇树,"['来搞笑的多', '看脑袋就是宇树', '这是宇树家的吗', '有几个宇树', '显眼包宇树', '杭州人民来了', '春晚的武bot', '短期内这么多品牌也搓出来了', '破案了', '第二个是宇树吗']","['所以，宇树上市是对的，短期内这么多品牌也搓出来了！', '还。。。。是。。。。来搞笑的多。有几个宇树？', '破案了 这个就是宇树G1[doge]春晚的武BOT[doge]']"
