Topic,Count,Name,Representation,Representative_Docs
-1,6888,-1_doge_偷笑r_笑哭r_捂脸r,"['doge', '偷笑r', '笑哭r', '捂脸r', '哭惹r', '合十r', '微笑r', '点赞r', '大笑r', '失望r']","['建议把广州路上所有电鸡都换成机器人驾驶[doge]', '[doge]后来没跑多久就不行了，我在后面看它是坐车的', '下一步是不是该降低噪音了[doge]']"
0,1546,0_笑哭r_捂脸r_偷笑r_doge,"['笑哭r', '捂脸r', '偷笑r', 'doge', '失望r', '这小短腿', '大笑r', '粉碎性骨折', '暗中观察r', '嘻嘻r']","['腿太短了所以跑不快[笑哭R][笑哭R]', '[笑哭R]车轮不香吗？', '还弄单架干嘛呢[笑哭R]']"
1,1466,1_机器人_捂脸r_笑哭r_doge,"['机器人', '捂脸r', '笑哭r', 'doge', '汗颜r', '呃r', '哭惹r', '偷笑r', '微笑r', '机器人跑马拉松']","['机器人：你不要对着人家裆部一直喷好吗？怪不好意思的', '机器人：先别忙活了，让我歇歇[doge]', '机器人[doge]我明明可以装轮子跑的更快，非得让我俩棍撑着']"
2,729,2_遥控机器人_遥控玩具_遥控的_遥控,"['遥控机器人', '遥控玩具', '遥控的', '遥控', '笑哭r', '还拿个遥控器', '拿个遥控器', '还要遥控器', '自主', '捂脸r']","['遥控机器人 大玩具', '遥控机器人[偷笑R]', '以后叫“遥控机器人”，准确一点[笑哭R][笑哭R][笑哭R]']"
3,516,3_大笑r_点赞r_笑哭r_笑哭了r,"['大笑r', '点赞r', '笑哭r', '笑哭了r', '捂脸r', '偷笑r', '不行了', '真的很好笑', '拔草r', '救命']","['警察叔叔也很樂[大笑R][大笑R][大笑R]', '为什么看得我想笑[捂脸R][捂脸R][捂脸R][笑哭R][笑哭R][笑哭R][偷笑R][偷笑R][偷笑R]', '音乐适配度[点赞R][点赞R][点赞R][大笑R][大笑R][大笑R]']"
4,495,4_程序员_好消息_人要跟着跑_笑哭r,"['程序员', '好消息', '人要跟着跑', '笑哭r', '微笑r', '人也跟着跑', '坏消息', '捂脸r', '这下好了', '石化r']","['好消息，代码能跑了[捂脸R]', '程序员：到底谁在跑马拉松啊？', '好消息：程序员：我的代码能跑了\n坏消息：程序员：我跑不过我的代码\n网友：没想到有一天码农是个体力活😂']"
5,464,5_赞r_点赞r_进步太快了_进步神速啊,"['赞r', '点赞r', '进步太快了', '进步神速啊', '进步真快', '我去', '太厉害了', '派对r', '今年就健步如飞了', '一年的时间']","['去年可是跑的磕磕绊绊，今年就能这么稳了！[赞R]', '一下子进化了不少。[赞R]', '这进步太快了[赞R]']"
6,399,6_换电池_换电_润滑_降温,"['换电池', '换电', '润滑', '降温', '电池', '冰块', '喷润滑剂', '加冰降温', '加冰', '散热不行']","['换电池，到冰降温，喷软化剂', '换电池，换干冰，喷液冷降温的，发热喝虚汗的瓶颈曝光了', '换电池，加满冰']"
7,389,7_笑哭r_哈哈哈_哈哈哈哈_完啦r,"['笑哭r', '哈哈哈', '哈哈哈哈', '完啦r', '这是马拉松吗', '这是在哪儿拍的', '一起跑', '比赛第二', '想去看', '想去现场看看']","['上幼儿园了吗就参赛了[笑哭R]', '这哪里是马拉松。。。[笑哭R]', '哈哈哈，不专心比赛哦[偷笑R][偷笑R]']"
8,360,8_好可爱_大笑r_太可爱了_喝奶茶r,"['好可爱', '大笑r', '太可爱了', '喝奶茶r', '飞吻r', '偷笑r', '笑哭r', '什么东西小小的都很可爱', '小的太可爱了', '家长呢']","['这三个小朋友在干嘛[笑哭R]好可爱', '[喝奶茶R]好可爱，好想抱抱', '太可爱了[大笑R]它还拿着奶瓶的年纪，很努力了[大笑R][偷笑R][偷笑R][偷笑R]']"
9,315,9_好好发展_外卖小哥要失业了_让机器人送外卖_加油啊,"['好好发展', '外卖小哥要失业了', '让机器人送外卖', '加油啊', '家里没有老人的', '机器人护工', '能实现从锅边儿到桌边儿的最短时间', '送外卖', '加油', '捂脸r']","['让机器人送外卖  能实现从锅边儿到桌边儿的最短时间  我可太期待了', '让机器人送外卖  能实现从锅边儿到桌边儿的最短时间', '好好发展，我爸就不愁没孙子带了…或者一边照顾孙子一边照顾机器人…[doge][doge]']"
10,266,10_冰块降温_物理降温_干冰降温_太热了,"['冰块降温', '物理降温', '干冰降温', '太热了', '降温', '还要降温', '加冰块降温', '加冰降温', 'the', 'is']","['降温...太热了', '冰块降温[笑哭R]', 'what is the thing inside the backpack? is it cold water or fuel? what is it, the man pour into the backpack?']"
11,169,11_黑薯问号r_意义在哪里_这有什么意义啊_意义何在,"['黑薯问号r', '意义在哪里', '这有什么意义啊', '意义何在', '浪费钱', '浪费时间', '有什么意义', '意义在哪', '浪费人力物力', '没边']","['意义在哪里？[笑哭R]', '意义在哪？？？？？？？？我请问？？？？？？？？？？？？[黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R]', '意义在哪里[doge]']"
12,165,12_医生_低电压_低血糖_加油r,"['医生', '低电压', '低血糖', '加油r', '有点低血糖', '都低血糖了', '缺氧了', '低血糖了', '捂脸r', '有点迷糊啦']","['医生，医生，快来救人～[大笑R]', '低血糖（低电压）了', '低血糖，不！低电压[偷笑R]']"
13,165,13_一个机器人_三个人服务一个机器人_一个机器人三个人伺候_一个机器人要3个人伺候,"['一个机器人', '三个人服务一个机器人', '一个机器人三个人伺候', '一个机器人要3个人伺候', '三个人伺候一个', 'the', 'it', '吃瓜r', '点赞r', '害羞r']","['一个机器人🤖3个人类伺候[doge]', '一个机器人，三个人服侍它，以后不怕没岗位啦[偷笑R]', '一个机器人，三个真人照顾[点赞R]']"
14,136,14_f1_法拉利_大湾鸡加油_好像f1,"['f1', '法拉利', '大湾鸡加油', '好像f1', '太慢了', '偷笑r', '有种f1进站的感觉', '法拉利的', '机器人界的f1', '浪费太多时间了']","['好像F1，车停下来，一帮工作人员赶紧上去，各司其职[大笑R]', '好像 F1 进站一样[捂脸R]', 'F1 机器人']"
15,129,15_降温吗_云南白药喷雾剂_云南白药气雾剂_喷的啥,"['降温吗', '云南白药喷雾剂', '云南白药气雾剂', '喷的啥', '有炎症了吗', '来点云南白药', '水嘛', '毒品', '止汗露', '有奇效']","['懂了，云南白药气雾剂', '喷的啥？止汗露[汗颜R]除臭的[微笑R]', '喷的啥？水嘛？降温吗？[笑哭R]']"
16,128,16_还没开始就结束了_出师未捷身先死_开始了吗_已经结束了,"['还没开始就结束了', '出师未捷身先死', '开始了吗', '已经结束了', '评论区比视频更搞笑', 'can', '评论区', 'no', 'you', '失望r']","['还没开始就结束了[大笑R]', '还没开始就结束了[笑哭R]', '还没开始就结束了[捂脸R]']"
