Topic,Count,Name,Representation,Representative_Docs
-1,6888,-1_doge_偷笑r_哭惹r_笑哭r,"['doge', '偷笑r', '哭惹r', '笑哭r', '捂脸r', '合十r', '微笑r', '点赞r', '大笑r', '失望r']","['建议把广州路上所有电鸡都换成机器人驾驶[doge]', '[doge]后来没跑多久就不行了，我在后面看它是坐车的', '下一步是不是该降低噪音了[doge]']"
0,1320,0_笑哭r_捂脸r_偷笑r_这小短腿,"['笑哭r', '捂脸r', '偷笑r', '这小短腿', '粉碎性骨折', '暗中观察r', '累了', 'doge', '大笑r', '嘻嘻r']","['还要穿鞋子[笑哭R]', '跑到快秘诀：胸口要麻麻的，后背要凉凉的，屁股要冰冰的[笑哭R]', '好怕它一下摔了[笑哭R][笑哭R]']"
1,1152,1_机器人_捂脸r_机器人跑马拉松_呃r,"['机器人', '捂脸r', '机器人跑马拉松', '呃r', '不懂就问', '笑哭r', '汗颜r', 'doge', '机器人马拉松', '暗中观察r']","['机器人：你才摔倒，你全家都摔倒，我就是累了躺平休息会，可以预防猝死', '机器人:我的小洁宝冰冰凉', '机器人:俺歇一下子肿么了？']"
2,729,2_遥控机器人_遥控玩具_遥控的_遥控,"['遥控机器人', '遥控玩具', '遥控的', '遥控', '还拿个遥控器', '拿个遥控器', '还要遥控器', '自主', '呵呵', '笑哭r']","['遥控玩具[失望R]', '遥控机器人[笑哭R]', '以后叫“遥控机器人”，准确一点[笑哭R][笑哭R][笑哭R]']"
3,331,3_哈哈哈_完啦r_冠军_比赛第二,"['哈哈哈', '完啦r', '冠军', '比赛第二', '这是马拉松吗', '冠亚季军', '吧唧r', '笑哭r', '棒r', '哈哈哈哈']","['这是急着搞投！没弄好硬上赌一把！[汗颜R][汗颜R][吧唧R][吧唧R]', '哈哈哈，冠亚季军[笑哭R]', '你（哈哈哈）不是（哈哈哈哈）在（哈哈哈哈哈）比赛（哈哈哈哈哈哈哈）吗hhhhhhh?']"
4,312,4_换电池_换电_润滑_降温,"['换电池', '换电', '润滑', '降温', '冰块', '喷润滑剂', '电池', '加冰降温', '加冰', '换电瓶']","['换电池 喷液氮降温啊', '换电池，到冰降温，喷软化剂', '一个干冰降温，一个关节润滑，换电池']"
5,305,5_好可爱_太可爱了_喝奶茶r_大笑r,"['好可爱', '太可爱了', '喝奶茶r', '大笑r', '什么东西小小的都很可爱', '小的太可爱了', '家长呢', '实在是太可爱了', '好萌', '好可爱啊']","['好可爱，跟个鬼一样', '好可爱，好努力的背影[偷笑R]', '[喝奶茶R]好可爱，好想抱抱']"
6,297,6_程序员_好消息_坏消息_招程序员,"['程序员', '好消息', '坏消息', '招程序员', '能跑马拉松', '代码能跑了', '程序员缺乏运动', '雾草', '没想到', '黑薯问号r']","['程序员:我谢谢你', '程序员：到底谁在跑马拉松啊？', '好消息：程序员：我的代码能跑了\n坏消息：程序员：我跑不过我的代码\n网友：没想到有一天码农是个体力活😂']"
7,294,7_点赞r_大笑r_笑哭r_真的很好笑,"['点赞r', '大笑r', '笑哭r', '真的很好笑', '笑哭了r', '救命', '拔草r', '不行了', '偷笑r', '肚子疼']","['快乐源泉[大笑R][大笑R]', '这样才显得更贴近生活[大笑R]', '喜悦，兴奋，感动，蒸蚌[点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R][点赞R]']"
8,249,8_小鸟说早早早_得意r_太阳当空照_花儿对我笑,"['小鸟说早早早', '得意r', '太阳当空照', '花儿对我笑', '斜眼r', '我去炸学校', '老师不知道', '你为什么背着炸药包', '逮小偷', '我靠']","[""it's actually quite scary thinking as an ex Soldier just imagining thousands of them coming towards you in a Battle with a Gun in its hand \U0001fae3🤪"", '小鸟说早早早，你为什么背着炸药包', '太阳当空照，花儿对我笑，小鸟说早早早，你为什么背上炸药包~我去炸学校，老师不知道，砰的一声，学校没有了~[捂脸R][捂脸R][捂脸R]']"
9,248,9_进步太快了_赞r_点赞r_进步神速啊,"['进步太快了', '赞r', '点赞r', '进步神速啊', '进步真快', '我去', '今年就健步如飞了', '太厉害了', '进步太大了', '比去年强多了']","['上一次参赛还非常笨拙……进步太快了。', '进步太快了 去年还得跟着三个人呢[笑哭R]', '进步太快了，去年还摔掉脑袋[笑哭R]']"
10,202,10_冰块降温_物理降温_干冰降温_太热了,"['冰块降温', '物理降温', '干冰降温', '太热了', '还要降温', '加冰块降温', '降温', '加冰降温', '快降温', '加干冰降温']","['冰块降温？', '冰块降温？[捂脸R]', '冰块降温[笑哭R]']"
11,198,11_人要跟着跑_人也跟着跑_操作的那个人_人也要跟着跑吗,"['人要跟着跑', '人也跟着跑', '操作的那个人', '人也要跟着跑吗', '人还得跟着跑', '人也要跟着跑', '人跟着跑', '石化r', '有意义吗', '汗颜r']","['重点是， 人要跟着跑', '人要跟着跑?', '人要跟着跑？']"
12,175,12_人类一败涂地_科技的进步_点赞r_繁荣昌盛,"['人类一败涂地', '科技的进步', '点赞r', '繁荣昌盛', '很快', '挺好的', '派对r', '赞r', '真的让人感动', '真的觉得人类可能是这世界上最复杂的生物了']","['玩归玩，笑归笑，看见中国科技一点点的进步，真的让人感动。', '现在看是笑话，以后呢，疯狂的，盲目的，无底线的发展最后一定反噬人类。', '感叹，科技的进步[点赞R][点赞R][点赞R]']"
13,169,13_黑薯问号r_意义在哪里_这有什么意义啊_意义何在,"['黑薯问号r', '意义在哪里', '这有什么意义啊', '意义何在', '浪费钱', '浪费时间', '有什么意义', '意义在哪', '浪费人力物力', '没边']","['意义在哪里？', '意义在哪里？[笑哭R]', '意义在哪？？？？？？？？我请问？？？？？？？？？？？？[黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R]']"
14,161,14_好好发展_机器人护工_加油啊_家里没有老人的,"['好好发展', '机器人护工', '加油啊', '家里没有老人的', '加油', '比我灵活多了', '看看这发展速度', '看来我老了的时候应该能搞到一个马库斯了', '看到这种视频我都会点赞', '病了没人照顾']","['好好发展 我以后养老还指望机器人呢', '好好发展，以后养老靠他了[微笑R]', '好好发展，我爸就不愁没孙子带了…或者一边照顾孙子一边照顾机器人…[doge][doge]']"
15,154,15_外卖小哥要失业了_送外卖_能实现从锅边儿到桌边儿的最短时间_让机器人送外卖,"['外卖小哥要失业了', '送外卖', '能实现从锅边儿到桌边儿的最短时间', '让机器人送外卖', '完了', '机器人集中送', '机器人送快递可以', '机器人能跑步以后送外卖', '机器人手上可以拿个外卖', '机器人骑电动车送外卖遵守交规超时被罚不能充电即将走进现实']","['吓死人，用途是什么？送外卖？跑在路上撞伤路人咋整', '让机器人送外卖  能实现从锅边儿到桌边儿的最短时间', '让机器人送外卖  能实现从锅边儿到桌边儿的最短时间  我可太期待了']"
16,140,16_能不能做成四个轮子的_没苦硬吃_为啥不用轮子_更稳,"['能不能做成四个轮子的', '没苦硬吃', '为啥不用轮子', '更稳', '我有个想法', '有空的', '用轮儿滑着跑', '给他们装上四个轮子是不是更快点', '给人家改成轮子试试', '给下面加四个轱辘']","['可以用轮子➕腿，是不是更快，更稳，还静音？？？', '我有个想法，给他们装上四个轮子是不是更快点', '为啥不用轮子[汗颜R]']"
17,136,17_f1_大湾鸡加油_法拉利_好像f1,"['f1', '大湾鸡加油', '法拉利', '好像f1', '太慢了', '没f1赛车换轮胎快', '法拉利进站了这是', '法拉利的', '法拉利换胎工再就业方向指导视频', '有种f1进站的感觉']","['好像 F1 进站一样[捂脸R]', 'F1 赛机手[汗颜R][汗颜R]', 'F1 机器人']"
18,113,18_一个机器人_三个人服务一个机器人_一个机器人三个人伺候_一个机器人要3个人伺候,"['一个机器人', '三个人服务一个机器人', '一个机器人三个人伺候', '一个机器人要3个人伺候', 'the', 'it', '吃瓜r', '意义何在', '害羞r', '这技术有什么可吹的']","['一个机器人，三个人来伺候', '一个机器人🤖3个人类伺候[doge]', '一个机器人，三个人服侍它，以后不怕没岗位啦[偷笑R]']"
19,104,19_低电压_低血糖_有点低血糖_都低血糖了,"['低电压', '低血糖', '有点低血糖', '都低血糖了', '缺氧了', '低血糖了', '第一个是低血糖了吗哈哈哈哈哈', '电学糖低了点', '早上充了亦庄劣质电', '老子缺氧']","['是不是快往后倒下了，低血糖？', '低血糖，不！低电压[偷笑R]', '低血糖（低电压）了']"
20,98,20_大笑r_解说有意思_解说太有趣了_解说,"['大笑r', '解说有意思', '解说太有趣了', '解说', '解说太逗了', '哈哈哈哈哈哈哈', '赞r', '这是我看过最有才的解说了', '每个都有解说哈哈哈哈', '这解说']","['您的解说和配乐丰富了整场[大笑R]', '你不要解说呀[大笑R][大笑R][大笑R][大笑R]', '解說員真幽默[大笑R][大笑R][大笑R][大笑R][大笑R][大笑R]']"
21,94,21_加油_对着机器人喊加油_加电_还有人叫加油,"['加油', '对着机器人喊加油', '加电', '还有人叫加油', '冲着机器人喊加油', '失望r', '给机器人加油', '给tm机器人加油', '稳了', '有朝一日竟然能看到人类给机器人']","['加油💪中国制造，作者的解读到位', '加油！加油', '加油！你们很棒！']"
22,93,22_喷的啥_降温吗_止汗露_用喷喜气水据槍款不是更高效吗,"['喷的啥', '降温吗', '止汗露', '用喷喜气水据槍款不是更高效吗', '特别爽', '猛而刚', '水嘛', '朝人家裤裆一顿喷', '有炎症了吗', '有奇效']","['喷的那个是什么？什么作用啊？降温吗？', '喷的啥？止汗露[汗颜R]除臭的[微笑R]', '喷的啥？水嘛？降温吗？[笑哭R]']"
23,90,23_好诡异_这要是晚上真是吓死人了_画面真的好诡异_有点密集恐惧症犯了,"['好诡异', '这要是晚上真是吓死人了', '画面真的好诡异', '有点密集恐惧症犯了', '放下挂起来都不容易', '晚上喝了酒上街看到能给我吓死', '晋升上吊', '毫无美感', '给带个反光条吧', '没人觉得这可怕么']","['这大晚上的，碰上这帮“科技宠儿”，怪吓人[吐舌头H]', '好诡异 好好笑哈哈哈哈哈哈', '好诡异……知道吗……']"
24,90,24_荣耀_正在用荣耀手机看这个视频_此刻用着荣耀手机的我_最后是荣耀家夺冠了吗,"['荣耀', '正在用荣耀手机看这个视频', '此刻用着荣耀手机的我', '最后是荣耀家夺冠了吗', '有点自豪', '是那个做手机的荣耀吗', '是因为它的底盘低吗', '是因为它家跑的太快了', '是做手机的那家荣耀公司吗', '无需质疑的职业拳击手获胜']","['[暗中观察R]荣耀，橘色小闪电', '荣耀：我是来参赛的！无情的参赛机器[笑哭R][笑哭R][笑哭R][笑哭R][笑哭R]谁倒地上他都不带看一眼的[笑哭R]', '荣耀，冠亚季军啥意思？']"
25,87,25_散热不行_散热_散热问题_果然散热还是最大问题,"['散热不行', '散热', '散热问题', '果然散热还是最大问题', '散热这么差', '水冷散热安排上啊', '看来接下来要研究的就是散热降温的问题', '看来散热压力够大', '看来机械的东西', '看样子目前散热是个急需解决的问题']","['散热不行？？', '散热不行[偷笑R]', '散热不行[笑哭R]']"
