Topic,Count,Name,Representation,Representative_Docs
-1,6888,-1_哭惹r_doge_偷笑r_捂脸r,"['哭惹r', 'doge', '偷笑r', '捂脸r', '笑哭r', '合十r', '微笑r', '点赞r', '大笑r', '飞吻r']","['[doge]表忠心是不是早了点', '071走路好帅[doge]', '以后天网追杀我们的时候跑不过他们[哭惹R]']"
0,756,0_机器人_不懂就问_色色r_人形机器人,"['机器人', '不懂就问', '色色r', '人形机器人', '吐舌头h', '坏笑r', '汗颜r', '点赞r', '捂脸r', '人类']","['机器人:我的小洁宝冰冰凉', '机器人[doge]我明明可以装轮子跑的更快，非得让我俩棍撑着', '机器人:俺歇一下子肿么了？']"
1,729,1_遥控机器人_遥控玩具_遥控的_遥控,"['遥控机器人', '遥控玩具', '遥控的', '遥控', '自主', '还拿个遥控器', '还要遥控器', '拿个遥控器', '呵呵', '有啥意思']","['遥控机器人[doge]', '遥控机器人[偷笑R]', '以后叫“遥控机器人”，准确一点[笑哭R][笑哭R][笑哭R]']"
2,712,2_这小短腿_嘻嘻r_笑哭r_点赞r,"['这小短腿', '嘻嘻r', '笑哭r', '点赞r', '大笑r', '坐着跑', '这小短腿儿', '偷笑r', '你别说', '赞r']","['这小短腿', '这小短腿，难为人家了', '这小短腿[偷笑R]']"
3,407,3_粉碎性骨折_累了_摔得稀碎_粉身碎骨浑不怕,"['粉碎性骨折', '累了', '摔得稀碎', '粉身碎骨浑不怕', '站不稳了', '站不稳', '假摔', '孩子啊', '我一直在等他摔倒', '捂脸r']","['粉碎性骨折、挣扎几下就不动了…', '粉碎性骨折[doge]', '粉碎性骨折[doge][捂脸R]']"
4,314,4_机器人跑马拉松_机器人马拉松_机器人在前面跑_呃r,"['机器人跑马拉松', '机器人马拉松', '机器人在前面跑', '呃r', '捂脸', '机器人跑', '有什么意义呢', '抠鼻r', '马拉松', '汗颜r']","['机器人马拉松，都不知道在干嘛', '机器人跑马拉松，不跑冒烟才怪[偷笑R]', '机器人马拉松🏃\u200d♀️和火药烟花一样啊[捂脸R][捂脸R][捂脸R]']"
5,297,5_程序员_好消息_坏消息_能跑马拉松,"['程序员', '好消息', '坏消息', '能跑马拉松', '程序员缺乏运动', '代码能跑了', '雾草', '招程序员', '没想到', '黑薯问号r']","['程序员:我谢谢你', '好消息：程序员：我的代码能跑了\n坏消息：程序员：我跑不过我的代码\n网友：没想到有一天码农是个体力活😂', '程序员：到底谁在跑马拉松啊？']"
6,260,6_点赞r_大笑r_真的很好笑_笑哭了r,"['点赞r', '大笑r', '真的很好笑', '笑哭了r', '拔草r', '救命', '笑哭r', '不行了', '肚子疼', '虽然']","['情绪价值啊[大笑R][大笑R][大笑R]', '真的太好笑了，救命', '音乐适配度[点赞R][点赞R][点赞R][大笑R][大笑R][大笑R]']"
7,249,7_小鸟说早早早_花儿对我笑_太阳当空照_得意r,"['小鸟说早早早', '花儿对我笑', '太阳当空照', '得意r', '斜眼r', '老师不知道', '我去炸学校', '你为什么背着炸药包', '逮小偷', '我靠']","['太阳当空照，花儿对我笑，小鸟说早早早，你为什么要去炸学校[笑哭R]', '太阳当空照，花儿对我笑。                                    小鸟说早早早，你为什么背着炸药包。                 我要炸学校，老师不知道。                                     一点火我就跑，老师学校全都不见了。                  [害羞R][害羞R][害羞R]', '太阳当空照，花儿对我笑，小鸟说早早早，你为什么背上炸药包~我去炸学校，老师不知道，砰的一声，学校没有了~[捂脸R][捂脸R][捂脸R]']"
8,218,8_赞r_我去_点赞r_今年就健步如飞了,"['赞r', '我去', '点赞r', '今年就健步如飞了', '进步神速啊', '太厉害了', '进步太快了', '和去年比', '比去年强多了', '比去年快多了']","['一年的时间  进步神速啊', '去年他还需要人扶，今年都能跑马拉松了[赞R]', '我去，这么快，记得去年好像比赛有的都走不稳老摔倒']"
