帖子id,机器人状态,人的形象,帖子链接,一级评论次数,二级评论次数,matched_xhs_id,帖子标题,帖子正文
7629732477648637206,,,https://www.tiktok.com/@chinaminutes/video/7629732477648637206,28,10,,🇨🇳 Chinese smartphone brand HO,"🇨🇳 Chinese smartphone brand HONOR has entered Beijing’s robot marathon with a fleet of humanoid robots—among the fastest seen so far. ⚡ Its standout model “Lightning” is built for speed, clocking under 54 minutes during a test run, faster than the human half-marathon record. Powered by HONOR’s in-house algorithms, it’s designed for rapid acceleration, stability and real-time autonomous navigation. 🏃 HONOR has also entered a second robot, “Yuanqizai,” noted for its more human-like running form, drawing attention for what some call the most natural gait in the field. 🧠 The move marks HONOR’s push beyond smartphones into AI-driven robotics, as tech companies race to expand into real-world applications. 📅 The humanoid robot half-marathon is scheduled in Beijing, China for April 19 at 7:30am CST. —— #honor #humanoidrobot #humanoid #smartphone #robotrun "
7629601490528767253,,,https://www.tiktok.com/@mothershipsg/video/7629601490528767253,1513,651,,🤖: pang gang lo #mothershipabr,🤖: pang gang lo #mothershipabroad #china #robot #fyp #marathon
7619233789734030605,,,https://www.tiktok.com/@luciastudio_bj/video/7619233789734030605,38,1,,Humanoid robots are getting re,"Humanoid robots are getting ready for an exciting challenge on April 19 in Beijing, China. This challenge isn't in the lab — it's a half-marathon on the track. The complex route is sure to test the robots' stability, decision-making and endurance. Which robot do you think will win the race?"
7630910748834745631,,,https://www.tiktok.com/@cheddar/video/7630910748834745631,261,103,,Not the WD-40 break for those ,"Not the WD-40 break for those knees🦿😭 Another major event showcasing China’s rapid advances in robotics technology happened this weekend. This year’s Beijing E-Town Humanoid Robot Half-Marathon put on a spectacle. Nonetheless, the competition was not without its hiccups. Some robots fell just feet from the starting line, others crashed into barriers, and teams battled issues with overheating motors and battery limits throughout the race. #humanoid #ai #robots #china"
7631285234138516756,,,https://www.tiktok.com/@technology.lab1/video/7631285234138516756,24,28,,Watch the Beijing Robot Marath,Watch the Beijing Robot Marathon from a first-person perspective#fyp #robot #future #technology 
7630511667519999245,,,https://www.tiktok.com/@brotherdragon89/video/7630511667519999245,25,31,,Chinese robots are officially ,"Chinese robots are officially at the level of elite human runners. At the 2nd humanoid robot half marathon in Beijing, world records set by humans and robots were broken... with ease! Here's how these machines morphed in just one year.  #chinatiktok #robots #halfmarathon  #madeinchina #worldrecord "
7630303156135546126,,,https://www.tiktok.com/@zhe.robots/video/7630303156135546126,2129,252,,Last one of the robot’s marath,Last one of the robot’s marathon 😂🤖👍🥺#robot #China #technology #marathon #beijing 
7644054546628578580,,,https://www.tiktok.com/@mile.xiangyang.li/video/7644054546628578580,0,0,,,
7629004110443891990,,,https://www.tiktok.com/@chinaminutes/video/7629004110443891990,274,69,,"🤖 Ahead of the April 19 race, ","🤖 Ahead of the April 19 race, a full-scale test run was carried out overnight in Beijing for the upcoming humanoid robot half-marathon. 📍 Held from April 11–12 in Beijing’s E-Town, the rehearsal simulated the full 21.1km race under official conditions, from track navigation and timing to equipment coordination and emergency response.  🏃 More than 70 teams, including international participants, took part, with both autonomous and remote-controlled robots running the course. 🏭 The official race is expected to feature over 100 teams, nearly five times more than last year, with companies such as Unitree Robotics and UBTECH Robotics among the key players preparing for the event. ⚡ A major focus this year is autonomous navigation. Robots must handle complex, changing environments in real time, while managing battery life over long distances and maintaining balance through precise, millisecond-level adjustments. 🧠 As the world’s first humanoid robot marathon, the event has also introduced stricter rules on human intervention, clearer scoring systems and upgraded safety protocols. ——— #marathon #robots #humanoids #chinatechnology #robotmarathon "
7630888372273220884,,,https://www.tiktok.com/@technology.lab1/video/7630888372273220884,161,31,,Various robots at the Beijing ,Various robots at the Beijing Robot Marathon#fyp #robot #future #technology 
7630749661317369096,,,https://www.tiktok.com/@charleszuze/video/7630749661317369096,2,1,,Robots Outrun Humans:  Beijing,"Robots Outrun Humans:  Beijing’s Half Marathon Shock Beijing just pulled off something extraordinary on April 19, 2026 — its second humanoid robot half marathon. And the headline is jaw-dropping: robots are now running faster than humans. Team Honor’s robot Lightning blazed through the 21.1 km course in 50 minutes and 26 seconds, fully autonomous, guided only by AI and sensors. That’s not just a win — it’s a revolution. For context, the human half-marathon world record, set by Jacob Kiplimo in March 2026, stands at 57:20. Lightning beat it by nearly seven minutes. Let that sink in. Sure, a faster version of Lightning clocked 48:19, but it was remotely controlled, so no prize. The real glory went to the autonomous runner — the one that proved robots can think, adapt, and endure on their own. This wasn’t a gimmick. Over 100 humanoid robots from 26 brands lined up, each pushing the limits of engineering. Human runners had their own track, but the spotlight was firmly on the machines. Yes, there were a few stumbles, but most robots finished — and that’s huge progress compared to just a few years ago. What does this mean? It’s not just about racing. It’s about proving that robots can handle complex, dynamic environments without human intervention. Today it’s a marathon; tomorrow it could be disaster response, industrial work, or even space exploration. The line between human and machine performance just blurred — and Beijing’s race might be remembered as the moment robots sprinted past us. l  #Robotics #AI #TechNews #Beijing #China    "
7494989278754245943,,,https://www.tiktok.com/@mokilimobimba7/video/7494989278754245943,0,0,,#The world’s first humanoid ro,"#The world’s first humanoid robot half-marathon took place in Beijing on Saturday, marking a groundbreaking moment in robotics and sports.  Nearly 20 robotics teams entered their humanoid robots to compete alongside 9,000 amateur runners on a challenging 21.0975-kilometer course. The race featured varied terrain, including slopes and sharp turns, testing the robots’ agility and endurance. The Tiangong Ultra, developed by the Beijing Humanoid Robot Innovation Center, secured first place with an impressive finish time of 2 hours, 40 minutes, and 42 seconds. Standing 1.8 meters tall and weighing 55 kilograms, Tiangong Ultra maintained a steady pace and demonstrated remarkable balance and stamina throughout the race. Battery swaps and repairs were allowed during the competition, with any downtime included in the final time."
7631042217498430733,,,https://www.tiktok.com/@use.plotted/video/7631042217498430733,0,0,,Robots running faster than the,"Robots running faster than the fastest humans ever is exactly the kind of headline that sounds like science fiction until it happens in Beijing on a Sunday morning. Lightning didn't just beat the field, it made the human world record look casual. The gap between last year's robot champion and this year's is almost two hours. That's not incremental progress, that's a leap, and it's happening in full public view at a road race in China."
7631904062866246934,,,https://www.tiktok.com/@thelens001/video/7631904062866246934,0,0,,History was made in Beijing as,"History was made in Beijing as a humanoid robot stunned the world by winning a half-marathon against thousands of human runners. The advanced machine completed the 21-kilometer race in just over 50 minutes, breaking previous human performance records and showcasing massive progress in robotics and AI technology. Spectators were shocked as the robot maintained steady speed, balance, and endurance throughout the course. Engineers say this breakthrough could reshape the future of sports, automation, and human-robot competition. While humans still lead in endurance events overall, this moment marks a new era where machines are rapidly closing the gap. Unbelievable tech leap. #BreakingNews #RobotRunner #AI #Robotics #BeijingMarathon "
