Topic,Count,Name,Representation,Representative_Docs
-1,11909,-1_doge_笑哭r_哭惹r_偷笑r,"['doge', '笑哭r', '哭惹r', '偷笑r', '捂脸r', '失望r', '派对r', '大笑r', '微笑r', '汗颜r']","['这屁股一扭一扭的[doge]', '5G和巴铁的时候也是这样的吧[doge]', '有些东西，还是大一点好[doge]']"
0,2755,0_机器人_一个机器人_机器人跑马拉松_捂脸r,"['机器人', '一个机器人', '机器人跑马拉松', '捂脸r', '抠鼻r', '笑哭r', 'doge', '偷笑r', '呃r', '机器']","['机器人：挡我路，不活了', '你都说叫“机器人”了。四个轮子在地上跑，跟“人”还有关系么。。', '机器人，解体[doge]']"
1,1130,1_这小短腿_笑哭r_捂脸r_偷笑r,"['这小短腿', '笑哭r', '捂脸r', '偷笑r', '大笑r', '腿太短了', '人要跟着跑', '点赞r', '哈哈哈哈哈', '这小短腿儿']","['这小短腿', '不然逼它们热量过高还要跑步，以后都是鲨光人类的证据[笑哭R][笑哭R][捂脸R]', '他们的鞋子是统一赞助的吗[偷笑R]会不会跑的快的穿碳板，慢的穿缓震[笑哭R]']"
2,1129,2_遥控玩具_遥控机器人_遥控_遥控的,"['遥控玩具', '遥控机器人', '遥控', '遥控的', '自主', '自主的', '都是遥控的', '有自主的', '拿个遥控器', '没意思']","['遥控玩具 什么机器人', '号码布上写了“自主”“遥控”，估计是有不同的参赛组别', '遥控玩具[偷笑R]']"
3,690,3_小鸟说早早早_终结者_花儿对我笑_doge,"['小鸟说早早早', '终结者', '花儿对我笑', 'doge', '斜眼r', '太阳当空照', '得意r', '你想想', '微笑r', '汗颜r']","['此事《终结者》一至六部均有记录', '小鸟说早早早，你为什么背着炸药包', '去年还需要支架 今年就健步如飞，这进化速度，很快《终结者》就会实现。']"
4,632,4_ai_科技强国_点赞r_无聊,"['ai', '科技强国', '点赞r', '无聊', '科技在进步', '但是机器人本身就是社会在往前走啊', '人类一败涂地', '你也不能要求社会停滞到现在', '只是摔倒了', '不可避免的冲击到什么行业']","['ai 视频吗', 'AI：就是这小子浪费我算力[doge]（给ai说谢谢其实是在浪费ai的算力资源）', '姐妹你是 AI ？[doge]']"
5,589,5_粉碎性骨折_累了_还有担架_捂脸r,"['粉碎性骨折', '累了', '还有担架', '捂脸r', '摔得稀碎', '粉身碎骨浑不怕', '站不稳了', '笑哭r', '失望r', '歇会']","['怎麼，累了，擺爛了[doge]', '累了，躺地休息一会[偷笑R][偷笑R][偷笑R]', '粉碎性骨折[doge][捂脸R]']"
6,539,6_换电池_换电_润滑_降温,"['换电池', '换电', '润滑', '降温', '加冰', '电机过热', '喷润滑剂', '电池', '散热', '冷却']","['一个干冰降温，一个关节润滑，换电池', '加冰润滑，换电池[笑哭R]', '换电池，补充散热的冰，给关节加润滑剂[doge]']"
7,519,7_降温_干冰_冰块降温_干冰降温,"['降温', '干冰', '冰块降温', '干冰降温', '冰块', '散热用的', '物理降温', '冷却液', '降温用的', '加冰块降温']","['背冰🧊降温？', '降温 冷静[笑哭R][笑哭R]', '倒的是冰块吗？降温？']"
8,499,8_程序员_好消息_笑哭r_坏消息,"['程序员', '好消息', '笑哭r', '坏消息', '这下好了', '偷笑r', '暗中观察r', '捂脸r', '黑薯问号r', '笑死']","['程序员[doge]举着电脑在后面跑', '好消息：程序员：我的代码能跑了\n坏消息：程序员：我跑不过我的代码\n网友：没想到有一天码农是个体力活😂', '程序员：不敢熬夜了，还要跑步[捂脸R][捂脸R][捂脸R]']"
9,496,9_进步太快了_点赞r_赞r_进步神速啊,"['进步太快了', '点赞r', '赞r', '进步神速啊', '我去', '比去年进步很多', '今年就健步如飞了', '慢慢来', '进步真快', '太厉害了']","['进步太快了 去年还得跟着三个人呢[笑哭R]', '进步太快了[派对R]', '进步太快了，去年还摔掉脑袋[笑哭R]']"
10,485,10_玫瑰r_点赞r_哈哈哈_哈哈,"['玫瑰r', '点赞r', '哈哈哈', '哈哈', '笑哭了r', '真的很好笑', '救命', '哈哈哈哈', '大笑r', '笑死了']","['太太太搞笑了，我在工位摸鱼差点笑出声被发现[笑哭R][点赞R]', '哈哈哈[玫瑰R][玫瑰R][玫瑰R]笑死我了[玫瑰R][玫瑰R][玫瑰R][玫瑰R]继续努力吧[玫瑰R][玫瑰R][玫瑰R]', '音乐适配度[点赞R][点赞R][点赞R][大笑R][大笑R][大笑R]']"
11,427,11_不行吗_我有个想法_轮子_为啥不用轮子,"['不行吗', '我有个想法', '轮子', '为啥不用轮子', '轮子不是更快吗', '没苦硬吃', '装四个轮子', '能不能做成四个轮子的', '不是更快', '更快']","['我有个大胆的想法，装四个轮子，装发动机，卧下来，是不是更快呢[doge]', '我有个想法，给他们装上四个轮子是不是更快点', '就是，装四个轮子，有座椅，能搭人，高速能跑 120，弄腿跑多不合理[点赞R]']"
12,384,12_名次不重要_大笑r_冠亚季军_成绩不重要,"['名次不重要', '大笑r', '冠亚季军', '成绩不重要', '比赛第二', '流量才是最重要的', '那么多机器人只记得这个小鼻嘎了', '冠军', '完啦r', '哇r']","['哈哈哈，冠亚季军[笑哭R]', '名次不重要、流量才是最重要的，那么多机器人只记得这个小鼻嘎了[捂脸R]', '难怪夺冠，齐天大圣 这取得名字就高级[大笑R][大笑R][派对R]']"
13,302,13_评论区都是神人_太阳r_你好_哈哈哈,"['评论区都是神人', '太阳r', '你好', '哈哈哈', '论视觉效果', '评论区比视频更搞笑', '我也是', '忽然好奇', '尬住r', '嗯嗯']","['哈哈哈 评论区都是神人[笑哭R]服你们了', '哈哈哈 评论区都是神人[笑哭R]你这图[棒R]', '哈哈哈 你好 评论区都是神人[笑哭R]']"
14,246,14_好可爱_好可爱啊_太可爱了_小小的也很可爱,"['好可爱', '好可爱啊', '太可爱了', '小小的也很可爱', '这小的还怪可爱的', '什么东西小小的都很可爱', '喝奶茶r', '实在是太可爱了', '有点可爱', '果然']","['好可爱，还打扮了一下', '好可爱，好努力的背影[偷笑R]', '好可爱，像我刚会走路的娃[偷笑R]']"
15,239,15_机器人救护车_医生_加油r_笑死我了机器人也得人工呼吸呐,"['机器人救护车', '医生', '加油r', '笑死我了机器人也得人工呼吸呐', '心肺复苏', '人工呼吸', '捂脸r', '昨天回家路上看见的机器人救护车', '没抢救的必要了', '然后一个心肺复苏两个机器人都按坏了']","['哈哈哈哈 机器人救护车🚑', '机器人救护车，我还以为是机器人抢救人[笑哭R]', '机器人救护车 给机器人整活[笑哭R]']"
16,212,16_还拿个奶瓶_大笑r_小的太可爱了_脖子上还挂了个奶嘴,"['还拿个奶瓶', '大笑r', '小的太可爱了', '脖子上还挂了个奶嘴', '拿奶瓶的倒数第一', '脖子上还挂个奶嘴', '真有奶瓶', '提两箱牛奶', '拿着奶瓶', '太可爱啦']","['小豆丁可爱，还拿个奶瓶🍼[笑哭R]', '还拿个奶瓶，怕不是个女程序员发明的[笑哭R]', '太可爱了，还拿个奶瓶']"
17,196,17_f1_好像f1_那叫赛车比赛_那不就是赛车了,"['f1', '好像f1', '那叫赛车比赛', '那不就是赛车了', '法拉利', '太慢了', '黑薯问号r', '看f1赛车的感觉', '是为了赛道垄断吧', '现在民用车的好多技术都是f1下放的']","['F1 机器人', 'F1 赛机手[汗颜R][汗颜R]', '你是否在查找：F1？']"
18,194,18_等我老了_哇r_加油啊_三个人伺候一个,"['等我老了', '哇r', '加油啊', '三个人伺候一个', '加油', '现在我看着它们趔趔趄趄', '现在是我们照顾你', '现在正在10分这里突破', '病了没人照顾', '毕竟你生他当初也不是为了防老吧']","['等我老了，这两个就扮演我孙子', '等我老了，他能背着我逛街吗？[微笑R]', '真开心啊，早点代替我，就可以有更多的时间生活了[哇R][哇R][哇R][哇R]']"
19,188,19_送外卖_外卖员_让机器人送外卖_能实现从锅边儿到桌边儿的最短时间,"['送外卖', '外卖员', '让机器人送外卖', '能实现从锅边儿到桌边儿的最短时间', '外卖小哥要失业了', '完了', '呃r', '无需中间休息', '真的感觉在家收快递开门的瞬间看到一个机器人的时代已经不远了', '用来送外卖挺好']","['吓死人，用途是什么？送外卖？跑在路上撞伤路人咋整', '让机器人送外卖  能实现从锅边儿到桌边儿的最短时间', '让机器人送外卖  能实现从锅边儿到桌边儿的最短时间  我可太期待了']"
20,165,20_黑薯问号r_意义在哪里_这有什么意义啊_意义何在,"['黑薯问号r', '意义在哪里', '这有什么意义啊', '意义何在', '有什么意义', '你活着的意义是什么', '有何意义', '意义在哪', '毫无意义', '坏笑r']","['意义在哪里？[笑哭R]', '意义在哪？？？？？？？？我请问？？？？？？？？？？？？[黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R]', '意义在哪里[doge]']"
21,149,21_汽车_那tm叫汽车_有轮子的叫电动车_那叫自动驾驶,"['汽车', '那tm叫汽车', '有轮子的叫电动车', '那叫自动驾驶', '那不就是电动车吗', '那不就是汽车吗', '无人驾驶汽车', '抠鼻r', '没有一点难度', '汽车早就有']","['你说的可是叫“汽车”的东西？？', '那不是早就有了吗，汽车[暗中观察R]', '您是否是想搜：汽车？']"
22,148,22_荣耀_闪电_白天工_红荣耀,"['荣耀', '闪电', '白天工', '红荣耀', '黑宇树', '荣耀厉害啊', '荣耀的', '看来还是荣耀厉害', '等于是本次比赛定制版本', '系统给我推']","['荣耀，冠亚季军啥意思？', '荣耀？是那个做手机的荣耀吗？', '[暗中观察R]荣耀，橘色小闪电']"
23,146,23_都是骗补贴的_方便骗钱_炒这玩意儿有什么意义啊_炒作股价的东西而已,"['都是骗补贴的', '方便骗钱', '炒这玩意儿有什么意义啊', '炒作股价的东西而已', '是否就是为了骗国家补贴吧', '是为了骗补贴还是想割韭菜', '是不是该把股票全抛了', '是不是被概念股套牢了', '明知不成熟的产品拿出来干嘛呢', '既然有人掏钱']","['炒股被，资本需要故事', '这是急着搞投！没弄好硬上赌一把！[汗颜R][汗颜R][吧唧R][吧唧R]', '人控制，都是骗补贴的']"
24,127,24_还回来吃饭吗_补给太慢了_然后再跑_看把孩子急得,"['还回来吃饭吗', '补给太慢了', '然后再跑', '看把孩子急得', '没吃到自助餐饿晕了吗', '气炸了的工作人员', '毕竟他可能不知道自己需要补给了', '直接吃最后一口不就饱了', '旁边有个直接歇菜的', '直接用手抓不更灵活']","['还回来吃饭吗！！！', '还回来吃饭吗？', '去哪啊 还回来吃饭吗']"
25,121,25_赞r_超级拆解_大笑r_笑死我了,"['赞r', '超级拆解', '大笑r', '笑死我了', '解说太逗了', '解说太有趣了', '解说', '解说有意思', '派对r', '玫瑰r']","['解说超有趣[赞R]', '解说搞笑[赞R]', '解说太好玩了[赞R][赞R][笑哭R]']"
26,120,26_低血糖_都低血糖了_有点低血糖_低血糖了,"['低血糖', '都低血糖了', '有点低血糖', '低血糖了', '低电压', '气血不足哦', '电没给充够啊', '没吃饭', '没想到地上还有一个', '电学糖低了点']","['是不是快往后倒下了，低血糖？', '低血糖（低电压）了', '低血糖，不！低电压[偷笑R]']"
27,110,27_wd40_40_男人的香水_wd,"['wd40', '40', '男人的香水', 'wd', 'wd40吧', '喷的wd40', '只能通过反复喷涂wd40防止干燥', '降温的', '百公里两瓶wd40', '看见机器就wd40']","['国产机器人会不会有一天被 wd40 卡脖子', 'wd40，给缝隙处除锈除污的[笑哭R]', 'wd40，机器人的杜蕾斯[doge]']"
28,110,28_云南白药_云南白药气雾剂_喷点云南白药_云南白药喷雾剂,"['云南白药', '云南白药气雾剂', '喷点云南白药', '云南白药喷雾剂', '抽筋了', '云南白药喷雾', '防止跌打损伤', '红花油或者云南白药', '治疗关节痛的喷剂', '沈阳红药']","['云南白药，膝盖疼了[笑哭R][笑哭R]', '云南白药，马拉松都喷这个[doge]', '云南白药，喷上去凉凉的[doge]']"
29,109,29_好恐怖_好诡异_有点诡异_妈呀,"['好恐怖', '好诡异', '有点诡异', '妈呀', '照相机还被说是摄魂的', '突然感觉场面很魔性', '笑死我了诡异得很搞笑', '笑死我了我去好诡异的画面哈哈哈哈我甚至感觉在玩过家家', '方便电话机传进中国的时候', '日本的果然诡异']","['哈哈哈哈哈哈服啦 好诡异', '好恐怖！怎么这么脆弱离我远点', '好诡异 好好笑哈哈哈哈哈哈']"
30,105,30_裆部散热_没看到喷jj上了吗_猛而刚_紧哒对胯里喷做么子,"['裆部散热', '没看到喷jj上了吗', '猛而刚', '紧哒对胯里喷做么子', '热了还得让人给喷屁股', '液体伟哥', '真的为了赶时间啊', '笑了', '鄙视r', 'doge']","['裆部散热[微笑R]', '裆部散热', '裆部散热[偷笑R]']"
31,103,31_这波贪了_比春晚好看_春晚那些会跳舞的机器人哪去了_春晚里的也不是这熊样啊,"['这波贪了', '比春晚好看', '春晚那些会跳舞的机器人哪去了', '春晚里的也不是这熊样啊', '比春晚好看多了', '最后宇树机器人', '离具身智能就更远了', '目前我们百姓知道的就是上春晚的宇树牌子', '看完了参赛的宇树机器人', '看春晚的视频以为机器人已经进化成那样了吗']","['这波贪了，应该留着春晚看的', '这波贪了，应该留到春晚看的', '比春晚好看[笑哭R]']"
32,102,32_皱眉r_黑色吸热_小黑加油_小黑太可爱了,"['皱眉r', '黑色吸热', '小黑加油', '小黑太可爱了', '小黑真厉害', '礼貌吗叫人小黑', '矮小黑跑得不错', '目测比老黑快了', '用这小黑子陪小孩跑步会有趣点', '现实中明明黑人跑得最快']","['早知道涂白色吧 黑色吸热', '这小黑娃谁研究的呢 好可爱[皱眉R]', '图二好像黑蛋啊[皱眉R][皱眉R][皱眉R]好可爱[皱眉R][皱眉R][皱眉R]']"
33,99,33_亦庄_义庄_扯脸h_亦庄真是个神奇的地方,"['亦庄', '义庄', '扯脸h', '亦庄真是个神奇的地方', '亦庄这个地方还是太复杂了', '奕字庄', '简化为了', '是不是举办地方有点说法', '没事溜溜鸵鸟', '没事别开车去亦庄']","['果然是“亦庄”', '名字就很诡异 亦庄[捂脸R][捂脸R]', '不是\n“亦庄”和“义庄”不是一回事，只是读音相同，但字和意思都完全不同。亦庄的名字由来和古代的“义庄”（宗族慈善机构或停尸房）没有关系。\n关于“亦庄”名字的由来，流传最广且有史料支持的说法是，这里曾是清代“奕字营”的兵营所在地。清末，一位姓祁的富商在此买地建庄园，取名为“奕字庄”。后来，人们为了书写方便，逐渐将“奕字庄”简化为了“亦庄”。\n“义庄”在古代其实是一种慈善机构，由宗族或乡绅创办，主要功能是救济族人、资助教育、办理婚丧等，并非只是影视剧里演的停尸房。将亦庄和义庄联系起来，更多是民间的一种谐音附会。']"
34,90,34_比赛不重要_看脑袋就是宇树_春晚的武bot_纯是过来整活的,"['比赛不重要', '看脑袋就是宇树', '春晚的武bot', '纯是过来整活的', '最后反正是全军覆没', '然后自己编程灌软件参赛', '玉树第几', '现在进化到10m', '看了他们采访', '是北京天九的']","['其实了解下来，这个马拉松考验的更多人机器人的耐力，就是使用时长、耐不耐摔，我觉得宇树在精细动作领域很好啊。就像手机一样，有拍照好看，有耐用的。荣耀的，看了他们采访，散热、视像这些都用的手机的，肯定有优势嘛。我觉得能参加的团队都是机器人领域顶尖了[派对R]', '破案了 这个就是宇树G1[doge]春晚的武BOT[doge]', '不是，5个外国参赛队，都是德法之类的大学，但是他们还无法完成硬件制造，买的是宇树的机器人，然后自己编程灌软件参赛。最后反正是全军覆没，这行业现在也是只有中美在正经在赛道上，其他的国家现在是气氛组。']"
35,85,35_钛合金膝盖_伤膝盖_没事_注意保护膝盖,"['钛合金膝盖', '伤膝盖', '没事', '注意保护膝盖', '新膝盖', '无所畏了', '真正的物理铁膝盖', '氨糖', '没事马上就能有机器人医生给换膝盖', '没有恢复期']","['伤膝盖，但是锻炼臀肌', '工程师：真·钛合金膝盖，小子', '真·钛合金膝盖']"
36,85,36_防晒喷雾_防晒_防蚊喷雾_都晒黑了,"['防晒喷雾', '防晒', '防蚊喷雾', '都晒黑了', '还要喷防晒', '晒黑了', '捂嘴笑r', '痱子粉', '早干嘛', '既然怕热回去给孩子改成浅色吧']","['防晒喷雾，隔绝紫外线[doge]', '防晒喷雾[doge]', '防晒喷雾[偷笑R][偷笑R]']"
37,82,37_豆包_疑似猪圈_笑得我肚子啊啊啊啊啊_突然想起来了那个豆脚,"['豆包', '疑似猪圈', '笑得我肚子啊啊啊啊啊', '突然想起来了那个豆脚', '看见豆脚没', '看到了一个长脚豆包的作者发了一个视频', '看个豆角的集合', '疑似豆包小号', '啥意思', '好吓人啊']","['看个豆角的集合。[doge][doge]', '底特律：豆包', '豆包 豆脚']"
38,80,38_我以为是润滑油_印度神油_关节润滑剂吗_润滑剂吧,"['我以为是润滑油', '印度神油', '关节润滑剂吗', '润滑剂吧', '是不是润滑油', '润滑关节的', '润滑油', '气态润滑油', '类似除锈剂这样的东西', '润滑的']","['我以为是润滑油[捂脸R]', '我以为是润滑油', '我以为是润滑油[笑哭R]']"
39,77,39_发动机_发动机不差_没有一个品牌不被黑的_是全面碾压,"['发动机', '发动机不差', '没有一个品牌不被黑的', '是全面碾压', '现在换成10式1200马力的了', '现在15年过去了', '现在日本除了动漫和那方面之外已经没啥了吧', '现在国产几乎都是电车', '民用的也不差', '现在新能源汽车用的是电机']","['发动机不差，是专利墙绕不过去，军工不在乎专利，你看看军工发动机', '汽车领域已经开始了，可以看一下刚结束的曼谷车展，泰国之前一直是日系车领地，在当地有很多工厂，今年国产车拿下了7成的单子。这波石油价格起飞，新能源车大卖，石油用来当燃料太可惜了，工业必需品。', '发动机部分领域已经超过日本了，比如1500马力柴油机国产坦克大列装好多年没啥问题，日本的还在流大姨妈，现在换成10式1200马力的了。潍柴的500马力柴油机热效率全球一流，燃气轮机，喷气式发动机世界前三，这些高端发动机不知道甩日本几条街，汽车发动机快发展到头了，全世界的汽车大厂基本指标都大差不差']"
40,72,40_要花生米_没有凉皮派吗_派留给我中不中_笑死我了评论区,"['要花生米', '没有凉皮派吗', '派留给我中不中', '笑死我了评论区', '真的美滋滋', '皱眉r', '工程师', '萌萌哒r', '捂嘴笑r', '色色r']","['没有凉皮派吗，比凉面入味多了', '笑死我了评论区，我决定也当凉面派', '要花生米！要花生米！']"
