Topic,Count,Name,Representation,Representative_Docs
-1,11909,-1_哭惹r_doge_笑哭r_偷笑r,"['哭惹r', 'doge', '笑哭r', '偷笑r', '捂脸r', '失望r', '合十r', '派对r', '石化r', '汗颜r']","['像极了扫兴的家长[doge]', '跑的和我上班赶公交一样忙[哭惹R]', '救跟在机器人后边抱着电脑跑的牛马程序猿[哭惹R]']"
0,1899,0_机器人_机器人跑马拉松_机器人也是人_呃r,"['机器人', '机器人跑马拉松', '机器人也是人', '呃r', '色色r', '捂脸r', '生气r', '抠鼻r', '笑哭r', '天工']","['机器人：你不要对着人家裆部一直喷好吗？怪不好意思的', '机器人：就这样被你们人类折磨...', '机器人🤖不会取代人类的，反而提供了好多岗位呀[笑哭R]']"
1,1129,1_遥控玩具_遥控机器人_遥控_遥控的,"['遥控玩具', '遥控机器人', '遥控', '遥控的', '自主', '自主的', '都是遥控的', '还要遥控器', '拿个遥控器', '没意思']","['遥控机器人[笑哭R][笑哭R][笑哭R]', '遥控玩具[偷笑R]', '号码布上写了“自主”“遥控”，估计是有不同的参赛组别']"
2,634,2_人形机器人_机器人_不懂就问_即便不是最优解,"['人形机器人', '机器人', '不懂就问', '即便不是最优解', '很难说这种发展方向没有受人想象控制', '现在设计机器人总是沉着与用人形来让它做各种事', '楼梯', '现在很多还用前凸后翘的机器人来吸引眼球', '如果追求不同的功能的话应该依照功能来设计不同的外形比较高效吧', '机器猫']","['你的问题跟我说的完全不是一个意思哇[尬住R]只是比较疑惑，如果追求不同的功能的话应该依照功能来设计不同的外形比较高效吧，现在设计机器人总是沉着与用人形来让它做各种事[笑哭R]现在很多还用前凸后翘的机器人来吸引眼球，很难说这种发展方向没有受人想象控制，即便不是最优解', '只是比较疑惑，如果追求不同的功能的话应该依照功能来设计不同的外形比较高效吧，送外卖无人机早就可以了，现在设计机器人总是沉着与用人形来让它做各种事[笑哭R]现在很多还用前凸后翘的机器人来吸引眼球，很难说这种发展方向没有受人想象控制，即便不是最优解', '只是比较疑惑，如果追求不同的功能的话应该依照功能来设计不同的外形比较高效吧，现在设计机器人总是沉着与用人形来让它做各种事[笑哭R]现在很多还用前凸后翘的机器人来吸引眼球，很难说这种发展方向没有受人想象控制，即便不是最优解']"
3,612,3_小鸟说早早早_花儿对我笑_太阳当空照_你想想,"['小鸟说早早早', '花儿对我笑', '太阳当空照', '你想想', '得意r', '斜眼r', '什么时候铁甲钢拳', '逮小偷', '带上', '我去炸学校']","['你想想[doge]战场上这玩意提把枪这么冲过来，谁敢不投降啊', '太阳当空照，花儿对我笑，小鸟说早早早，你为什么要去炸学校[笑哭R]', '太阳当空照，花儿对我笑，小鸟说早早早，你为什么背上炸药包~我去炸学校，老师不知道，砰的一声，学校没有了~[捂脸R][捂脸R][捂脸R]']"
4,583,4_这小短腿_腿太短了_坐着跑_这小短腿儿,"['这小短腿', '腿太短了', '坐着跑', '这小短腿儿', '大笑r', '哈哈哈哈哈', '嘻嘻r', '身体前倾', '最后一个跑姿最好', '输在腿短']","['这小短腿', '这小短腿[偷笑R]', '这小短腿，他就不是来得奖的，是来卖萌的[大笑R]']"
5,499,5_程序员_好消息_坏消息_这下好了,"['程序员', '好消息', '坏消息', '这下好了', '救程序员', '跑代码', '能跑马拉松', '代码能跑了', '招程序员', '程序员缺乏运动']","['程序员：臣妾跑不动啊！', '程序员[doge]举着电脑在后面跑', '好消息：程序员：我的代码能跑了\n坏消息：程序员：我跑不过我的代码\n网友：没想到有一天码农是个体力活😂']"
6,435,6_粉碎性骨折_粉身碎骨浑不怕_摔得稀碎_东一块,"['粉碎性骨折', '粉身碎骨浑不怕', '摔得稀碎', '东一块', '假摔', '看到这个', '我一直在等他摔倒', '孩子啊', '还好', '捂脸r']","['粉碎性骨折', '粉碎性骨折[doge][捂脸R]', '让他撞了，我是不是得“粉碎性骨折”[石化R]']"
7,432,7_换电池_换电_润滑_降温,"['换电池', '换电', '润滑', '降温', '加冰', '喷润滑剂', '电机过热', '冷却', '加冰降温', '没电了']","['一个干冰降温，一个关节润滑，换电池', '换电池，到冰降温，喷软化剂', '加冰润滑，换电池[笑哭R]']"
8,424,8_玫瑰r_真的很好笑_救命_点赞r,"['玫瑰r', '真的很好笑', '救命', '点赞r', '哈哈哈', '哈哈', '哈哈哈哈', 'ha', '真的太好笑了', '我要笑死了']","['真的太好笑了，救命', '哈哈哈哈哈哈哈哈 救命 我要笑死了，博主解说太有才了[偷笑R][偷笑R][偷笑R]', '哈哈哈[玫瑰R][玫瑰R][玫瑰R]笑死我了[玫瑰R][玫瑰R][玫瑰R][玫瑰R]继续努力吧[玫瑰R][玫瑰R][玫瑰R]']"
