Topic,Count,Name,Representation,Representative_Docs
-1,11909,-1_笑哭r_doge_偷笑r_捂脸r,"['笑哭r', 'doge', '偷笑r', '捂脸r', '哭惹r', '失望r', '大笑r', '微笑r', '汗颜r', '派对r']","['有些虚脱啊[笑哭R]', '出来遛弯走错道了[笑哭R]', '还有一个过马路等着扶的老奶奶👵🏻[笑哭R][笑哭R]']"
0,7214,0_笑哭r_doge_捂脸r_偷笑r,"['笑哭r', 'doge', '捂脸r', '偷笑r', '微笑r', '机器人', '失望r', '大笑r', '暗中观察r', '汗颜r']","['后面拿遥控器的那个累到死了吧[捂脸R][偷笑R]', '[笑哭R][笑哭R][笑哭R][捂脸R][捂脸R][捂脸R]好费程序猿哈哈', '让这玩意儿抓小偷，能把小偷累死。[doge][偷笑R]']"
1,5393,1_笑哭r_捂脸r_偷笑r_大笑r,"['笑哭r', '捂脸r', '偷笑r', '大笑r', 'doge', '点赞r', '赞r', '哈哈哈', '失望r', '暗中观察r']","['长大了不得了，孩子还小[笑哭R]', '我才涂着黑色油漆的会赢[笑哭R][偷笑R]', '为什么看得我想笑[捂脸R][捂脸R][捂脸R][笑哭R][笑哭R][笑哭R][偷笑R][偷笑R][偷笑R]']"
2,1548,2_换电池_降温_笑哭r_doge,"['换电池', '降温', '笑哭r', 'doge', 'wd40', '偷笑r', '换电', '云南白药', '捂脸r', '云南白药气雾剂']","['wd40，机器人的杜蕾斯[doge]', '进站换电池，降温[捂脸R][捂脸R][捂脸R]像极了F1', '换电，润滑，降温']"
3,344,3_荣耀_闪电_暗中观察r_笑哭r,"['荣耀', '闪电', '暗中观察r', '笑哭r', '爆一地装备', '红色闪电', '荣耀的', '偷笑r', '红荣耀', '白天工']","['荣耀，冠亚季军啥意思？', '闪电⚡是第一名[暗中观察R]', '[暗中观察R]荣耀，橘色小闪电']"
4,165,4_黑薯问号r_意义在哪里_意义何在_这有什么意义啊,"['黑薯问号r', '意义在哪里', '意义何在', '这有什么意义啊', '有什么意义', 'doge', '你活着的意义是什么', '有何意义', '意义在哪', '毫无意义']","['意义在哪里？[笑哭R]', '意义在哪里[doge]', '意义在哪？？？？？？？？我请问？？？？？？？？？？？？[黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R]']"
5,72,5_要花生米_皱眉r_没有凉皮派吗_派留给我中不中,"['要花生米', '皱眉r', '没有凉皮派吗', '派留给我中不中', '笑死我了评论区', '真的美滋滋', '萌萌哒r', '工程师', '捂嘴笑r', '色色r']","['s还有白砂糖，真的美滋滋', '那很好吃了[皱眉R]麻酱里面可别忘了再加点花生酱[皱眉R]', '要花生米！要花生米！']"
6,57,6_熬夜_更容易猝死了_很容易猝死_高强度运动,"['熬夜', '更容易猝死了', '很容易猝死', '高强度运动', '完了', '捂脸r', '笑哭r', '然后增加猝死概率', '活下来的绝对精英', '熬夜加班在剧烈运动更容易猝死了']","['更容易猝死了[捂脸R]', '熬夜+高强度运动，死得更快了[笑哭R][汗颜R]', '熬夜+高强度运动，咋感觉猝死概率更大了呢[笑哭R]']"
7,56,7_元气仔_元气仔最像人_害羞r_看到我们家闪电的身影了,"['元气仔', '元气仔最像人', '害羞r', '看到我们家闪电的身影了', '特别设立一些单项奖', '特别可爱', '没有双脚腾空', '旺柴', '红色心形r', '捂脸r']","['元气仔  将获得——动作标准奖！[点赞R]', '元气仔最像人[派对R]', '元气仔最像人[笑哭R]应该在竞速之外，特别设立一些单项奖，比如最像人的[笑哭R]']"
8,53,8_鲁班七号_感觉好像小鲁班_小鲁班乒乓小将_小鲁班,"['鲁班七号', '感觉好像小鲁班', '小鲁班乒乓小将', '小鲁班', 'doge', '是你吗鲁班', '终于有人和我一样觉得像小鲁班了', '王者投一个鲁班七号呗', '哇r', '智商250']","['鲁...鲁班七号', '鲁班七号………', '鲁班七号']"
