Topic,Count,Name,Representation,Representative_Docs
-1,11909,-1_doge_笑哭r_偷笑r_哭惹r,"['doge', '笑哭r', '偷笑r', '哭惹r', '捂脸r', '失望r', '大笑r', '微笑r', '派对r', '汗颜r']","['我累了，这疯狂世界[doge]', '你确定你跑得过这玩意[doge]', '那种应用最好的应该是轮足的机器狗，人形其实只是炫技用的[doge]']"
0,4123,0_机器人_捂脸r_笑哭r_偷笑r,"['机器人', '捂脸r', '笑哭r', '偷笑r', 'doge', '抠鼻r', '一个机器人', '呃r', '失望r', '机器人跑马拉松']","['机器人：人，你真好', '机器人[doge]我明明可以装轮子跑的更快，非得让我俩棍撑着', '机器人“谁说我不会受伤的，我直接摔死了好吧”[doge]']"
1,1821,1_程序员_doge_偷笑r_捂脸r,"['程序员', 'doge', '偷笑r', '捂脸r', '微笑r', '笑哭r', '斜眼r', '点赞r', '哭惹r', '暗中观察r']","['上战场了就知道好处了[doge]', '你想想啊，背把ak扔山里[doge]有轮子不好使的[微笑R]', '[笑哭R][笑哭R][笑哭R][捂脸R][捂脸R][捂脸R]好费程序猿哈哈']"
2,1514,2_笑哭r_大笑r_偷笑r_捂脸r,"['笑哭r', '大笑r', '偷笑r', '捂脸r', '这小短腿', '点赞r', 'doge', '赞r', '哈哈哈哈哈', '哈哈哈']","['感觉跟山上那个猴子跑的样子一样[笑哭R]', '一个个跑的神出鬼没的[笑哭R][大笑R]', '只有一个跑姿尚可[偷笑R][笑哭R]']"
3,1058,3_换电池_降温_换电_冰块,"['换电池', '降温', '换电', '冰块', '润滑', '冰块降温', '加冰降温', '干冰', '散热', '加冰']","['换电池，补充散热的冰，给关节加润滑剂[doge]', '降温，换电，润滑？', '换电，润滑，降温']"
4,944,4_点赞r_赞r_进步太快了_评论区都是神人,"['点赞r', '赞r', '进步太快了', '评论区都是神人', '我去', '进步神速啊', '汗颜r', '棒r', '哈哈哈', '派对r']","['去年还东倒西晃摔跟头  今年居然像终结者  [点赞R][点赞R][点赞R]', '这是创造历史的一帮人。后辈看你们的时候，你们已经载入史册[点赞R][点赞R][点赞R]', '今非昔比，只是短短一年[点赞R]']"
5,910,5_累了_粉碎性骨折_捂脸r_笑哭r,"['累了', '粉碎性骨折', '捂脸r', '笑哭r', '还有担架', '哇r', '偷笑r', '暗中观察r', '失望r', '还回来吃饭吗']","['粉碎性骨折[doge]', '粉碎性骨折[doge][捂脸R]', '累了，躺地休息一会[偷笑R][偷笑R][偷笑R]']"
6,641,6_微笑r_汽车_doge_不行吗,"['微笑r', '汽车', 'doge', '不行吗', '我有个想法', '轮子', '抠鼻r', '偷笑r', '轮子不是更快吗', '装四个轮子']","['希望不是用它来整治电动车[微笑R]', '俺俩轮子跑的更快[微笑R]', '那不是早就有了吗，汽车[暗中观察R]']"
7,606,7_点赞r_玫瑰r_大笑r_哈哈哈,"['点赞r', '玫瑰r', '大笑r', '哈哈哈', '笑哭r', '哈哈', '笑哭了r', '哈哈哈哈', '哈哈哈哈哈哈', '真的很好笑']","['哈哈哈[玫瑰R][玫瑰R][玫瑰R]笑死我了[玫瑰R][玫瑰R][玫瑰R][玫瑰R]继续努力吧[玫瑰R][玫瑰R][玫瑰R]', '太太太搞笑了，我在工位摸鱼差点笑出声被发现[笑哭R][点赞R]', '音乐适配度[点赞R][点赞R][点赞R][大笑R][大笑R][大笑R]']"
8,527,8_好可爱_太可爱了_大笑r_好可爱啊,"['好可爱', '太可爱了', '大笑r', '好可爱啊', '偷笑r', '还拿个奶瓶', '喝奶茶r', '笑哭r', '哇r', '哈哈哈']","['好可爱，好努力的背影[偷笑R]', '好可爱，像我刚会走路的娃[偷笑R]', '太可爱了[大笑R]它还拿着奶瓶的年纪，很努力了[大笑R][偷笑R][偷笑R][偷笑R]']"
