Topic,Count,Name,Representation,Representative_Docs
-1,11909,-1_笑哭r_doge_偷笑r_捂脸r,"['笑哭r', 'doge', '偷笑r', '捂脸r', '哭惹r', '失望r', '大笑r', '微笑r', '汗颜r', '派对r']","['有些虚脱啊[笑哭R]', '出来遛弯走错道了[笑哭R]', '还有一个过马路等着扶的老奶奶👵🏻[笑哭R][笑哭R]']"
0,7149,0_笑哭r_doge_捂脸r_偷笑r,"['笑哭r', 'doge', '捂脸r', '偷笑r', '微笑r', '机器人', '失望r', '暗中观察r', '汗颜r', '呃r']","['做成擎天柱不更好  又能做机器人又能做大货车[笑哭R]', '怎么还有维密机器人[笑哭R]', '大晚上笑的肚子疼，还不能笑出声，怕把娃笑醒[捂脸R]机器人跑步哪家强[偷笑R]']"
1,4617,1_笑哭r_捂脸r_偷笑r_点赞r,"['笑哭r', '捂脸r', '偷笑r', '点赞r', '大笑r', 'doge', '赞r', '哈哈哈', '失望r', '暗中观察r']","['这是比谁的尸块多比赛[笑哭R]', '这仨小伙子的马拉松成绩应该也不差[笑哭R]', '它倒地都是很温柔的找好角度倒的 不像别个直接一个雷霆大摔 摔的七零八落担架抬走[笑哭R]']"
2,1058,2_换电池_降温_换电_冰块,"['换电池', '降温', '换电', '冰块', '笑哭r', '润滑', '冰块降温', '偷笑r', '捂脸r', '加冰降温']","['换电，润滑，降温', '换电，降温，润滑', '降温，换电，润滑？']"
3,776,3_好可爱_偷笑r_大笑r_笑哭r,"['好可爱', '偷笑r', '大笑r', '笑哭r', '太可爱了', '皱眉r', '捂脸r', 'doge', '好可爱啊', '哈哈哈']","['最后那个小可爱还拿着奶瓶[笑哭R][偷笑R]', '这小黑娃谁研究的呢 好可爱[皱眉R]', '太可爱了[大笑R]它还拿着奶瓶的年纪，很努力了[大笑R][偷笑R][偷笑R][偷笑R]']"
4,300,4_云南白药_云南白药气雾剂_防晒喷雾_doge,"['云南白药', '云南白药气雾剂', '防晒喷雾', 'doge', '喷点云南白药', '防晒', '偷笑r', '云南白药喷雾剂', '裆部散热', '笑哭r']","['喷的是机器的“云南白药”吗[笑哭R][笑哭R][笑哭R]', '云南白药，喷上去凉凉的[doge]', '云南白药，马拉松都喷这个[doge]']"
5,238,5_荣耀_荣耀的_暗中观察r_闪电,"['荣耀', '荣耀的', '暗中观察r', '闪电', '黑宇树', '荣耀厉害啊', '白天工', '红荣耀', '笑哭r', '第一个冲线的是它']","['荣耀？第一次听说他家机器人就已经是这么厉害了？', '荣耀？是那个做手机的荣耀吗？', '荣耀，冠亚季军啥意思？']"
6,190,6_wd40_40_男人的香水_润滑关节的,"['wd40', '40', '男人的香水', '润滑关节的', '我以为是润滑油', 'wd', '印度神油', 'doge', '喷的wd40', '美国神油']","['国产机器人会不会有一天被 wd40 卡脖子', 'wd40，给缝隙处除锈除污的[笑哭R]', 'wd40，机器人的杜蕾斯[doge]']"
7,165,7_黑薯问号r_意义在哪里_这有什么意义啊_意义何在,"['黑薯问号r', '意义在哪里', '这有什么意义啊', '意义何在', '有什么意义', '你活着的意义是什么', '有何意义', 'doge', '毫无意义', '意义在哪']","['意义在哪里？[笑哭R]', '意义在哪里[doge]', '意义在哪？？？？？？？？我请问？？？？？？？？？？？？[黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R]']"
8,106,8_红色闪电_爆一地装备_闪电_真猛,"['红色闪电', '爆一地装备', '闪电', '真猛', '看那个红的我都出冷汗', '真特么恐怖', '红色闪电可以拿冠军的', '真的强', '真的是爆了一地装备', '确实爆装备了']","['红色闪电', '爆一地装备，可怜的[偷笑R]', '这爆率太高了吧，爆一地装备[偷笑R]']"
9,72,9_要花生米_没有凉皮派吗_派留给我中不中_笑死我了评论区,"['要花生米', '没有凉皮派吗', '派留给我中不中', '笑死我了评论区', '真的美滋滋', '皱眉r', '萌萌哒r', '工程师', '捂嘴笑r', '色色r']","['s还有白砂糖，真的美滋滋', '没有凉皮派吗，比凉面入味多了', '要花生米！要花生米！']"
