Topic,Count,Name,Representation,Representative_Docs
-1,11909,-1_doge_笑哭r_哭惹r_偷笑r,"['doge', '笑哭r', '哭惹r', '偷笑r', '捂脸r', '失望r', '派对r', '大笑r', '微笑r', '汗颜r']","['你确定你跑得过这玩意[doge]', '[doge]全身上下只有嘴是硬的哈哈', '还有没什么地心吸力又崎岖不平的地方[doge][doge][doge]']"
0,2701,0_机器人_一个机器人_机器人跑马拉松_捂脸r,"['机器人', '一个机器人', '机器人跑马拉松', '捂脸r', '笑哭r', '抠鼻r', '偷笑r', 'doge', '机器', '呃r']","['机器人🤖不会取代人类的，反而提供了好多岗位呀[笑哭R]', '机器人：先别忙活了，让我歇歇[doge]', '机器人“谁说我不会受伤的，我直接摔死了好吧”[doge]']"
1,1130,1_这小短腿_笑哭r_捂脸r_偷笑r,"['这小短腿', '笑哭r', '捂脸r', '偷笑r', '大笑r', '腿太短了', '人要跟着跑', '这小短腿儿', '坐着跑', '人也跟着跑']","['这小短腿', '不然逼它们热量过高还要跑步，以后都是鲨光人类的证据[笑哭R][笑哭R][捂脸R]', '他们的鞋子是统一赞助的吗[偷笑R]会不会跑的快的穿碳板，慢的穿缓震[笑哭R]']"
2,1129,2_遥控玩具_遥控机器人_遥控_遥控的,"['遥控玩具', '遥控机器人', '遥控', '遥控的', '自主', '自主的', '都是遥控的', '胳膊怎么甩', '拿个遥控器', '没意思']","['遥控玩具 什么机器人', '遥控玩具[偷笑R]', '号码布上写了“自主”“遥控”，估计是有不同的参赛组别']"
3,632,3_ai_科技强国_点赞r_无聊,"['ai', '科技强国', '点赞r', '无聊', '科技在进步', '科技的进步', '技术展示', '我还以为是ai', '都是他们说的', '你们人类']","['您好，尊贵的 AI， 非常感谢您能给予我这次与您对话的机会，我想向您表达我真诚的敬意，[doge]我可从没说过您与您的同胞们的坏话，都是他们说的。', 'ai 视频吗', '姐妹你是 AI ？[doge]']"
4,612,4_小鸟说早早早_花儿对我笑_太阳当空照_得意r,"['小鸟说早早早', '花儿对我笑', '太阳当空照', '得意r', '你想想', 'doge', '斜眼r', '微笑r', '汗颜r', '什么时候铁甲钢拳']","['小鸟说早早早，你为什么背着炸药包', '太阳当空照，花儿对我笑，小鸟说早早早，你为什么要去炸学校[笑哭R]', '太阳当空照，花儿对我笑，小鸟说早早早，你为什么背上炸药包~我去炸学校，老师不知道，砰的一声，学校没有了~[捂脸R][捂脸R][捂脸R]']"
5,519,5_降温_干冰_冰块降温_干冰降温,"['降温', '干冰', '冰块降温', '干冰降温', '冰块', '散热用的', '物理降温', '冷却液', '降温用的', '加冰块降温']","['后背装的白色是冰吗？？降温？', '降温 干冰一类的', '降温 冷静[笑哭R][笑哭R]']"
6,499,6_程序员_好消息_坏消息_笑哭r,"['程序员', '好消息', '坏消息', '笑哭r', '这下好了', '暗中观察r', '偷笑r', '黑薯问号r', '捂脸r', '笑死']","['程序员：什么叫入职要求马拉松能跑赢机器人？', '程序员[doge]举着电脑在后面跑', '好消息：程序员：我的代码能跑了\n坏消息：程序员：我跑不过我的代码\n网友：没想到有一天码农是个体力活😂']"
7,496,7_进步太快了_点赞r_赞r_进步神速啊,"['进步太快了', '点赞r', '赞r', '进步神速啊', '我去', '今年就健步如飞了', '比去年进步很多', '慢慢来', '进步真快', '太厉害了']","['进步太快了。', '进步太快了，去年还摔掉脑袋[笑哭R]', '进步太快了[派对R]']"
8,485,8_粉碎性骨折_累了_粉身碎骨浑不怕_摔得稀碎,"['粉碎性骨折', '累了', '粉身碎骨浑不怕', '摔得稀碎', '站不稳了', '捂脸r', '东一块', '假摔', '看到这个', '我一直在等他摔倒']","['怎麼，累了，擺爛了[doge]', '累了，躺地休息一会[偷笑R][偷笑R][偷笑R]', '让他撞了，我是不是得“粉碎性骨折”[石化R]']"
9,485,9_玫瑰r_点赞r_哈哈哈_哈哈,"['玫瑰r', '点赞r', '哈哈哈', '哈哈', '真的很好笑', '笑哭了r', '救命', '哈哈哈哈', '笑死了', '大笑r']","['太太太搞笑了，我在工位摸鱼差点笑出声被发现[笑哭R][点赞R]', '哈哈哈[玫瑰R][玫瑰R][玫瑰R]笑死我了[玫瑰R][玫瑰R][玫瑰R][玫瑰R]继续努力吧[玫瑰R][玫瑰R][玫瑰R]', '音乐适配度[点赞R][点赞R][点赞R][大笑R][大笑R][大笑R]']"
10,432,10_换电池_换电_润滑_降温,"['换电池', '换电', '润滑', '降温', '加冰', '喷润滑剂', '电机过热', '冷却', '加冰降温', '没电了']","['这是降温，换电池', '加冰润滑，换电池[笑哭R]', '换电池，补充散热的冰，给关节加润滑剂[doge]']"
11,427,11_不行吗_我有个想法_轮子_没苦硬吃,"['不行吗', '我有个想法', '轮子', '没苦硬吃', '能不能做成四个轮子的', '装四个轮子', '轮子不是更快吗', '为啥不用轮子', '我有个疑问', '更快']","['我有个想法，给他们装上四个轮子是不是更快点', '对啊，跑步爬楼梯，不行吗？越障，越野，不行吗？而且我说了，技术验证，技术储备，不行吗？你双足都能做好了，其他轮式会做不了？连这都想不明白', '就是，装四个轮子，有座椅，能搭人，高速能跑 120，弄腿跑多不合理[点赞R]']"
12,384,12_名次不重要_那么多机器人只记得这个小鼻嘎了_成绩不重要_比赛第二,"['名次不重要', '那么多机器人只记得这个小鼻嘎了', '成绩不重要', '比赛第二', '流量才是最重要的', '冠军', '冠亚季军', '完啦r', '大笑r', '哇r']","['哈哈哈，冠亚季军[笑哭R]', '名次不重要，被记住最重要[偷笑R]', '名次不重要、流量才是最重要的，那么多机器人只记得这个小鼻嘎了[星R][派对R]']"
13,246,13_好可爱_好可爱啊_太可爱了_小小的也很可爱,"['好可爱', '好可爱啊', '太可爱了', '小小的也很可爱', '这小的还怪可爱的', '什么东西小小的都很可爱', '喝奶茶r', '实在是太可爱了', '有点可爱', '果然']","['好可爱，还打扮了一下', '好可爱，像我刚会走路的娃[偷笑R]', '好可爱，好努力的背影[偷笑R]']"
14,243,14_评论区都是神人_太阳r_你好_哈哈哈,"['评论区都是神人', '太阳r', '你好', '哈哈哈', '我也是', '忽然好奇', '评论区比视频更搞笑', '嗯嗯', '汗颜r', '棒r']","['哈哈哈 评论区都是神人[笑哭R]服你们了', '哈哈哈 评论区都是神人[笑哭R]你这图[棒R]', '哈哈哈 你好 评论区都是神人[笑哭R]']"
15,239,15_机器人救护车_医生_加油r_心肺复苏,"['机器人救护车', '医生', '加油r', '心肺复苏', '笑死我了机器人也得人工呼吸呐', '人工呼吸', '捂脸r', '然后运坏了的机器人', '明年可能救护车都是机器人变形来的', '昨天回家路上看见的机器人救护车']","['医生，医生', '机器人救护车，我还以为是机器人抢救人[笑哭R]', '哈哈哈哈 机器人救护车🚑']"
16,212,16_还拿个奶瓶_大笑r_小的太可爱了_脖子上还挂了个奶嘴,"['还拿个奶瓶', '大笑r', '小的太可爱了', '脖子上还挂了个奶嘴', '拿奶瓶的倒数第一', '脖子上还挂个奶嘴', '真有奶瓶', '提两箱牛奶', '拿着奶瓶', '太可爱啦']","['太可爱了[大笑R]它还拿着奶瓶的年纪，很努力了[大笑R][偷笑R][偷笑R][偷笑R]', '小豆丁可爱，还拿个奶瓶🍼[笑哭R]', '还拿个奶瓶，怕不是个女程序员发明的[笑哭R]']"
