Topic,Count,Name,Representation,Representative_Docs
-1,11909,-1_笑哭r_doge_偷笑r_捂脸r,"['笑哭r', 'doge', '偷笑r', '捂脸r', '哭惹r', '失望r', '大笑r', '微笑r', '汗颜r', '派对r']","['有些虚脱啊[笑哭R]', '出来遛弯走错道了[笑哭R]', '还有一个过马路等着扶的老奶奶👵🏻[笑哭R][笑哭R]']"
0,6235,0_笑哭r_捂脸r_doge_偷笑r,"['笑哭r', '捂脸r', 'doge', '偷笑r', '机器人', '微笑r', '失望r', '暗中观察r', '大笑r', '呃r']","['控制的人在后面跟着跑[笑哭R]', '120闪过，也不急救吗[笑哭R][笑哭R][笑哭R]', '后面拿遥控器的那个累到死了吧[捂脸R][偷笑R]']"
1,4271,1_笑哭r_捂脸r_点赞r_大笑r,"['笑哭r', '捂脸r', '点赞r', '大笑r', '偷笑r', '赞r', 'doge', '哈哈哈', '失望r', '哈哈']","['执勤的大哥这算是工伤吧！[偷笑R][捂脸R]', '我忍不住学了学它们的跑步姿势[捂脸R][捂脸R]哈哈哈[偷笑R][偷笑R][笑哭R][笑哭R]', '他们的鞋子是统一赞助的吗[偷笑R]会不会跑的快的穿碳板，慢的穿缓震[笑哭R]']"
2,1058,2_换电池_降温_换电_冰块,"['换电池', '降温', '换电', '冰块', '润滑', '冰块降温', '笑哭r', '加冰降温', '偷笑r', '散热']","['换电，降温，润滑', '换电，润滑，降温', '降温，换电，润滑？']"
3,914,3_doge_偷笑r_微笑r_笑哭r,"['doge', '偷笑r', '微笑r', '笑哭r', '汗颜r', 'f1', '汽车', '捂脸r', '不行吗', '我有个想法']","['一级方程式F1就是一个团队服务一台赛车爹[doge]', '你咋不说四个轮加个棚[doge]', '那不就是汽车无人驾驶吗[doge]']"
4,694,4_好可爱_偷笑r_大笑r_太可爱了,"['好可爱', '偷笑r', '大笑r', '太可爱了', '皱眉r', '笑哭r', '捂脸r', '好可爱啊', '哇r', 'doge']","['好可爱，还戴着小草帽[哇R]', '好可爱，像我刚会走路的娃[偷笑R]', '这小黑娃谁研究的呢 好可爱[皱眉R]']"
5,300,5_云南白药_云南白药气雾剂_防晒喷雾_防晒,"['云南白药', '云南白药气雾剂', '防晒喷雾', '防晒', '喷点云南白药', 'doge', '偷笑r', '云南白药喷雾剂', '裆部散热', '抽筋了']","['云南白药，膝盖疼了[笑哭R][笑哭R]', '喷的是机器的“云南白药”吗[笑哭R][笑哭R][笑哭R]', '云南白药，喷上去凉凉的[doge]']"
6,238,6_荣耀_荣耀的_暗中观察r_闪电,"['荣耀', '荣耀的', '暗中观察r', '闪电', '黑宇树', '荣耀厉害啊', '白天工', '红荣耀', '笑哭r', '第一个冲线的是它']","['荣耀：我是来参赛的！无情的参赛机器[笑哭R][笑哭R][笑哭R][笑哭R][笑哭R]谁倒地上他都不带看一眼的[笑哭R]', '[暗中观察R]荣耀，橘色小闪电', '荣耀？是那个做手机的荣耀吗？']"
7,190,7_wd40_40_男人的香水_润滑关节的,"['wd40', '40', '男人的香水', '润滑关节的', '我以为是润滑油', 'wd', '印度神油', '喷的wd40', '关节润滑剂吗', '美国神油']","['多囤点 wd40 以后能涨价', 'wd40，给缝隙处除锈除污的[笑哭R]', 'wd40，机器人的杜蕾斯[doge]']"
8,165,8_黑薯问号r_意义在哪里_这有什么意义啊_意义何在,"['黑薯问号r', '意义在哪里', '这有什么意义啊', '意义何在', '有什么意义', '你活着的意义是什么', '有何意义', '毫无意义', '意义在哪', '坏笑r']","['意义在哪里？[笑哭R]', '意义在哪里[doge]', '意义在哪？？？？？？？？我请问？？？？？？？？？？？？[黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R]']"
