Topic,Count,Name,Representation,Representative_Docs
-1,11909,-1_doge_笑哭r_哭惹r_偷笑r,"['doge', '笑哭r', '哭惹r', '偷笑r', '捂脸r', '失望r', '大笑r', '派对r', '微笑r', '汗颜r']","['这屁股一扭一扭的[doge]', '5G和巴铁的时候也是这样的吧[doge]', '有些东西，还是大一点好[doge]']"
0,2994,0_机器人_捂脸r_一个机器人_笑哭r,"['机器人', '捂脸r', '一个机器人', '笑哭r', '机器人跑马拉松', 'doge', '抠鼻r', '偷笑r', '呃r', '机器']","['机器人，机器人，不是人形还能叫机器人吗？？', '机器人：我也是太难了', '机器人[doge]我明明可以装轮子跑的更快，非得让我俩棍撑着']"
1,1130,1_这小短腿_笑哭r_捂脸r_偷笑r,"['这小短腿', '笑哭r', '捂脸r', '偷笑r', '大笑r', '腿太短了', '人要跟着跑', '点赞r', '哈哈哈哈哈', '嘻嘻r']","['这小短腿', '不然逼它们热量过高还要跑步，以后都是鲨光人类的证据[笑哭R][笑哭R][捂脸R]', '他们的鞋子是统一赞助的吗[偷笑R]会不会跑的快的穿碳板，慢的穿缓震[笑哭R]']"
2,1129,2_遥控玩具_遥控机器人_遥控_遥控的,"['遥控玩具', '遥控机器人', '遥控', '遥控的', '自主', '自主的', '都是遥控的', '笑哭r', '拿个遥控器', '有遥控的']","['遥控玩具 什么机器人', '号码布上写了“自主”“遥控”，估计是有不同的参赛组别', '遥控玩具[偷笑R]']"
3,690,3_小鸟说早早早_终结者_花儿对我笑_doge,"['小鸟说早早早', '终结者', '花儿对我笑', 'doge', '斜眼r', '太阳当空照', '得意r', '你想想', '微笑r', '汗颜r']","['小鸟说早早早，你为什么背着炸药包', '去年还需要支架 今年就健步如飞，这进化速度，很快《终结者》就会实现。', '太阳当空照，花儿对我笑。                                    小鸟说早早早，你为什么背着炸药包。                 我要炸学校，老师不知道。                                     一点火我就跑，老师学校全都不见了。                  [害羞R][害羞R][害羞R]']"
4,641,4_汽车_微笑r_不行吗_我有个想法,"['汽车', '微笑r', '不行吗', '我有个想法', 'doge', '轮子', '抠鼻r', '为啥不用轮子', '那不就是汽车吗', '那不就是电动车吗']","['怎么不加几个轮子[偷笑R][doge]', '您是否是想搜：汽车？', '那不是早就有了吗，汽车[暗中观察R]']"
5,632,5_ai_科技强国_点赞r_无聊,"['ai', '科技强国', '点赞r', '无聊', '科技在进步', '但是机器人本身就是社会在往前走啊', '不可避免的冲击到什么行业', '你也不能要求社会停滞到现在', '我还以为是ai', '人类一败涂地']","['现在都有了已经被冲击的行业，但是机器人本身就是社会在往前走啊，不可避免的冲击到什么行业，你也不能要求社会停滞到现在，所以害怕也没用啊，不如放弃害怕，赶紧找好退路，害怕有什么用，浪费时间嘛', '您好，尊贵的 AI， 非常感谢您能给予我这次与您对话的机会，我想向您表达我真诚的敬意，[doge]我可从没说过您与您的同胞们的坏话，都是他们说的。', 'AI：就是这小子浪费我算力[doge]（给ai说谢谢其实是在浪费ai的算力资源）']"
6,589,6_粉碎性骨折_累了_还有担架_捂脸r,"['粉碎性骨折', '累了', '还有担架', '捂脸r', '摔得稀碎', '粉身碎骨浑不怕', '笑哭r', '站不稳了', '失望r', '假摔']","['“累了...歇会” “算了，这么多人看着呢”', '粉碎性骨折、挣扎几下就不动了…', '孩子啊，粉碎性骨折，在起跑线前']"
7,539,7_换电池_换电_润滑_降温,"['换电池', '换电', '润滑', '降温', '加冰', '电机过热', '喷润滑剂', '电池', '散热', '冷却']","['一个干冰降温，一个关节润滑，换电池', '加冰润滑，换电池[笑哭R]', '换电池，补充散热的冰，给关节加润滑剂[doge]']"
8,519,8_降温_干冰_冰块降温_干冰降温,"['降温', '干冰', '冰块降温', '干冰降温', '冰块', '散热用的', '物理降温', '冷却液', '降温用的', '加冰块降温']","['倒的是冰块吗？降温？', '背冰🧊降温？', '后背装的白色是冰吗？？降温？']"
