Topic,Count,Name,Representation,Representative_Docs
-1,11909,-1_doge_笑哭r_偷笑r_哭惹r,"['doge', '笑哭r', '偷笑r', '哭惹r', '捂脸r', '失望r', '大笑r', '派对r', '微笑r', '汗颜r']","['像极了扫兴的家长[doge]', '你讲解真可爱[doge]', '你确定你跑得过这玩意[doge]']"
0,4123,0_机器人_捂脸r_笑哭r_偷笑r,"['机器人', '捂脸r', '笑哭r', '偷笑r', 'doge', '一个机器人', '抠鼻r', '呃r', '机器人跑马拉松', '失望r']","['机器人：人，你真好', '机器人[doge]我明明可以装轮子跑的更快，非得让我俩棍撑着', '机器人“谁说我不会受伤的，我直接摔死了好吧”[doge]']"
1,1131,1_程序员_ai_笑哭r_捂脸r,"['程序员', 'ai', '笑哭r', '捂脸r', '偷笑r', '点赞r', 'doge', '暗中观察r', '好消息', '哭惹r']","['这是程序员界的工商是吧[偷笑R]都觉得其他人写的代码是......[笑哭R]', '程序员：什么叫入职要求马拉松能跑赢机器人？', '程序员：不敢熬夜了，还要跑步[捂脸R][捂脸R][捂脸R]']"
2,1130,2_这小短腿_笑哭r_捂脸r_偷笑r,"['这小短腿', '笑哭r', '捂脸r', '偷笑r', '大笑r', '腿太短了', '人要跟着跑', '点赞r', '哈哈哈哈哈', '嘻嘻r']","['这小短腿，他就不是来得奖的，是来卖萌的[大笑R]', '我忍不住学了学它们的跑步姿势[捂脸R][捂脸R]哈哈哈[偷笑R][偷笑R][笑哭R][笑哭R]', '这……这小短腿，是来重在参与吧[笑哭R][笑哭R]腿太短了']"
3,1058,3_换电池_降温_换电_冰块,"['换电池', '降温', '换电', '冰块', '润滑', '冰块降温', '加冰降温', '干冰', '加冰', '散热']","['换电池，补充散热的冰，给关节加润滑剂[doge]', '换电，降温', '降温，换电，润滑？']"
4,690,4_小鸟说早早早_终结者_花儿对我笑_doge,"['小鸟说早早早', '终结者', '花儿对我笑', 'doge', '斜眼r', '太阳当空照', '得意r', '微笑r', '你想想', '偷笑r']","['去年还需要支架 今年就健步如飞，这进化速度，很快《终结者》就会实现。', '太阳当空照，花儿对我笑，小鸟说早早早，你为什么背上炸药包~我去炸学校，老师不知道，砰的一声，学校没有了~[捂脸R][捂脸R][捂脸R]', '太阳当空照，花儿对我笑，小鸟说早早早，你为什么要去炸学校[笑哭R]']"
5,641,5_汽车_微笑r_不行吗_doge,"['汽车', '微笑r', '不行吗', 'doge', '我有个想法', '轮子', '抠鼻r', '有轮子的叫电动车', '装四个轮子', '没苦硬吃']","['您是否是想搜：汽车？', '那不是早就有了吗，汽车[暗中观察R]', '对啊，跑步爬楼梯，不行吗？越障，越野，不行吗？而且我说了，技术验证，技术储备，不行吗？你双足都能做好了，其他轮式会做不了？连这都想不明白']"
6,606,6_玫瑰r_点赞r_大笑r_哈哈哈,"['玫瑰r', '点赞r', '大笑r', '哈哈哈', '笑哭r', '哈哈', '笑哭了r', '哈哈哈哈', '真的很好笑', '哈哈哈哈哈哈']","['这解说到位[偷笑R][偷笑R][点赞R][点赞R][点赞R]', '太太太搞笑了，我在工位摸鱼差点笑出声被发现[笑哭R][点赞R]', '哈哈哈[玫瑰R][玫瑰R][玫瑰R]笑死我了[玫瑰R][玫瑰R][玫瑰R][玫瑰R]继续努力吧[玫瑰R][玫瑰R][玫瑰R]']"
7,589,7_累了_粉碎性骨折_还有担架_捂脸r,"['累了', '粉碎性骨折', '还有担架', '捂脸r', '摔得稀碎', '粉身碎骨浑不怕', '笑哭r', '失望r', '站不稳了', '暗中观察r']","['累了，还休息一会儿。', '粉碎性骨折[doge]', '让他撞了，我是不是得“粉碎性骨折”[石化R]']"
8,496,8_点赞r_赞r_进步太快了_进步神速啊,"['点赞r', '赞r', '进步太快了', '进步神速啊', '我去', '今年就健步如飞了', '比去年进步很多', '慢慢来', '进步真快', '太厉害了']","['去年还东倒西晃摔跟头  今年居然像终结者  [点赞R][点赞R][点赞R]', '去年一扑一碌的，今年已經跑到快穩准[点赞R][点赞R][点赞R]', '进步太快了[派对R]']"
9,458,9_好可爱_太可爱了_好可爱啊_大笑r,"['好可爱', '太可爱了', '好可爱啊', '大笑r', '还拿个奶瓶', '偷笑r', '喝奶茶r', '脖子上还挂个奶嘴', '脖子上还挂了个奶嘴', '真有奶瓶']","['小的还拿着奶嘴，好可爱', '好可爱，像我刚会走路的娃[偷笑R]', '[喝奶茶R]好可爱，好想抱抱']"
10,448,10_评论区都是神人_太阳r_你好_哈哈哈,"['评论区都是神人', '太阳r', '你好', '哈哈哈', '吧唧r', '汗颜r', '评论区比视频更搞笑', '忽然好奇', '论视觉效果', '都是骗补贴的']","['哈哈哈 评论区都是神人[笑哭R]', '哈哈哈 评论区都是神人[笑哭R]服你们了', '哈哈哈 评论区都是神人[笑哭R]你这图[棒R]']"
11,384,11_名次不重要_大笑r_完啦r_那么多机器人只记得这个小鼻嘎了,"['名次不重要', '大笑r', '完啦r', '那么多机器人只记得这个小鼻嘎了', '成绩不重要', '比赛第二', '流量才是最重要的', '冠军', '冠亚季军', '哇r']","['难怪夺冠，齐天大圣 这取得名字就高级[大笑R][大笑R][派对R]', '名次不重要、流量才是最重要的，那么多机器人只记得这个小鼻嘎了[星R][派对R]', '名次不重要，被记住最重要[偷笑R]']"
12,321,12_哇r_还回来吃饭吗_等我老了_补给太慢了,"['哇r', '还回来吃饭吗', '等我老了', '补给太慢了', '加油啊', '三个人伺候一个', '点赞r', '偷笑r', '加油', '是不是老人要坐着轮椅追']","['[哇R]我好好活着，争取15年之后买一台', '这个补给很燃[点赞R] [哇R]，', '真开心啊，早点代替我，就可以有更多的时间生活了[哇R][哇R][哇R][哇R]']"
13,196,13_f1_好像f1_那叫赛车比赛_那不就是赛车了,"['f1', '好像f1', '那叫赛车比赛', '那不就是赛车了', '法拉利', '太慢了', '黑薯问号r', '看f1赛车的感觉', '是为了赛道垄断吧', '现在民用车的好多技术都是f1下放的']","['好像 F1 进站一样[捂脸R]', 'F1 机器人', 'F1 赛机手[汗颜R][汗颜R]']"
14,188,14_送外卖_外卖员_让机器人送外卖_能实现从锅边儿到桌边儿的最短时间,"['送外卖', '外卖员', '让机器人送外卖', '能实现从锅边儿到桌边儿的最短时间', '外卖小哥要失业了', '完了', '呃r', '无需中间休息', '真的感觉在家收快递开门的瞬间看到一个机器人的时代已经不远了', '用来送外卖挺好']","['吓死人，用途是什么？送外卖？跑在路上撞伤路人咋整', '让机器人送外卖  能实现从锅边儿到桌边儿的最短时间  我可太期待了', '让机器人送外卖  能实现从锅边儿到桌边儿的最短时间']"
15,165,15_黑薯问号r_意义在哪里_这有什么意义啊_意义何在,"['黑薯问号r', '意义在哪里', '这有什么意义啊', '意义何在', '有什么意义', '你活着的意义是什么', '有何意义', '意义在哪', '毫无意义', '坏笑r']","['意义在哪里？[笑哭R]', '意义在哪里[doge]', '意义在哪？？？？？？？？我请问？？？？？？？？？？？？[黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R]']"
16,148,16_荣耀_闪电_白天工_红荣耀,"['荣耀', '闪电', '白天工', '红荣耀', '黑宇树', '荣耀厉害啊', '荣耀的', '看来还是荣耀厉害', '等于是本次比赛定制版本', '系统给我推']","['荣耀：我是来参赛的！无情的参赛机器[笑哭R][笑哭R][笑哭R][笑哭R][笑哭R]谁倒地上他都不带看一眼的[笑哭R]', '荣耀，冠亚季军啥意思？', '[暗中观察R]荣耀，橘色小闪电']"
17,120,17_低血糖_都低血糖了_有点低血糖_低血糖了,"['低血糖', '都低血糖了', '有点低血糖', '低血糖了', '低电压', '气血不足哦', '电没给充够啊', '没吃饭', '没想到地上还有一个', '电学糖低了点']","['是不是快往后倒下了，低血糖？', '低血糖（低电压）了', '低血糖，不！低电压[偷笑R]']"
