Topic,Count,Name,Representation,Representative_Docs
-1,11909,-1_哭惹r_doge_笑哭r_偷笑r,"['哭惹r', 'doge', '笑哭r', '偷笑r', '捂脸r', '失望r', '合十r', '派对r', '石化r', '汗颜r']","['像极了扫兴的家长[doge]', '跑的和我上班赶公交一样忙[哭惹R]', '救跟在机器人后边抱着电脑跑的牛马程序猿[哭惹R]']"
0,1129,0_遥控玩具_遥控机器人_遥控_遥控的,"['遥控玩具', '遥控机器人', '遥控', '遥控的', '自主', '自主的', '都是遥控的', '还要遥控器', '没意思', '这是自主的']","['遥控玩具[偷笑R]', '号码布上写了“自主”“遥控”，估计是有不同的参赛组别', '遥控玩具[失望R]']"
1,646,1_机器人跑马拉松_天工_机器人马拉松_马拉松,"['机器人跑马拉松', '天工', '机器人马拉松', '马拉松', '闪电', '散热', '不过', '会跑', '机器人跑马拉松的意义是什么', '总而言之']","['机器人跑步能保持平衡不摔，机动灵活，方向，就是技术的巨大进步，展现优势，未来能上战场必备的基本条件，这是一种技术展示', '这场机器人马拉松比赛，看似是一场充满趣味的科技秀，实则是我国人工智能与高端制造领域发展的一个生动缩影。对于这一现象，我们可以从以下几个维度进行思考：\n技术落地的“试金石”：比赛将机器人置于开放、动态的复杂环境中，这是一场走出实验室的 大型压力测试 。过程中出现的跌倒、抽搐等问题，恰恰暴露了在运动控制、能源管理和环境感知等方面的短板，为后续的技术迭代指明了方向。\n产业发展的“催化剂”：正如视频中类比汽车、飞机的发展史，任何颠覆性技术的成熟都离不开实践的检验。这场赛事为科研机构和企业提供了宝贵的 真实世界数据 ，加速了人形机器人从“能跑”向“会跑”、“跑好”的跨越，推动了整个产业链的成熟。\n创新生态的“展示窗”：300多个机器人同台竞技，展现了我国在机器人领域的 创新活力与集群效应 。这种开放包容、鼓励试错的氛围，不仅激发了科研人员的热情，也向世界展示了中国在前沿科技领域的探索精神和巨大潜力。\n总而言之，这场马拉松不仅是机器人的比赛，更是对未来智慧生活的预演。它让我们看到，科技创新的道路虽然曲折，但前景无比广阔。', '机器人跑马拉松[偷笑R]']"
2,560,2_机器人也是人_机器人_色色r_哭惹r,"['机器人也是人', '机器人', '色色r', '哭惹r', '机器', '吐舌头h', '坏笑r', '生气r', '初代机器人', '机器人大人我不认识他']","['机器人也是人[偷笑R][偷笑R]', '机器人也是人[捂脸R][捂脸R]', '机器人也是人[大笑R]']"
3,499,3_程序员_好消息_坏消息_这下好了,"['程序员', '好消息', '坏消息', '这下好了', '程序员跟不上', '救程序员', '雾草', '我谢谢你', '招程序员', '救血压上升的程序员']","['程序员：臣妾跑不动啊！', '好消息：程序员：我的代码能跑了\n坏消息：程序员：我跑不过我的代码\n网友：没想到有一天码农是个体力活😂', '程序员：不敢熬夜了，还要跑步[捂脸R][捂脸R][捂脸R]']"
4,498,4_小鸟说早早早_花儿对我笑_太阳当空照_逮小偷,"['小鸟说早早早', '花儿对我笑', '太阳当空照', '逮小偷', '老师不知道', '带上', '我去炸学校', '你为什么背着炸药包', '想想都可怕', '没意义']","['太阳当空照，花儿对我笑，小鸟说早早早，你为什么要去炸学校[笑哭R]', '太阳当空照，花儿对我笑。                                    小鸟说早早早，你为什么背着炸药包。                 我要炸学校，老师不知道。                                     一点火我就跑，老师学校全都不见了。                  [害羞R][害羞R][害羞R]', '太阳当空照，花儿对我笑，小鸟说早早早，你为什么背上炸药包~我去炸学校，老师不知道，砰的一声，学校没有了~[捂脸R][捂脸R][捂脸R]']"
5,494,5_人形机器人_只是比较疑惑_即便不是最优解_很难说这种发展方向没有受人想象控制,"['人形机器人', '只是比较疑惑', '即便不是最优解', '很难说这种发展方向没有受人想象控制', '如果追求不同的功能的话应该依照功能来设计不同的外形比较高效吧', '道路', '现在很多还用前凸后翘的机器人来吸引眼球', '现在设计机器人总是沉着与用人形来让它做各种事', '我是磁力棒', '楼梯']","['你的问题跟我说的完全不是一个意思哇[尬住R]只是比较疑惑，如果追求不同的功能的话应该依照功能来设计不同的外形比较高效吧，现在设计机器人总是沉着与用人形来让它做各种事[笑哭R]现在很多还用前凸后翘的机器人来吸引眼球，很难说这种发展方向没有受人想象控制，即便不是最优解', '只是比较疑惑，如果追求不同的功能的话应该依照功能来设计不同的外形比较高效吧，现在设计机器人总是沉着与用人形来让它做各种事[笑哭R]现在很多还用前凸后翘的机器人来吸引眼球，很难说这种发展方向没有受人想象控制，即便不是最优解', '只是比较疑惑，如果追求不同的功能的话应该依照功能来设计不同的外形比较高效吧，送外卖无人机早就可以了，现在设计机器人总是沉着与用人形来让它做各种事[笑哭R]现在很多还用前凸后翘的机器人来吸引眼球，很难说这种发展方向没有受人想象控制，即便不是最优解']"
6,435,6_粉碎性骨折_摔得稀碎_粉身碎骨浑不怕_孩子啊,"['粉碎性骨折', '摔得稀碎', '粉身碎骨浑不怕', '孩子啊', '我一直在等他摔倒', '东一块', '假摔', '看到这个', '还好', '捂脸r']","['粉碎性骨折[doge]', '粉碎性骨折[doge][捂脸R]', '让他撞了，我是不是得“粉碎性骨折”[石化R]']"
7,418,7_太好了_我9岁儿子让我给他外婆买一个养老机器人_机器人护工_如果是美国的机器人,"['太好了', '我9岁儿子让我给他外婆买一个养老机器人', '机器人护工', '如果是美国的机器人', '好好发展', '抠鼻r', '飞吻r', '事实证明', '做饭', 'of']","['太好了☺️接下来机器人可以生孩子了，生育率有救了', '太好了，不用卷我儿子，多存点钱买机器人养老就行[偷笑R]', 'i think the next level of humanoid robot, will incorporate biomechanical part, instead of totally machine, dinamo, and metals.']"
8,390,8_进步太快了_赞r_进步神速啊_点赞r,"['进步太快了', '赞r', '进步神速啊', '点赞r', '我去', '比去年进步很多', '今年就健步如飞了', '进步真快', '太厉害了', '进化的真快啊']","['上一次参赛还非常笨拙……进步太快了。', '进步太快了[派对R]', '进步太快了，比去年快一倍']"
9,370,9_不行吗_我有个想法_轮子_轮子不是更快吗,"['不行吗', '我有个想法', '轮子', '轮子不是更快吗', '为啥不用轮子', '没苦硬吃', '装四个轮子', '能不能做成四个轮子的', '更快', '不是更快']","['我有个想法，不如给它装上轮子，会不会跑的更快效率更高呢', '我有个想法，为了适应不同的环境 要不把轮子换成履带[doge][doge]', '对啊，跑步爬楼梯，不行吗？越障，越野，不行吗？而且我说了，技术验证，技术储备，不行吗？你双足都能做好了，其他轮式会做不了？连这都想不明白']"
10,364,10_坐着跑_身体前倾_闪开_最后一个跑姿最好,"['坐着跑', '身体前倾', '闪开', '最后一个跑姿最好', '赞r', '太不容易了', '哇塞', '大笑r', '哈哈哈哈哈', '特别是停下的时候']","['跑步姿势也太美丽了吧。一路跟在后面，好像看着自己的孩子参加比赛，跑到后面右腿有点受伤了的感觉，依然坚持跑到终点，太不容易了，大家都棒棒哒。[赞R][赞R][赞R]', '坐着跑─=≡Σ(((つ•̀ω•́)つ比较省力，快点正常', '跑步鄙视链的最底层:坐着跑，哈哈哈']"
