Topic,Count,Name,Representation,Representative_Docs
-1,11909,-1_doge_哭惹r_笑哭r_偷笑r,"['doge', '哭惹r', '笑哭r', '偷笑r', '捂脸r', '失望r', '派对r', '合十r', '大笑r', '微笑r']","['35岁就淘汰了[doge]', '一个跑步，要三个来伺候[doge]', '5G和巴铁的时候也是这样的吧[doge]']"
0,2701,0_机器人_一个机器人_机器人跑马拉松_捂脸r,"['机器人', '一个机器人', '机器人跑马拉松', '捂脸r', '抠鼻r', '笑哭r', '机器', '机器人也是人', '呃r', '偷笑r']","['机器人🤖不会取代人类的，反而提供了好多岗位呀[笑哭R]', '机器人“谁说我不会受伤的，我直接摔死了好吧”[doge]', '机器人：先别忙活了，让我歇歇[doge]']"
1,1129,1_遥控玩具_遥控机器人_遥控_遥控的,"['遥控玩具', '遥控机器人', '遥控', '遥控的', '自主', '自主的', '都是遥控的', '有自主的', '胳膊怎么甩', '有遥控的']","['遥控机器人[偷笑R]', '遥控机器人[笑哭R][笑哭R][笑哭R]', '号码布上写了“自主”“遥控”，估计是有不同的参赛组别']"
2,773,2_这小短腿_腿太短了_大笑r_坐着跑,"['这小短腿', '腿太短了', '大笑r', '坐着跑', '这小短腿儿', '捂脸r', '嘻嘻r', '偷笑r', '笑哭r', '赞r']","['这小短腿[偷笑R]', '这小短腿，他就不是来得奖的，是来卖萌的[大笑R]', '这……这小短腿，是来重在参与吧[笑哭R][笑哭R]腿太短了']"
3,612,3_小鸟说早早早_花儿对我笑_太阳当空照_你想想,"['小鸟说早早早', '花儿对我笑', '太阳当空照', '你想想', '得意r', '斜眼r', 'doge', '微笑r', '汗颜r', '什么时候铁甲钢拳']","['让这玩意儿抓小偷，能把小偷累死。[doge][偷笑R]', '太阳当空照，花儿对我笑，小鸟说早早早，你为什么要去炸学校[笑哭R]', '太阳当空照，花儿对我笑，小鸟说早早早，你为什么背上炸药包~我去炸学校，老师不知道，砰的一声，学校没有了~[捂脸R][捂脸R][捂脸R]']"
4,499,4_程序员_好消息_坏消息_笑哭r,"['程序员', '好消息', '坏消息', '笑哭r', '这下好了', '暗中观察r', '黑薯问号r', '偷笑r', '救血压上升的程序员', '我谢谢你']","['程序员[doge]举着电脑在后面跑', '好消息：程序员：我的代码能跑了\n坏消息：程序员：我跑不过我的代码\n网友：没想到有一天码农是个体力活😂', '程序员：不敢熬夜了，还要跑步[捂脸R][捂脸R][捂脸R]']"
5,496,5_进步太快了_点赞r_赞r_进步神速啊,"['进步太快了', '点赞r', '赞r', '进步神速啊', '我去', '今年就健步如飞了', '比去年进步很多', '慢慢来', '进步真快', '太厉害了']","['进步太快了', '进步太快了，去年还摔掉脑袋[笑哭R]', '进步太快了[派对R]']"
6,485,6_粉碎性骨折_累了_粉身碎骨浑不怕_摔得稀碎,"['粉碎性骨折', '累了', '粉身碎骨浑不怕', '摔得稀碎', '站不稳了', '捂脸r', '东一块', '假摔', '看到这个', '我一直在等他摔倒']","['累了，躺地休息一会[偷笑R][偷笑R][偷笑R]', '粉碎性骨折[doge][捂脸R]', '让他撞了，我是不是得“粉碎性骨折”[石化R]']"
7,432,7_换电池_换电_润滑_降温,"['换电池', '换电', '润滑', '降温', '加冰', '喷润滑剂', '电机过热', '冷却', '加冰降温', '没电了']","['这是降温，换电池', '加冰润滑，换电池[笑哭R]', '换电池，补充散热的冰，给关节加润滑剂[doge]']"
8,427,8_不行吗_我有个想法_轮子_没苦硬吃,"['不行吗', '我有个想法', '轮子', '没苦硬吃', '能不能做成四个轮子的', '装四个轮子', '轮子不是更快吗', '为啥不用轮子', '我有个疑问', '更快']","['复杂地形，高山，沼泽，石棱，沙漠，轮子都得歇菜', '我有个想法，不如给它装上轮子，会不会跑的更快效率更高呢', '对啊，跑步爬楼梯，不行吗？越障，越野，不行吗？而且我说了，技术验证，技术储备，不行吗？你双足都能做好了，其他轮式会做不了？连这都想不明白']"
