帖子id,帖子标题,帖子点赞数,帖子评论数,comment_level,comment_id,parent_comment_id,user_id,content,comment_time,location,like_count,reply_count,char_len,post_category,robot_status,human_role,effective_token_count,robot_status_group,topic,topic_prob
69e481e8000000002003ad94,"

",,,2,69e58d7b0000000014018c0c,69e490ae000000001401d42a,62e2ba65000000001f004428,未来战争考虑的首先要能替代人的功能，然后才能找到超越人的功能的机器人。地毯式轰炸固然比人强，但战争只是政治的延续，不等于毁灭，占领一片废土则毫无意义。,2026.04.20,江苏,0.0,,75,强势|服务者,强势,服务者,28,强势成功,0,0.9591450014344376
69e45dbe000000001f00434f,"机器人跑马拉松超越人类？

",4650.0,773.0,2,69e57295000000001401e413,69e50619000000001401ac01,5c5263920000000010009380,以后外空任务，建设什么的都不用人类上去。发几十万台机器人上去就可以。到时候人类可以入住就行。以后全球人类数目绝对会很少。根本不需要这么多劳动力。,2026.04.20,广东,1.0,,72,强势|观众,强势,观众,21,强势成功,0,0.9543283435829107
69e481e8000000002003ad94,"

",,,2,69e70e800000000014019012,69e490ae000000001401d42a,60cea618000000002002fa3d,目的是能造出来人造人  大模型相当于大脑  机器人相当于身体  视觉识别相当于眼睛  未来还会有触觉和嗅觉等等,2026.04.21,山东,0.0,,55,强势|服务者,强势,服务者,19,强势成功,0,0.9534211518613271
69e481e8000000002003ad94,"

",,,2,69e5aead000000001401b80a,69e5abe6000000001401bc07,5b9f050d38fbb80001fe89b4,哈哈，现在是人追着伺候机器人，再过几年，估计就能机器人伺候机器人，再过几年，只有人能干的工作就不多了[偷笑R],2026.04.20,北京,0.0,,55,强势|服务者,强势,服务者,16,强势成功,0,0.9526090913463596
69e481e8000000002003ad94,"

",,,1,69e6f485000000001401bc16,,5ae7ed0b6b58b7081e374d16,尽搞些没用的，不要再追什么机器人了，不要傻了，以后机器人取代人类做事，那不是就有很多人失业了啊，人就都没用了，还追机器人,2026.04.21,重庆,0.0,0.0,60,强势|服务者,强势,服务者,15,强势成功,0,0.946195132357237
69e481e8000000002003ad94,"

",,,1,69e4a390000000001401cc07,,6057790c000000000101d3fe,无聊的人类，本来机器人的创造是为了代替人类，去做高风险职业，比如高空作业，，下地下井，外太空等等，但是反过来了,2026.04.19,云南,35.0,12.0,55,强势|服务者,强势,服务者,17,强势成功,0,0.9423267627152129
69e481e8000000002003ad94,"

",,,1,69e58add000000001401dc15,,57dff5e982ec397a6bbb1f86,有时候真是理解不了，怎么有的人那么会挑刺[呃R]。怎么做到会看到机器人跑马拉松就觉得发展机器人只是为了跑马拉松的啊[呃R],2026.04.20,浙江,0.0,0.0,61,强势|服务者,强势,服务者,14,强势成功,0,0.9420674088695107
69e481e8000000002003ad94,"

",,,1,69e5f914000000001401c412,,60b2608d0000000001008252,机器人的生产是为人服务，我们的机器人是三个人服务一个机器人，关键这个机器人也不知道能干啥,2026.04.20,上海,0.0,0.0,44,强势|服务者,强势,服务者,13,强势成功,0,0.9407045405120453
69e481e8000000002003ad94,"

",,,2,69e4a77a000000001401a41b,69e4a6fe0000000014019c0d,6513ad800000000023027338,造出代替人类工作的机器人 你又要说，影响普通人就业 找不到工作都怪机器人,2026.04.19,浙江,0.0,,36,强势|服务者,强势,服务者,12,强势成功,0,0.9380541984992322
69e481e8000000002003ad94,"

",,,2,69e760b5000000001401d442,69e71b47000000001401ac15,6545df5800000000300301c2,看得出来有些人的想象力非常匮乏，所以很难从事创造性的工作，只能卖汉堡，其实我是开玩笑的，卖汉堡卖的好也需要创造力。,2026.04.21,四川,0.0,,57,强势|服务者,强势,服务者,17,强势成功,0,0.9379836663718559
