Topic,Count,Name,Representation,Representative_Docs
-1,11701,-1_机器人_人形机器人_机器_机器狗,"['机器人', '人形机器人', '机器', '机器狗', '机械', '人家', '人形', '玩意', '人类', '复杂']","['这机器人发脾胃了', '机器人有医保吗', '机器人：我也是太难了']"
0,1143,0_遥控_遥控车_遥控器_遙控,"['遥控', '遥控车', '遥控器', '遙控', '自主', '自动', '跟不上', '监控', '操控', '全自动']","['说是自主跑，没有遥控', '这不是遥控的，这是自主跑的', '有自主有遥控']"
1,487,1_人形机器人_人形_机器人_人型,"['人形机器人', '人形', '机器人', '人型', '人用', '外形', '非人', '人体', '类人', '形状']","['玩的是人形，不是人形的也有[捂脸R]', '不是人形  还叫机器人吗', '就是因为人形才叫机器人啊傻不傻']"
2,476,2_战场_打仗_作战_战士,"['战场', '打仗', '作战', '战士', '战时', '背着', '牺牲', '子弹', '战争', '武器']","['意义就是以后战场不需要人了[doge]', '放战场上你就知道了[笑哭R]', '对啊，让他跑这么快的意义是？上战场吗']"
3,439,3_摔倒_跌倒_摔了一跤_摔到,"['摔倒', '跌倒', '摔了一跤', '摔到', '摔下去', '摔得', '摔碎', '倒下', '摔成', '倒地']","['感觉下一秒要摔倒了', '感觉随时想摔倒。', '真不是故意摔倒的？']"
4,399,4_程序员_编程_跟不上_程序,"['程序员', '编程', '跟不上', '程序', '码农', '跟着', '跑不过', '跑不动', '跑不了', '代码']","['[捂脸R]那是程序员说给程序员听的吧', '拉练程序员[点赞R][偷笑R]', '程序员说写的时候没有这个变量']"
5,371,5_冰块_降温_放冰_加冰,"['冰块', '降温', '放冰', '加冰', '降溫', '补冰', '冰冷', '干冰', '保温', '冷却']","['冰块 降温的吧', '冰块，降温散热用的。', '好像不是冰块 是干冰[笑哭R]']"
6,345,6_更快_轮子_輪子_车轮,"['更快', '轮子', '輪子', '车轮', '四轮', '更好', '轮胎', '坐轮椅', '不长', '不比']","['轮子不是更快吗？为啥要手，脚的', '那4个轮子不是更快[doge]', '放轮子更快！']"
7,329,7_跑得慢_跑动_跑步_姿势,"['跑得慢', '跑动', '跑步', '姿势', '跑不动', '跑法', '奔跑', '步态', '动作', '姿态']","['和田曦薇的跑步姿势很像', '跑步姿势很妖娆[吃瓜R]', '跑步姿势很贼']"
8,315,8_机器人马拉松_机器人_马拉松_跑马,"['机器人马拉松', '机器人', '马拉松', '跑马', '机器', '赛事', '比赛', '跑得快', '赛道', '运动']","['@前路有风 给机器人办马拉松[暗中观察R]', '机器人还有马拉松', '@我只是块小饼干 机器人都有马拉松了']"
9,293,9_比赛_参赛_比个赛_大赛,"['比赛', '参赛', '比个赛', '大赛', '这比', '观赛', '这场', '赛前', '赛后', '参赛选手']","['哈哈哈，不专心比赛哦[偷笑R][偷笑R]', '比赛宠粉两不误[笑哭R]', '比不比赛了还[笑哭R]哈哈哈哈光饭撒了']"
10,293,10_电池_电池容量_换电池_续航,"['电池', '电池容量', '换电池', '续航', '电量', '充电', '有电', '费电', '锂电池', '没电']","['他们是在比谁的电池大嘛！', '比电池续航呗[捂脸R]', '比的是电池续航吧[捂脸R]']"
11,266,11_科技进步_高科技_科技_科技含量,"['科技进步', '高科技', '科技', '科技含量', '技术', '技术含量', '科学', '突飞猛进', '真快', '科研']","['我去，科技发展这么快', '科技科技', '这就是我们吹嘘的科技，真可悲[偷笑R]']"
12,261,12_解答_回答_谢谢_看不懂,"['解答', '回答', '谢谢', '看不懂', '理解', '了解', '请问', '疑问', '什么样', '不当']","['嗯嗯～ 谢谢解答～', '谢谢大家的解答！！', '原来是这样[笑哭R]谢谢回答']"
13,251,13_救人_120_救活_救护车,"['救人', '120', '救活', '救护车', '急救', '得救', '救護車', '救护', '急救车', '救治']","['120别走 我还能抢救一下', '道理我都懂  但为什么会有120救护车啊？！', '为什么会有120的救护车？哈哈哈哈哈[捂脸R]']"
14,224,14_马拉松_跑步_长跑_有人,"['马拉松', '跑步', '长跑', '有人', '费劲', '人有', '比赛', '没意义', '赛事', '运动']","['马拉松已经走火入魔[笑哭R]', '马拉松都有这个，记时用的', '狗屁马拉松松，这不是跑！这是走！']"
15,223,15_机器人_养老_老龄化_机器,"['机器人', '养老', '老龄化', '机器', '养老院', '老人', '老年人', '老年', '自理', '伺候']","['以后养老机器人也能这么快吗？', '养老型机器人', '@Isla 机器人养老']"
16,222,16_好好笑_好笑_见过_莫名,"['好好笑', '好笑', '见过', '莫名', '好玩', 'hhhhhhh', '笑哈哈', '常见', '搞笑', '闺蜜']","['@学习小饼干干干脆脆（见过sayu版） 我的法克好诡异', '@红叶紫苏🔮（见过朋朋4次）毒唯 怎么这么好笑[大笑R]', '@暖风(见过茉莉奶白版) 哈哈哈哈哈哈']"
17,220,17_奶瓶_有奶_喝奶_喝口奶,"['奶瓶', '有奶', '喝奶', '喝口奶', '吃奶', '可爱', '我奶', '奶嘴', '还拿个', '小可爱']","['笑死了小个儿的还拿个奶瓶[笑哭R]', '手拿着奶瓶[偷笑R]', '还有个举着奶瓶🍼跑的，[捂脸R][捂脸R]']"
18,211,18_鞋子_穿鞋_脚太_太大,"['鞋子', '穿鞋', '脚太', '太大', '太重', '挺大', '这大', '运动鞋', '双鞋', '没穿']","['孩子鞋子太大了[皱眉R]', '谁给孩子穿那么大的鞋子[失望R][失望R]', '給孩子換雙輕便一點的鞋子吧[捂脸R]']"
19,210,19_ai_人工智能_智能_具身智能,"['ai', '人工智能', '智能', '具身智能', 'chatgpt', '大脑', '生成', '哪个', '识别', '掌握']","['哈哈哈哈哈哈你是ai那国的吧', '以后会不会有ai奥义[doge][doge][自拍R]', 'ai太强大了']"
20,205,20_有何意义_意义_有意义_意思,"['有何意义', '意义', '有意义', '意思', '没意义', '干嘛', '玩意', '毫无意义', '有人', '为什么']","['有什麼意义', '我觉得以后人的意义是什么[笑哭R]', '不是外国货，这么做意义是什么？[doge]']"
21,194,21_短腿_这腿_腿短_这小,"['短腿', '这腿', '腿短', '这小', '小腿', '这脚', '太短', '小脚', '短手', '小个子']","['这小短腿儿[笑哭R]', '小短腿倒腾的……', '这小短腿，紧着倒腾']"
22,192,22_外卖_送餐_机器人_配送,"['外卖', '送餐', '机器人', '配送', '这送', '美团', '快递', '餐品', '玩意', '成本高']","['以后机器人送外卖', '哦靠，外卖都用机器人送吗？', '送外卖快，还带声响的']"
23,185,23_可爱_很萌_可爱多_好萌,"['可爱', '很萌', '可爱多', '好萌', '小可爱', '太萌', '挺好玩', '这小', '小小的', '喜欢']","['@江寒雁渡 哈哈哈哈哈哈  最小的好可爱', '比拉布布还可爱[doge]', '这只好可爱']"
24,178,24_机器人_三人_机器人三定律_三个,"['机器人', '三人', '机器人三定律', '三个', '機器', '三四个', '机器', '多人', '几个', '伺候']","['1个机器人三个人帮', '一个机器人三个人伺候', '一个机器人三个人伺候[doge]']"
25,173,25_好笑_好好笑_搞笑_好玩,"['好笑', '好好笑', '搞笑', '好玩', '有意思', '逗笑', '笑哈哈', '哈哈笑', '真是太', '笑点']","['哈哈哈哈 真的很好笑', '真的很好笑[笑哭R]', '真的有点好笑了']"
26,167,26_还跟着_跟着_跟不上_有人,"['还跟着', '跟着', '跟不上', '有人', '跟紧', '人要', '跑动', '乱跑', '背着', '还要']","['人还得跟着跑？', '人也要跟着跑吗[笑哭R]', '人也要跟着跑？']"
27,161,27_养老_你老_照顾_买个,"['养老', '你老', '照顾', '买个', '防老', '不够', '老人', '退休', '能干', '花钱买']","['加油，以后养老就靠你们了', '这样我还怎么养老', '还能给我养老吗？我47了']"
