Topic,Count,Name,Representation,Representative_Docs
-1,8392,-1_机器人_人形机器人_机器_有人,"['机器人', '人形机器人', '机器', '有人', '玩意', '无人机', '人形', '人家', '人类', '站不稳']","['机器人跑步也要甩手吗？而且还不能同手同脚[偷笑R]', '这机器人太胖了 还磨裆了', '机器人不做成人形还叫机器人嘛，汽车咋不叫机器人']"
0,1706,0_降温_冰块_加冰_冷却,"['降温', '冰块', '加冰', '冷却', '发热', '温度', '过热', '散热', '高温', '干冰']","['冰块 降温的吧', '冰块降温啊[笑哭R][笑哭R][笑哭R][笑哭R]', '都是散热降温']"
1,1385,1_好笑_有意思_搞笑_有意义,"['好笑', '有意思', '搞笑', '有意义', '好玩', '好好笑', '哈哈笑', '没意义', '有人', '为什么']","['哈哈哈哈哈哈哈哈哈哈哈哈哈哈这个视频很好笑这个评论也很好笑', '不是外国货，这么做意义是什么？[doge]', '有什麼意义']"
2,1012,2_机器人_小机器人_機器_机器,"['机器人', '小机器人', '機器', '机器', '机械', '人类', '人来', '有个', '人为', '人工']","['机器人也是人[doge]', '@Rhino模型 卡哇伊机器人', '人走着走着就散了，机器人走着走着就散了。']"
3,751,3_遥控器_遥控_遥控车_遙控,"['遥控器', '遥控', '遥控车', '遙控', '机器人', '失控', '监控', '操控', '有人', '控制']","['是遥控还是自己巡路？', '遥控机器人？遥控器', '所以还是遥控的[捂脸R]还得人陪着跑']"
4,580,4_机器人马拉松_机器人_马拉松_跑马,"['机器人马拉松', '机器人', '马拉松', '跑马', '人形机器人', '机器', '赛跑', '跑步', '有人', '跑得快']","['机器人说这马拉松那么长 谁爱跑谁跑', '？机器人跑鸡猫马拉松啊', '@我只是块小饼干 机器人都有马拉松了']"
5,457,5_人形机器人_人形_机器人_人型,"['人形机器人', '人形', '机器人', '人型', '机器', '外形', '人体', '人类', '形状', '形态']","['就是因为人形才叫机器人啊傻不傻', '人形就不是机器人啦', '你是人形的呀，这个社会就是按人形设计的。[暗中观察R]']"
6,437,6_战场_打仗_作战_战士,"['战场', '打仗', '作战', '战士', '战争', '武器', '敌方', '玩意', '军用', '对面']","['意义就是以后战场不需要人了[doge]', '放战场上你就知道了[笑哭R]', '对啊，让他跑这么快的意义是？上战场吗']"
7,347,7_跑步_跑得慢_跑不动_姿势,"['跑步', '跑得慢', '跑不动', '姿势', '跑法', '奔跑', '短跑', '步伐', '步态', '步子']","['和我跑步一个姿势', '跑步姿势笑死', '这个跑步姿势有点丑[石化R][石化R][石化R]']"
8,327,8_摔倒_跌倒_摔了一跤_摔下去,"['摔倒', '跌倒', '摔了一跤', '摔下去', '摔到', '站不稳', '摔得', '摔碎', '摔成', '倒地']","['感觉下一秒就要摔倒了', '摔倒了还撒泼', '总感觉下一秒就要摔倒了，一直到最后也没摔倒']"
9,290,9_科技进步_科技含量_高科技_科技,"['科技进步', '科技含量', '高科技', '科技', '技术', '太快', '技术储备', '越来越', '落后', '进步']","['科技发展太快了', '科技发展进步你这种人是不理解的', '科技的进步']"
