Topic,Count,Name,Representation,Representative_Docs
-1,11909,-1_机器人_人形机器人_机器_机器狗,"['机器人', '人形机器人', '机器', '机器狗', '跟着', '机械', '玩意', '人家', '看着', '无人机']","['机器人有医保吗', '我买的机器人基要赔了吗', '骑上另一个机器人追啊[同款R][笑哭了R]']"
0,1129,0_遥控_遥控器_遥控车_遙控,"['遥控', '遥控器', '遥控车', '遙控', '监控', '失控', '操控', '有人', '跟不上', '跟着']","['[微笑R]这不都是人遥控的么', '哈哈哈，遥控de', '有自主跑的，也有遥控的。']"
1,646,1_机器人马拉松_机器人_马拉松_人形机器人,"['机器人马拉松', '机器人', '马拉松', '人形机器人', '跑马', '机器', '跑步', '赛事', '奔跑', '比赛']","['机器人跑马拉松[偷笑R]', '以后马拉松就是机器人比赛[偷笑R]', '有的。\n国外确实有机器人跑步比赛，但形式和国内最近很火的“人形机器人马拉松”不太一样。目前国际上更成熟的机器人赛事，比如在美国举办的RoboGames，已经举办了二十多年，其中就包含机器人竞速项目。不过，这些比赛中的机器人形态多样，不局限于人形。\n【国际上的机器人赛事】\nRoboGames：这是全球历史最悠久、规模最大的机器人综合性赛事之一，自2004年起在美国举办。它就像机器人的“奥运会”，包含格斗、竞速、足球等多种项目，吸引了全球的机器人爱好者和工程师参与。\n人形机器人专项赛：虽然像北京亦庄这样大规模、长距离的“人形机器人马拉松”是首创，但国外也有针对人形机器人的跑步测试和比赛。例如，一些科技公司会组织人形机器人进行短距离冲刺赛，比如与人类短跑名将进行50米赛跑，来展示其速度和动态平衡能力。\n【为什么人形机器人马拉松备受关注？】\n像笔记里看到的北京亦庄机器人马拉松，之所以引发热议，是因为它不仅仅是比赛，更是一次对机器人综合能力的极限测试。\n考验核心能力：马拉松考验的是机器人的 续航能力、系统稳定性以及在复杂路况下的动态平衡和自主决策能力 。这些都是人形机器人未来走进家庭、工厂、救援现场等真实场景的关键。\n全球同台竞技：这项赛事吸引了来自德国、巴西、葡萄牙、法国等国家的队伍参与，是全球人形机器人技术的一次“大阅兵”和公开“摸底考”。\n技术迭代迅速：从早期只能完成简单动作的实验室模型，到如今能跑完半马甚至超越部分人类成绩的机器人，技术进步非常快。比如有信息提到，冠军机器人的半马成绩已经超过了人类的世界纪录。']"
2,560,2_机器人_小机器人_机器人界_機器,"['机器人', '小机器人', '机器人界', '機器', '机器', '人机', '真好玩', '机械', '好笑', '有个']","['机器人添大乱', '机器人：力大砖飞[坏笑R]', '机器人不好玩！']"
3,499,3_程序员_跟着_跟不上_跑不动,"['程序员', '跟着', '跟不上', '跑不动', '跑不过', '跑啦', '编程', '程序', '追着', 'run']","['程序员咋不跟着跑', '程序员也要跟着跑步，可能是救程序员的', '程序员说写的时候没有这个变量']"
4,498,4_战场_打仗_作战_战士,"['战场', '打仗', '作战', '战士', '战时', '战争', '牺牲', '背着', '军用', '武器']","['意义就是以后战场不需要人了[doge]', '战场上背炸弹', '对啊，让他跑这么快的意义是？上战场吗']"
5,494,5_人形机器人_人形_机器人_人型,"['人形机器人', '人形', '机器人', '人型', '人体', '外形', '人类', '形状', '机器', '形态']","['就是因为人形才叫机器人啊傻不傻', '人形设计出来是为了代替人类的，整个世界的各种工具都是人类可以用的，设计成人形是为了造通用型机器人，因为人能很好的让这个世界运转，人形一样能，可以不用改造环境和工具，就可以适配所有人类适应的环境。人形不是为了满足特定场景而设计出来的机器人，而是这个世界的所有场景的通用机器人。特殊场景的机器人，人形也能去控制它，人形机器人算是高纬度的机器人了', '你是人形的呀，这个社会就是按人形设计的。[暗中观察R]']"
6,435,6_摔倒_摔了一跤_跌倒_摔到,"['摔倒', '摔了一跤', '跌倒', '摔到', '摔得', '摔下去', '摔成', '摔个', '摔碎', '绊倒']","['总感觉下一秒就要摔倒了，一直到最后也没摔倒', '真不是故意摔倒的？', '摔倒了的那个不蹭，嘣💥']"
7,418,7_机器人_机器_人类_人工,"['机器人', '机器', '人类', '人工', '服务', '人来', '伺候', '服务业', '有个', '工作']","['以后人类要服务机器人了！', '所以是机器人服务人类还是人类服务机器人[微笑R]', '以后养老靠机器人感觉很有希望了']"
8,390,8_去年_今年_昨年_前年,"['去年', '今年', '昨年', '前年', '第二年', '跑的快', '飞速发展', '好快', '进步', '之前']","['去年他还需要人扶，今年都能跑马拉松了[赞R]', '今年的比去年的快多了。', '哈哈哈哈哈哈哈去年也是这么说的，去年也很拉胯，一年了没有丝毫进步']"
