Topic,ctfidf_top_terms
-1,"机器人,跑步,一样,人类,比赛,机器,轮子,这些,测试,知道,为什么,汽车,孩子,发展,速度"
0,"遥控,自主,遥控器,玩具,控制,跟着,导航,遥控车,操控,后面,1.2,自动,组和,区别,智能"
1,"马拉松,机器人马拉松,跑步,机器人,比赛,测试,意义,技术,半马,能力,人类,举办,续航,性能,为了"
2,"机器人,小机器人,机器,摔倒,可爱,喜欢,这些,站不稳,搞笑,人机,心疼,上吊,摔跤,真的,显眼"
3,"程序员,工程师,代码,程序,跟着,配个,bug,久坐,解决,运动,二级,马拉松,体力,没想到,运动员"
4,"战场,炸药包,打仗,炸弹,战争,巷战,玩意,要是,救援,火场,武器,对面,冲锋,军用,敌人"
5,"人形,人形机器人,工具,设计,做成,人类,适配,社会,形态,机器,机器狗,人型,为什么,设施,所有"
6,"摔倒,一地,一块,随时,绊倒,骨折,一秒,粉碎性,粉身碎骨,稀碎,假摔,碎成,好怕,摔得,跪下"
7,"养老,机器人,照顾,服务,人类,保姆,中国,家务,希望,替代,买个,伺候,代替,指望,发展"
8,"去年,今年,进步,一年,明年,进化,太快,健步如飞,速度,真快,记得,太多,好多,昨年,很大"
9,"轮子,更快,地形,换成,轱辘,复杂,四个,履带,楼梯,两条腿,螺旋桨,方便,做成,适应,装个"
10,"姿势,跑步,起来,最后,两个,样子,最像,几个,第四个,奔跑,最好,一样,好看,这样,一边"
11,"好笑,搞笑,好好笑,真的,视频,哎哟,哈哈笑,发财,救命,各有,笑话,我要,招笑,源泉,欢乐"
12,"比赛,参赛,冠军,选手,第一,重要,参加,夺冠,名次,第一名,成绩,完赛,人家,非洲,参赛选手"
13,"冰块,干冰,降温,加冰,背后,散热,后面,背包,后背,水冷,冷却液,制冷,冷却,背上,背着"
14,"电池,没电,续航,充电,换电池,断电,换电,电力,电量,费电,一会,一直,中途,比拼,一块"
15,"科技,技术,发展,进步,科技进步,展示,高科技,科研,越来越,时代,所有,过程,研究,研发,应用"
16,"120,救护车,抢救,心肺,复苏,急救,人工呼吸,医生,救人,医院,急救车,心梗,机器人,以为,最后"
