Topic,Count,Name,Representation,Representative_Docs
-1,10190,-1_加油_厉害_参加_跟着,"['加油', '厉害', '参加', '跟着', '看看', '看着', '为什么', '一下', '玩意', '人家']","['应该会比人类先破二吧[笑哭R]', '让后面跟着跑的那个去跑就好了嘛！造这么个东西有啥用？', '@Kaka 看得我想哭为啥[哭惹R]好像孩子一样']"
0,6647,0_机器人_小机器人_人形机器人_机器人马拉松,"['机器人', '小机器人', '人形机器人', '机器人马拉松', '机器狗', '机器', '机械', '人类', '人形', '更快']","['以后不赌马了，赌机器人了', '机器人也是人[doge]', '骑上另一个机器人追啊[同款R][笑哭了R]']"
1,1662,1_降温_降降温_冰块_加冰,"['降温', '降降温', '冰块', '加冰', '冷却', '发热', '过热', '温度', '制冷', '散热']","['冰块 降温的吧', '降温散热的', '冰块，降温散热用的。']"
2,1126,2_遥控_遥控器_遥控车_遙控,"['遥控', '遥控器', '遥控车', '遙控', '监控', '操控', '失控', '自主', '自动', '玩意']","['有自主跑的，也有遥控的。', '有自主的也有遥控的', '这是遥控的还是自主的呀']"
3,733,3_科技进步_高科技_科技_技术,"['科技进步', '高科技', '科技', '技术', '科研人员', '进步', '科研', '越来越', '创新', '先进']","['这就是我们吹嘘的科技，真可悲[偷笑R]', '科技的进步', '科技在进步[飞吻R]']"
4,715,4_好笑_搞笑_好好笑_笑哈哈,"['好笑', '搞笑', '好好笑', '笑哈哈', '哈哈笑', '好玩', '幽默', '有意思', '笑死人', '笑点']","['哈哈哈哈 真的很好笑', '真的很好笑[笑哭R]', '这个真的太搞笑了[笑哭R]']"
5,545,5_摔倒_跌倒_摔了一跤_摔到,"['摔倒', '跌倒', '摔了一跤', '摔到', '摔下去', '摔得', '摔碎', '摔成', '倒下', '站不稳']","['我一直在等他摔倒，总有一种下一秒就摔倒的感觉', '感觉下一秒要摔倒了', '刚开始还摔倒呢']"
6,506,6_程序员_跟着_编程_码农,"['程序员', '跟着', '编程', '码农', '跑不过', '程序', '跟不上', '跑不了', 'run', '跑步']","['程序员也要跟着跑步，可能是救程序员的', '@kkyyxhll 干这个的程序员，包瘦的呀', '[捂脸R]那是程序员说给程序员听的吧']"
7,459,7_姿势_跑得慢_跑动_跑步,"['姿势', '跑得慢', '跑动', '跑步', '跑得快', '跑不动', '跑法', '奔跑', '步伐', '姿态']","['跑步姿势很妖娆[吃瓜R]', '跑步姿势很贼', '和我跑步一个姿势']"
8,453,8_战场_打仗_作战_战士,"['战场', '打仗', '作战', '战士', '冲过来', '战时', '到时候', '装上', '带上', '牺牲']","['你真以为这个玩意上的去战场', '对啊，让他跑这么快的意义是？上战场吗', '放战场上你就知道了[笑哭R]']"
9,383,9_比赛_参赛_大赛_观赛,"['比赛', '参赛', '大赛', '观赛', '参赛选手', '这比', '赛前', '参加', '赛后', '完赛']","['比不比赛了还[笑哭R]哈哈哈哈光饭撒了', '比赛宠粉两不误[笑哭R]', '哈哈哈，不专心比赛哦[偷笑R][偷笑R]']"
10,368,10_去年_今年_昨年_前年,"['去年', '今年', '昨年', '前年', '第二年', '一年', '好快', '每年', '之前', '跑的快']","['今年比去年快多了[doge]', '比去年可进步多了', '哈哈哈哈哈哈哈去年也是这么说的，去年也很拉胯，一年了没有丝毫进步']"
11,354,11_可爱_好萌_太萌_小可爱,"['可爱', '好萌', '太萌', '小可爱', '好看', '喜欢', '这小', '小小的', '瞧瞧', '萌萌']","['好可爱呀呀呀[萌萌哒R]', '比拉布布还可爱[doge]', '小弟弟可爱吗[doge]']"
12,290,12_电池_续航_换电池_电池容量,"['电池', '续航', '换电池', '电池容量', '充电', '电量', '有电', '费电', '断电', '换电']","['比电池续航吗？', '比的是电池续航吧[捂脸R]', '比电池续航呗[捂脸R]']"
