Topic,Count,Name,Representation,Representative_Docs
-1,5213,-1_笑哭r_doge_偷笑r_捂脸r,"['笑哭r', 'doge', '偷笑r', '捂脸r', '哭惹r', '失望r', '大笑r', '害羞r', '微笑r', '石化r']","['就是被起跑线那个贴的绊了下脚[笑哭R]', '你不说我都没注意到校徽[笑哭R]', '穿的很不专业[偷笑R][笑哭R]像是遛街的']"
0,3181,0_笑哭r_doge_偷笑r_捂脸r,"['笑哭r', 'doge', '偷笑r', '捂脸r', '微笑r', '汗颜r', '机器人', '大笑r', '哭惹r', '暗中观察r']","['区别在这是人形机器人啊[笑哭R]', '你说的那叫智能驾驶[笑哭R]', '你硬要这样说的话，那还不如装上喷气发动机翼直接飞起来…[笑哭R]']"
1,1991,1_笑哭r_捂脸r_偷笑r_doge,"['笑哭r', '捂脸r', '偷笑r', 'doge', '哈哈哈', '大笑r', '哈哈哈哈', '皱眉r', '玫瑰r', '暗中观察r']","['妈耶，好诡异啊[笑哭R]', '证明没摔过，都不脏[笑哭R]', '他饿了，[笑哭R]回家冲牛奶去了']"
2,147,2_捂脸r_暗中观察r_闪电_笑哭r,"['捂脸r', '暗中观察r', '闪电', '笑哭r', '黑宇树', '荣耀的', '红荣耀', '白天工', 'doge', '点赞r']","['白天工，红荣耀，黑宇树', '春晚的机器人上场也一样！这次机器人半马，每一个机器人都是经历过无数次摔倒，包括第一名冠军也是，距离终点10多米再次摔倒，一群人抬担架过去，把它立起来，没摔碎，重新调整一下，还能跑，拿了冠军！。      说白就看谁家的结实耐摔，谁家工作人员及时上去为机器人服务（降温，润滑，扶起来）到位！', '但是只是再春晚播出的时候没出问题[笑哭R][笑哭R][笑哭R][笑哭R][捂脸R][捂脸R][捂脸R]']"
3,133,3_大湾鸡_要花生米_豆包_飞吻r,"['大湾鸡', '要花生米', '豆包', '飞吻r', 'doge', '皱眉r', '萌萌哒r', '椒麻的再加点糖醋', '这小东西太呆了', '有鸡冠']","['要花生米！要花生米！', '大湾鸡！你小子怎么也去了[嘻嘻R]', '太可爱了，大湾鸡[飞吻R][飞吻R][飞吻R]']"
4,66,4_云南白药_云南白药气雾剂_云南白药喷雾_防止跌打损伤,"['云南白药', '云南白药气雾剂', '云南白药喷雾', '防止跌打损伤', 'doge', '暗中观察r', '难免会摔跤啥的', '是云南白药气雾剂', '抽筋啦', '机器人也腿疼']","['云南白药。加的运动饮料', '云南白药，喷上去凉凉的[doge]', '云南白药，怕机器人膝盖疼[doge]']"
5,51,5_wd40_降温的_wd40吧_只能通过反复喷涂wd40防止干燥,"['wd40', '降温的', 'wd40吧', '只能通过反复喷涂wd40防止干燥', '降温', '默认wd40', '这种电机打油是拆开了换润滑脂', '润滑作用', '这不干冰吗', '这个就是烷基制冷喷雾']","['WD40 当水喷[惊恐R]', 'wd40，给缝隙处除锈除污的[笑哭R]', '感觉像轴承润滑的，因该是 wd40']"
6,49,6_更容易猝死了_熬夜_捂脸r_大笑r,"['更容易猝死了', '熬夜', '捂脸r', '大笑r', '很容易猝死', '完了', '笑哭r', '熬夜又运动心脏怎么受的了', '熬大夜', '熬夜通宵调试机器人']","['更容易猝死了', '更容易猝死了[偷笑R]', '更容易猝死了[捂脸R]']"
7,47,7_蚊子_苍蝇_蟑螂_偷笑r,"['蚊子', '苍蝇', '蟑螂', '偷笑r', '毛毛虫的幼虫', '除了蚊子苍蝇蟑螂', '无恶意', '楼主只是一味地蚊子蟑螂老鼠除外', '所以是蛆是苍蝇都讨厌', '我这ip也有很多蟑螂宝宝']","['小强，杰瑞，蚊子，苍蝇……[doge]', '蚊子，苍蝇，蛆', '对  苍蝇  蚊子 老鼠小时候都可爱[笑哭R]']"
8,32,8_防晒喷雾_防晒_暗中观察r_防蚊喷雾,"['防晒喷雾', '防晒', '暗中观察r', '防蚊喷雾', '偷笑r', '这肤色倒也不用防了', '防狼噴霧劑', '防嗮喷雾', '都黑成碳了', '这颜色还要防晒']","['防晒喷雾', '防晒喷雾[暗中观察R]', '防晒喷雾[doge]']"
