帖子id,帖子标题,帖子点赞数,帖子评论数,comment_level,comment_id,parent_comment_id,user_id,content,comment_time,location,like_count,reply_count,char_len,post_category,robot_status,human_role,effective_token_count,robot_status_group,topic,topic_prob
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e489e70000000014019801,69e46241000000001401e822,5b83952dd24e1000012741d8,家里的老人小孩还在跑，小孩子生命力旺盛，虽然一开始跑的慢，但是持续性更强，老的眼睛不好容易看叉路，跑着跑着容易东倒西歪明显状态不行了，但是这不重要，因为家里的顶梁柱已经倒下了[doge],2026.04.19,四川,1.0,,93,中性|观众,中性,观众,22,中性,0,0.8773396159699914
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e459f8000000001401bc0f,,60dd9877000000000101c57c,看机器人跑步，总有一种想上去扶一把的冲动，全都是踉踉跄跄要摔倒的样子[失望R],2026.04.19,天津,0.0,0.0,39,中性|观众,中性,观众,11,中性,0,0.8772637478323448
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e59935000000001401c01a,,5d2869290000000012028214,我知道让机器人跑马拉松有什么意义？机器人不是本来就应该比人跑得快么[笑哭R]而且他不会累啊,2026.04.20,黑龙江,0.0,2.0,45,中性|观众,中性,观众,8,中性,0,0.8772042348715723
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e471d9000000001401a001,,63db9f28000000002600772e,小孩状态比较稳定，大的好像快不行了，废的是真的不行了,2026.04.19,北京,9.0,0.0,26,中性|观众,中性,观众,7,中性,0,0.8570509894199213
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e475df000000001401d838,,6677026f000000000d02739e,努力又乖的小孩，重出江湖的老人，摆烂废物中年躺,2026.04.19,上海,0.0,0.0,23,中性|观众,中性,观众,7,中性,0,0.82842813472177
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e99522000000001401a418,,69e4b5150000000002000c02,有没有懂的网友告诉我一下，为什么要让机器人跑马拉松,2026.04.23,江苏,0.0,0.0,25,中性|观众,中性,观众,7,中性,0,0.8282130315804099
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e5755c000000001401bc10,,5e23e22b0000000001005119,以前我没见过不知道，上两天我这有表演，哎嘛这玩意走路超重，地都镇的一咣一咣的，我就想到春晚的舞台得多结实，那么多机器人，感觉要地震，地都要走塌了[笑哭R],2026.04.20,吉林,0.0,0.0,77,中性|观众,中性,观众,14,中性,0,0.8281581341979868
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e508b7000000001401940a,69e4761a0000000014019c12,5debbb750000000001005e29,发出哟哟哟的时候好像看到了一个垂暮老人在跑步的心酸感…,2026.04.20,上海,0.0,,27,中性|观众,中性,观众,6,中性,0,0.8281395683024142
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e473e0000000001401c42b,,5c9ac00d000000001102b2a0,大的好像突发恶疾[捂脸R],2026.04.19,北京,3.0,0.0,13,中性|观众,中性,观众,3,中性,0,0.7857142857142837
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e7a9ae000000001401dc13,69e4d997000000001401a802,636bd382000000001f01c73e,这个马拉松每天都给我提供不同的笑料我真的不行了,2026.04.22,北京,0.0,,23,中性|观众,中性,观众,7,中性,0,0.7856997392903434
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e47fce000000001401d428,69e45f74000000001401bc0a,640b2139000000002a00b40d,机器狗为什么要做成狗形[失望R],2026.04.19,山西,0.0,,16,中性|观众,中性,观众,4,中性,0,0.7856903013208472
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e45ebd000000001401c02d,69e45c42000000001401c413,62bfcac30000000019029a79,你让春晚的演员去跑马拉松也这样,2026.04.19,上海,39.0,,15,中性|观众,中性,观众,4,中性,0,0.7855756374834529
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e47ae3000000001401e41c,,5f728d30000000000101eace,真的比春晚好看[皱眉R],2026.04.19,北京,0.0,0.0,12,中性|观众,中性,观众,3,中性,0,0.7855624611868673
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e4c807000000001401c42e,69e46241000000001401e822,68b6c6ac0000000018033bd3,机器人都累了，知道摆烂[偷笑R][偷笑R],2026.04.19,广东,0.0,,21,中性|观众,中性,观众,3,中性,0,0.7855204325444703
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e47b79000000001401a414,,5bd3029b413d0c0001d2a558,@王王仙贝 听说今儿亦庄马拉松，没想到还有机器人�,2026.04.19,北京,0.0,1.0,25,中性|观众,中性,观众,6,中性,0,0.78552043254447
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e82d510000000014018814,69e81ed90000000014019c10,5ca9fa590000000011031d6c,怎么机器人也有一种干什么都很心酸的感觉,2026.04.22,湖北,0.0,,19,中性|观众,中性,观众,4,中性,0,0.7855204325444696
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e464b7000000001401bc27,,59d736aa44363b573cf3167d,虽然但是，让机器人跑马拉松是测试什么性能呀。,2026.04.19,湖南,0.0,0.0,22,中性|观众,中性,观众,5,中性,0,0.7855204094204161
