帖子id,帖子标题,帖子点赞数,帖子评论数,comment_level,comment_id,parent_comment_id,user_id,content,comment_time,location,like_count,reply_count,char_len,post_category,robot_status,human_role,effective_token_count,robot_status_group,topic,topic_prob
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e508b7000000001401940a,69e4761a0000000014019c12,5debbb750000000001005e29,发出哟哟哟的时候好像看到了一个垂暮老人在跑步的心酸感…,2026.04.20,上海,0.0,,27,中性|观众,中性,观众,6,中性,0,0.8166645456577339
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e473e0000000001401c42b,,5c9ac00d000000001102b2a0,大的好像突发恶疾[捂脸R],2026.04.19,北京,3.0,0.0,13,中性|观众,中性,观众,3,中性,0,0.7708333333333325
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e459f8000000001401bc0f,,60dd9877000000000101c57c,看机器人跑步，总有一种想上去扶一把的冲动，全都是踉踉跄跄要摔倒的样子[失望R],2026.04.19,天津,0.0,0.0,39,中性|观众,中性,观众,11,中性,0,0.7261887849817392
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e46d960000000014019827,,5c0c715800000000070274d3,笑死 突发恶疾[笑哭R]@魔法披风,2026.04.19,北京,1.0,1.0,17,中性|观众,中性,观众,2,中性,0,0.694444444444443
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e468c4000000001401e422,,645c96d400000000290163a3,突发恶疾[捂脸R],2026.04.19,山东,1.0,0.0,9,中性|观众,中性,观众,2,中性,0,0.694444444444443
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e4ade60000000014019c1c,,5835c4697fc5b80b0d75f1ea,@豆包居 突发恶疾,2026.04.19,浙江,1.0,0.0,9,中性|观众,中性,观众,2,中性,0,0.694444444444443
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e49b4a000000001401b846,69e461fb000000001401e82b,5eb69be00000000001001ec1,笑死我了，突发恶疾了[笑哭R],2026.04.19,北京,1.0,,15,中性|观众,中性,观众,2,中性,0,0.694444444444443
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e47519000000001401bc22,,66c0690d000000001d02341c,没突发恶疾不错了[害羞R],2026.04.19,四川,0.0,0.0,13,中性|观众,中性,观众,3,中性,0,0.694444444444443
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e48177000000001401a00a,69e461fb000000001401e82b,60bb9be80000000001002b3a,@momo 突发恶疾,2026.04.19,福建,0.0,,10,中性|观众,中性,观众,2,中性,0,0.694444444444443
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e4846d000000001401b029,69e46d960000000014019827,5bcc0ba7d7e71400013e33ac,哈哈哈哈哈哈哈哈笑死突发恶疾！,2026.04.19,天津,0.0,,15,中性|观众,中性,观众,2,中性,0,0.694444444444443
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e486ff000000001401e82c,69e46d59000000001401c42a,556e82b8f5a263037789d5d8,也确实老了做啥都心酸。[大笑R],2026.04.19,广东,643.0,,16,中性|观众,中性,观众,2,中性,0,0.6944419540089085
69e43a5a000000001d01dcc7,"机器人嘲讽同伴

",1966.0,167.0,2,69e49cff000000001401a819,69e44cf2000000001401d42d,6543008c00000000300311f1,不知道是不是华鲤的[偷笑R][笑哭R],2026.04.19,广东,1.0,,19,中性|评价者,中性,评价者,3,中性,0,0.6944418144739353
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e4b6eb000000001401800c,69e461fb000000001401e82b,68944c1e0000000028001164,"这画面确实有点“低血糖”的既视感[笑哭R]。不过根据评论区网友的科普，这大概率是机器人在进行摔倒检测或跌倒测试，主要为了验证：
安全机制：测试机器人在失去平衡后能否安全着陆，避免硬件损伤。
自恢复能力：检验其是否具备摔倒后自主爬起的功能。
虽然看起来像“体力不支”，但其实是科技测试中重要的一环[吃瓜R]。",2026.04.19,--,0.0,,153,中性|观众,中性,观众,47,中性,0,0.5773792358421436
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e47984000000001401a020,,64e9bcf6000000000100dcda,这个大的好像随时要撅过去了的样子，跑一步喘三喘，年纪大了，跑个步看起来都很心酸的样子，倒是这个小的，稳稳的拿着奶瓶跑，坐地上不管是偷懒还是撒无赖的那个，就不评价了,2026.04.19,中国香港,0.0,0.0,81,中性|观众,中性,观众,18,中性,0,0.5648145613029452
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e46f72000000001401d413,,5d25b1ca000000001601b697,小的好像电击小子[笑哭R],2026.04.19,湖南,0.0,0.0,13,中性|观众,中性,观众,3,中性,0,0.5416666666666659
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e5a982000000001401c01c,,5b9efe866f0daf0001992f65,[捂脸R][捂脸R][捂脸R]傻大个不知道到底想怎样,2026.04.20,广东,0.0,0.0,26,中性|观众,中性,观众,4,中性,0,0.5416666666666654
69e5a09a000000002103ba03,"半马途中机器人即兴表演，越夸越上头

",711.0,83.0,1,69e5a5f2000000001401a816,,5af99ec44eacab4c149bedbe,这bgm是什么呀 有知道的嘛,2026.04.20,美国,0.0,4.0,14,中性|评价者,中性,评价者,2,中性,0,0.5416666666666654
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e456d7000000001401dc16,,650e47f00000000016038496,摆烂的那个像在生气,2026.04.19,北京,7.0,0.0,9,中性|观众,中性,观众,2,中性,0,0.5416666666666647
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e48543000000001401e02f,69e46241000000001401e822,67ab25d2000000000e01128f,擦那[生气R]，每周都TM加班！今儿我就摆烂,2026.04.19,北京,0.0,,22,中性|观众,中性,观众,5,中性,0,0.5416666666666647
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e48b290000000014018c2a,69e46241000000001401e822,670dec79000000001d033e77,思考人生的样子[doge],2026.04.19,山东,0.0,,13,中性|观众,中性,观众,3,中性,0,0.5416666666666647
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e4977a000000001401e415,69e46241000000001401e822,571f752b4775a762c580294e,疲惫的妈 摆烂的爸 还有满电撒欢的娃,2026.04.19,上海,0.0,,18,中性|观众,中性,观众,4,中性,0,0.5416666666666647
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e45eb9000000001401e828,69e459f2000000001401bc38,5c57360700000000180184be,很命苦的样子,2026.04.19,天津,0.0,,6,中性|观众,中性,观众,2,中性,0,0.5416666666666647
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e46ab2000000001401e007,,5aa8d2ae11be1076c9167e72,有种心酸感[捂脸R],2026.04.19,陕西,0.0,0.0,10,中性|观众,中性,观众,2,中性,0,0.5416666666666642
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e5869c000000001401e804,69e461fb000000001401e82b,5bbc1045afa9170001464d47,@安妮 看得好心酸[笑哭R],2026.04.20,江苏,0.0,,14,中性|观众,中性,观众,2,中性,0,0.5416666666666642
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e47949000000001401941d,,5e721fc400000000010042c9,@�西瓜草莓� 机器人马拉松,2026.04.19,上海,0.0,0.0,14,中性|观众,中性,观众,3,中性,0,0.5416666666666636
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,1,69e46cd9000000001401d41c,,55a3200aa75c957caa3018f4,所以举办机器人马拉松的目的是为啥…,2026.04.19,北京,0.0,0.0,17,中性|观众,中性,观众,3,中性,0,0.5416666666666636
