Topic,Count,Name,Representation,Representative_Docs
-1,11221,-1_跑步_加油_是不是_跟着,"['跑步', '加油', '是不是', '跟着', '马拉松', '参加', '不行', '为什么', '为了', '意义']","['人跑马拉松的意义是什么？', '让它跑步的意义在哪', '是不是可以送外卖']"
0,7113,0_机器人_人形机器人_小机器人_机器人马拉松,"['机器人', '人形机器人', '小机器人', '机器人马拉松', '机器', '机器狗', '机械', '一下', '人形', '的话']","['这个机器人又高又乖，太帅了[点赞R]', '现在你看机器人跑，以后就是机器人看你跑了[偷笑R][偷笑R]', '把机器人当人整[笑哭R]']"
1,1796,1_跑得快_跑步_跑得慢_跑不动,"['跑得快', '跑步', '跑得慢', '跑不动', '奔跑', '马拉松', '跟着', '跑鞋', '步伐', '姿势']","['他们仨也要跟着跑马拉松吗[呃R]', '跑步姿势笑死', '和田曦薇的跑步姿势很像']"
2,1629,2_好笑_搞笑_好好笑_哈哈笑,"['好笑', '搞笑', '好好笑', '哈哈笑', '有趣', '好玩', '笑料', '笑点', '有意思', '笑话']","['真的太好笑了', '哈哈哈哈哈真的很搞笑[捂脸R]', '多拍点，真的好搞笑[笑哭R][笑哭R]']"
3,1413,3_降温_降降温_冰块_冰冷,"['降温', '降降温', '冰块', '冰冷', '加冰', '冷却', '温度', '发热', '过热', '高温']","['冰块啊！应该是降温用的', '冰块是降温的。', '冰块，降温散热用的。']"
4,1132,4_遥控_遥控器_遥控车_遙控,"['遥控', '遥控器', '遥控车', '遙控', '自主', '自动', '监控', '操控', '全自动', '跟不上']","['自主跑还是遥控？', '有自主跑的，也有遥控的。', '怎么都是遥控的，自主的呢？[抠鼻R]']"
5,695,5_科技进步_高科技_科技_技术,"['科技进步', '高科技', '科技', '技术', '越来越', '很快', '进步', '先进', '这些', '落后']","['这就是我们吹嘘的科技，真可悲[偷笑R]', '科技在进步[飞吻R]', '科技发展进步你这种人是不理解的']"
6,515,6_程序员_跑不过_编程_跟着,"['程序员', '跑不过', '编程', '跟着', '跟不上', '跑不了', '码农', '跑不动', '程序', 'run']","['程序员马拉松', '程序员也要跟着跑步，可能是救程序员的', '[捂脸R]那是程序员说给程序员听的吧']"
7,472,7_摔倒_跌倒_摔到_摔了一跤,"['摔倒', '跌倒', '摔到', '摔了一跤', '摔下去', '摔得', '摔碎', '摔成', '倒下', '倒地']","['我每看云个视频就在等他摔倒', '总感觉下一秒就要摔倒了，一直到最后也没摔倒', '感觉随时要摔倒']"
8,463,8_战场_打仗_作战_战士,"['战场', '打仗', '作战', '战士', '战时', '牺牲', '战争', '背着', '前线', '冲过来']","['战场上背炸弹', '对啊，让他跑这么快的意义是？上战场吗', '放战场上你就知道了[笑哭R]']"
9,336,9_比赛_参赛_这比_大赛,"['比赛', '参赛', '这比', '大赛', '观赛', '赛后', '赛前', '搞笑', '参赛选手', '夺冠']","['这是比谁的尸块多比赛[笑哭R]', '哈哈哈，不专心比赛哦[偷笑R][偷笑R]', '比赛宠粉两不误[笑哭R]']"
10,293,10_电池_电池容量_换电池_续航,"['电池', '电池容量', '换电池', '续航', '电量', '充电', '有电', '费电', '没电', '电压']","['他们是在比谁的电池大嘛！', '卸电池直接躺倒笑死我了', '电池这么抗揍么？']"
11,290,11_去年_今年_昨年_前年,"['去年', '今年', '昨年', '前年', '第二年', '进步', '之前', '好快', '飞速发展', '跑的快']","['去年嫌它慢，今年它们嫌我慢。', '比去年可进步多了', '哈哈哈哈哈哈哈去年也是这么说的，去年也很拉胯，一年了没有丝毫进步']"
12,234,12_可爱_小可爱_很萌_可爱多,"['可爱', '小可爱', '很萌', '可爱多', '太萌', '好萌', '小小的', '这小', '好看', '喜欢']","['小三也可爱吗[暗中观察R]', '有点可爱是怎么回事儿呢', '小弟弟可爱吗[doge]']"
13,233,13_机器人_发表_评论_人类,"['机器人', '发表', '评论', '人类', '之前', '其他人', '支持', '很差', '地球', '不当']","['@Momo 本人将严肃的在此评论，并在机器人统治地球之后当做投名状', '@我要成为毛毛球高手 @小红薯697CBA85 本人将严肃的在此评论，并在机器人统治地球之后当做投名状', '本人将严肃的在此评论，并在机器人统治地球之后当做投名状！@鱼汤不喝太咸']"
14,220,14_奶瓶_有奶_喝奶_喝口奶,"['奶瓶', '有奶', '喝奶', '喝口奶', '吃奶', '我奶', '奶嘴', '还拿个', '可爱', '提着']","['手拿着奶瓶[偷笑R]', '笑死了小个儿的还拿个奶瓶[笑哭R]', '还有个举着奶瓶🍼跑的，[捂脸R][捂脸R]']"
